Date,Time,Visitor,Visitor_Goals,Home,Home_Goals,OT,Winner,Loser,HPP,VPP
2018-11-03,7:00 PM,Tampa Bay Lightning,4,Montreal Canadiens,1,,Tampa Bay Lightning,Montreal Canadiens,0.6666666666666666,0.7083333333333334
2018-11-03,8:00 PM,Boston Bruins,0,Nashville Predators,1,,Nashville Predators,Boston Bruins,0.7692307692307693,0.6666666666666666
2018-11-03,7:00 PM,New Jersey Devils,0,New York Islanders,3,,New York Islanders,New Jersey Devils,0.625,0.55
2018-11-03,7:00 PM,Toronto Maple Leafs,5,Pittsburgh Penguins,0,,Toronto Maple Leafs,Pittsburgh Penguins,0.6818181818181818,0.6153846153846154
2018-11-03,10:30 PM,Philadelphia Flyers,3,San Jose Sharks,4,OT,San Jose Sharks,Philadelphia Flyers,0.5769230769230769,0.46153846153846156
2018-11-03,8:00 PM,Minnesota Wild,5,St. Louis Blues,1,,Minnesota Wild,St. Louis Blues,0.5,0.6666666666666666
2018-11-03,10:00 PM,Carolina Hurricanes,0,Vegas Golden Knights,3,,Vegas Golden Knights,Carolina Hurricanes,0.4230769230769231,0.5384615384615384
2018-11-03,7:00 PM,Dallas Stars,4,Washington Capitals,3,OT,Dallas Stars,Washington Capitals,0.5454545454545454,0.5833333333333334
2018-11-04,9:00 PM,Columbus Blue Jackets,2,Anaheim Ducks,3,OT,Anaheim Ducks,Columbus Blue Jackets,0.4642857142857143,0.5384615384615384
2018-11-04,7:00 PM,Buffalo Sabres,1,New York Rangers,3,,New York Rangers,Buffalo Sabres,0.4230769230769231,0.5714285714285714
2018-11-04,7:00 PM,Tampa Bay Lightning,4,Ottawa Senators,3,OT,Tampa Bay Lightning,Ottawa Senators,0.46153846153846156,0.7307692307692307
2018-11-05,9:00 PM,Philadelphia Flyers,5,Arizona Coyotes,2,,Philadelphia Flyers,Arizona Coyotes,0.5833333333333334,0.4642857142857143
2018-11-05,7:00 PM,Dallas Stars,1,Boston Bruins,2,OT,Boston Bruins,Dallas Stars,0.6153846153846154,0.6153846153846154
2018-11-05,7:00 PM,Montreal Canadiens,4,New York Islanders,3,SO,Montreal Canadiens,New York Islanders,0.6538461538461539,0.6153846153846154
2018-11-05,7:00 PM,New Jersey Devils,5,Pittsburgh Penguins,1,,New Jersey Devils,Pittsburgh Penguins,0.625,0.5
2018-11-05,7:00 PM,Edmonton Oilers,2,Washington Capitals,4,,Washington Capitals,Edmonton Oilers,0.5416666666666666,0.6538461538461539
2018-11-06,7:00 PM,Dallas Stars,1,Columbus Blue Jackets,4,,Columbus Blue Jackets,Dallas Stars,0.5357142857142857,0.6071428571428571
2018-11-06,7:30 PM,Vancouver Canucks,2,Detroit Red Wings,3,SO,Detroit Red Wings,Vancouver Canucks,0.35714285714285715,0.6
2018-11-06,10:30 PM,Anaheim Ducks,1,Los Angeles Kings,4,,Los Angeles Kings,Anaheim Ducks,0.34615384615384615,0.5
2018-11-06,7:00 PM,Montreal Canadiens,3,New York Rangers,5,,New York Rangers,Montreal Canadiens,0.4642857142857143,0.6428571428571429
2018-11-06,7:30 PM,New Jersey Devils,3,Ottawa Senators,7,,Ottawa Senators,New Jersey Devils,0.4642857142857143,0.5416666666666666
2018-11-06,10:30 PM,Minnesota Wild,3,San Jose Sharks,4,,San Jose Sharks,Minnesota Wild,0.6071428571428571,0.6923076923076923
2018-11-06,8:00 PM,Carolina Hurricanes,1,St. Louis Blues,4,,St. Louis Blues,Carolina Hurricanes,0.4583333333333333,0.5
2018-11-06,7:30 PM,Edmonton Oilers,2,Tampa Bay Lightning,5,,Tampa Bay Lightning,Edmonton Oilers,0.75,0.6071428571428571
2018-11-06,7:00 PM,Vegas Golden Knights,1,Toronto Maple Leafs,3,,Toronto Maple Leafs,Vegas Golden Knights,0.6428571428571429,0.4642857142857143
2018-11-07,10:30 PM,Calgary Flames,2,Anaheim Ducks,3,,Anaheim Ducks,Calgary Flames,0.46875,0.6333333333333333
2018-11-07,10:00 PM,Nashville Predators,4,Colorado Avalanche,1,,Nashville Predators,Colorado Avalanche,0.6071428571428571,0.7857142857142857
2018-11-07,7:30 PM,Pittsburgh Penguins,1,Washington Capitals,2,,Washington Capitals,Pittsburgh Penguins,0.5769230769230769,0.5769230769230769
2018-11-08,7:00 PM,Vancouver Canucks,8,Boston Bruins,5,,Vancouver Canucks,Boston Bruins,0.6428571428571429,0.59375
2018-11-08,8:30 PM,Carolina Hurricanes,4,Chicago Blackhawks,3,,Carolina Hurricanes,Chicago Blackhawks,0.5,0.4666666666666667
2018-11-08,8:30 PM,San Jose Sharks,3,Dallas Stars,4,,Dallas Stars,San Jose Sharks,0.5666666666666667,0.6333333333333333
2018-11-08,7:00 PM,Edmonton Oilers,1,Florida Panthers,4,,Florida Panthers,Edmonton Oilers,0.4090909090909091,0.5666666666666667
2018-11-08,10:30 PM,Minnesota Wild,3,Los Angeles Kings,1,,Minnesota Wild,Los Angeles Kings,0.39285714285714285,0.6428571428571429
2018-11-08,7:30 PM,Buffalo Sabres,6,Montreal Canadiens,5,OT,Buffalo Sabres,Montreal Canadiens,0.6,0.5333333333333333
2018-11-08,7:30 PM,Vegas Golden Knights,5,Ottawa Senators,3,,Vegas Golden Knights,Ottawa Senators,0.5,0.43333333333333335
2018-11-08,7:00 PM,Arizona Coyotes,4,Philadelphia Flyers,5,OT,Philadelphia Flyers,Arizona Coyotes,0.5,0.5384615384615384
2018-11-08,7:30 PM,New York Islanders,2,Tampa Bay Lightning,4,,Tampa Bay Lightning,New York Islanders,0.7666666666666667,0.6428571428571429
2018-11-09,10:00 PM,Minnesota Wild,5,Anaheim Ducks,1,,Minnesota Wild,Anaheim Ducks,0.5,0.6666666666666666
2018-11-09,7:30 PM,New York Rangers,2,Detroit Red Wings,3,OT,Detroit Red Wings,New York Rangers,0.4,0.5
2018-11-09,8:00 PM,San Jose Sharks,0,St. Louis Blues,4,,St. Louis Blues,San Jose Sharks,0.5,0.59375
2018-11-09,7:00 PM,New Jersey Devils,1,Toronto Maple Leafs,6,,Toronto Maple Leafs,New Jersey Devils,0.6666666666666666,0.5
2018-11-09,8:00 PM,Colorado Avalanche,2,Winnipeg Jets,5,,Winnipeg Jets,Colorado Avalanche,0.6071428571428571,0.5666666666666667
2018-11-09,7:00 PM,Columbus Blue Jackets,2,Washington Capitals,1,,Columbus Blue Jackets,Washington Capitals,0.6071428571428571,0.5666666666666667
2018-11-10,7:00 PM,Toronto Maple Leafs,1,Boston Bruins,5,,Boston Bruins,Toronto Maple Leafs,0.6,0.6875
2018-11-10,1:00 PM,Vancouver Canucks,3,Buffalo Sabres,4,SO,Buffalo Sabres,Vancouver Canucks,0.5625,0.6176470588235294
2018-11-10,7:00 PM,Detroit Red Wings,4,Carolina Hurricanes,3,SO,Detroit Red Wings,Carolina Hurricanes,0.5,0.4375
2018-11-10,7:00 PM,New York Rangers,5,Columbus Blue Jackets,4,SO,New York Rangers,Columbus Blue Jackets,0.59375,0.5
2018-11-10,2:00 PM,Nashville Predators,5,Dallas Stars,4,OT,Nashville Predators,Dallas Stars,0.59375,0.8
2018-11-10,7:00 PM,New York Islanders,2,Florida Panthers,4,,Florida Panthers,New York Islanders,0.4583333333333333,0.6
2018-11-10,10:00 PM,Calgary Flames,1,Los Angeles Kings,0,,Calgary Flames,Los Angeles Kings,0.36666666666666664,0.59375
2018-11-10,7:00 PM,Vegas Golden Knights,4,Montreal Canadiens,5,,Montreal Canadiens,Vegas Golden Knights,0.59375,0.46875
2018-11-10,1:00 PM,Chicago Blackhawks,0,Philadelphia Flyers,4,,Philadelphia Flyers,Chicago Blackhawks,0.53125,0.46875
2018-11-10,7:00 PM,Arizona Coyotes,0,Pittsburgh Penguins,4,,Pittsburgh Penguins,Arizona Coyotes,0.5357142857142857,0.5357142857142857
2018-11-10,7:00 PM,Ottawa Senators,6,Tampa Bay Lightning,4,,Ottawa Senators,Tampa Bay Lightning,0.78125,0.46875
2018-11-11,7:00 PM,Vegas Golden Knights,1,Boston Bruins,4,,Boston Bruins,Vegas Golden Knights,0.625,0.4411764705882353
2018-11-11,9:30 PM,Colorado Avalanche,4,Edmonton Oilers,1,,Colorado Avalanche,Edmonton Oilers,0.53125,0.53125
2018-11-11,5:00 PM,Ottawa Senators,1,Florida Panthers,5,,Florida Panthers,Ottawa Senators,0.5,0.5
2018-11-11,9:00 PM,Calgary Flames,1,San Jose Sharks,3,,San Jose Sharks,Calgary Flames,0.5588235294117647,0.6176470588235294
2018-11-11,3:00 PM,Minnesota Wild,3,St. Louis Blues,2,,Minnesota Wild,St. Louis Blues,0.5357142857142857,0.6875
2018-11-11,7:00 PM,New Jersey Devils,2,Winnipeg Jets,5,,Winnipeg Jets,New Jersey Devils,0.6333333333333333,0.4642857142857143
2018-11-11,5:00 PM,Arizona Coyotes,4,Washington Capitals,1,,Arizona Coyotes,Washington Capitals,0.5666666666666667,0.5
2018-11-12,10:00 PM,Nashville Predators,1,Anaheim Ducks,2,SO,Anaheim Ducks,Nashville Predators,0.4722222222222222,0.8125
2018-11-12,7:00 PM,Chicago Blackhawks,2,Carolina Hurricanes,3,OT,Carolina Hurricanes,Chicago Blackhawks,0.5,0.4411764705882353
2018-11-12,8:30 PM,Columbus Blue Jackets,2,Dallas Stars,1,,Columbus Blue Jackets,Dallas Stars,0.5882352941176471,0.5882352941176471
2018-11-12,7:00 PM,Vancouver Canucks,1,New York Rangers,2,,New York Rangers,Vancouver Canucks,0.5294117647058824,0.6111111111111112
2018-11-13,7:30 PM,Tampa Bay Lightning,1,Buffalo Sabres,2,,Buffalo Sabres,Tampa Bay Lightning,0.5882352941176471,0.7352941176470589
2018-11-13,7:30 PM,Arizona Coyotes,1,Detroit Red Wings,6,,Detroit Red Wings,Arizona Coyotes,0.47058823529411764,0.53125
2018-11-13,9:00 PM,Montreal Canadiens,2,Edmonton Oilers,6,,Edmonton Oilers,Montreal Canadiens,0.5,0.6176470588235294
2018-11-13,10:30 PM,Toronto Maple Leafs,5,Los Angeles Kings,1,,Toronto Maple Leafs,Los Angeles Kings,0.34375,0.6470588235294118
2018-11-13,8:00 PM,Washington Capitals,5,Minnesota Wild,2,,Washington Capitals,Minnesota Wild,0.7058823529411765,0.53125
2018-11-13,7:00 PM,Pittsburgh Penguins,2,New Jersey Devils,4,,New Jersey Devils,Pittsburgh Penguins,0.43333333333333335,0.5666666666666667
2018-11-13,7:00 PM,Vancouver Canucks,2,New York Islanders,5,,New York Islanders,Vancouver Canucks,0.5625,0.5789473684210527
2018-11-13,7:00 PM,Florida Panthers,2,Philadelphia Flyers,1,,Florida Panthers,Philadelphia Flyers,0.5588235294117647,0.5357142857142857
2018-11-13,10:30 PM,Nashville Predators,4,San Jose Sharks,5,,San Jose Sharks,Nashville Predators,0.5833333333333334,0.7941176470588235
2018-11-14,8:00 PM,St. Louis Blues,0,Chicago Blackhawks,1,,Chicago Blackhawks,St. Louis Blues,0.4444444444444444,0.5
2018-11-14,10:00 PM,Boston Bruins,3,Colorado Avalanche,6,,Colorado Avalanche,Boston Bruins,0.5588235294117647,0.6470588235294118
2018-11-14,10:30 PM,Anaheim Ducks,0,Vegas Golden Knights,5,,Vegas Golden Knights,Anaheim Ducks,0.4166666666666667,0.5
2018-11-14,8:00 PM,Washington Capitals,1,Winnipeg Jets,3,,Winnipeg Jets,Washington Capitals,0.65625,0.5588235294117647
2018-11-15,9:00 PM,Nashville Predators,1,Arizona Coyotes,2,,Arizona Coyotes,Nashville Predators,0.5,0.75
2018-11-15,7:00 PM,Florida Panthers,3,Columbus Blue Jackets,7,,Columbus Blue Jackets,Florida Panthers,0.6111111111111112,0.5666666666666667
2018-11-15,9:00 PM,Montreal Canadiens,3,Calgary Flames,2,,Montreal Canadiens,Calgary Flames,0.5833333333333334,0.5833333333333334
2018-11-15,8:00 PM,Vancouver Canucks,2,Minnesota Wild,6,,Minnesota Wild,Vancouver Canucks,0.6666666666666666,0.55
2018-11-15,7:00 PM,New York Rangers,5,New York Islanders,7,,New York Islanders,New York Rangers,0.5882352941176471,0.5555555555555556
2018-11-15,7:30 PM,Detroit Red Wings,1,Ottawa Senators,2,,Ottawa Senators,Detroit Red Wings,0.4722222222222222,0.5
2018-11-15,7:00 PM,New Jersey Devils,3,Philadelphia Flyers,0,,New Jersey Devils,Philadelphia Flyers,0.5277777777777778,0.46875
2018-11-15,7:00 PM,Tampa Bay Lightning,4,Pittsburgh Penguins,3,,Tampa Bay Lightning,Pittsburgh Penguins,0.53125,0.6944444444444444
2018-11-15,10:30 PM,Toronto Maple Leafs,5,San Jose Sharks,3,,Toronto Maple Leafs,San Jose Sharks,0.6052631578947368,0.6666666666666666
2018-11-16,10:00 PM,Toronto Maple Leafs,2,Anaheim Ducks,1,OT,Toronto Maple Leafs,Anaheim Ducks,0.475,0.6842105263157895
2018-11-16,8:30 PM,Los Angeles Kings,2,Chicago Blackhawks,1,SO,Los Angeles Kings,Chicago Blackhawks,0.47368421052631576,0.3235294117647059
2018-11-16,9:00 PM,Washington Capitals,3,Colorado Avalanche,2,OT,Washington Capitals,Colorado Avalanche,0.5833333333333334,0.5277777777777778
2018-11-16,8:00 PM,Boston Bruins,0,Dallas Stars,1,OT,Dallas Stars,Boston Bruins,0.5555555555555556,0.6111111111111112
2018-11-16,10:00 PM,St. Louis Blues,4,Vegas Golden Knights,1,,St. Louis Blues,Vegas Golden Knights,0.4473684210526316,0.46875
2018-11-16,8:00 PM,Buffalo Sabres,2,Winnipeg Jets,1,SO,Buffalo Sabres,Winnipeg Jets,0.6764705882352942,0.6111111111111112
2018-11-17,8:00 PM,Boston Bruins,2,Arizona Coyotes,1,,Boston Bruins,Arizona Coyotes,0.5277777777777778,0.6052631578947368
2018-11-17,7:00 PM,Columbus Blue Jackets,4,Carolina Hurricanes,1,,Columbus Blue Jackets,Carolina Hurricanes,0.5277777777777778,0.631578947368421
2018-11-17,10:00 PM,Edmonton Oilers,2,Calgary Flames,4,,Calgary Flames,Edmonton Oilers,0.5526315789473685,0.5277777777777778
2018-11-17,6:00 PM,Buffalo Sabres,3,Minnesota Wild,2,,Buffalo Sabres,Minnesota Wild,0.6842105263157895,0.631578947368421
2018-11-17,1:00 PM,Detroit Red Wings,3,New Jersey Devils,2,OT,Detroit Red Wings,New Jersey Devils,0.5,0.47368421052631576
2018-11-17,8:00 PM,Los Angeles Kings,3,Nashville Predators,5,,Nashville Predators,Los Angeles Kings,0.7105263157894737,0.3611111111111111
2018-11-17,7:00 PM,Florida Panthers,2,New York Rangers,4,,New York Rangers,Florida Panthers,0.5263157894736842,0.53125
2018-11-17,7:00 PM,Pittsburgh Penguins,4,Ottawa Senators,6,,Ottawa Senators,Pittsburgh Penguins,0.5,0.5
2018-11-17,1:00 PM,Tampa Bay Lightning,6,Philadelphia Flyers,5,OT,Tampa Bay Lightning,Philadelphia Flyers,0.5,0.7105263157894737
2018-11-17,10:30 PM,St. Louis Blues,0,San Jose Sharks,4,,San Jose Sharks,St. Louis Blues,0.575,0.5
2018-11-17,7:00 PM,Montreal Canadiens,3,Vancouver Canucks,2,,Montreal Canadiens,Vancouver Canucks,0.5238095238095238,0.6052631578947368
2018-11-18,8:00 PM,Colorado Avalanche,4,Anaheim Ducks,3,OT,Colorado Avalanche,Anaheim Ducks,0.47619047619047616,0.5789473684210527
2018-11-18,5:00 PM,New Jersey Devils,1,Carolina Hurricanes,2,,Carolina Hurricanes,New Jersey Devils,0.5,0.5
2018-11-18,6:00 PM,Minnesota Wild,1,Chicago Blackhawks,3,,Chicago Blackhawks,Minnesota Wild,0.475,0.65
2018-11-18,8:00 PM,Vegas Golden Knights,6,Edmonton Oilers,3,,Vegas Golden Knights,Edmonton Oilers,0.5,0.425
2018-11-18,1:00 PM,Dallas Stars,6,New York Islanders,2,,Dallas Stars,New York Islanders,0.6111111111111112,0.5789473684210527
2018-11-19,9:00 PM,Vegas Golden Knights,2,Calgary Flames,7,,Calgary Flames,Vegas Golden Knights,0.575,0.4523809523809524
2018-11-19,7:30 PM,Washington Capitals,5,Montreal Canadiens,4,OT,Washington Capitals,Montreal Canadiens,0.625,0.5526315789473685
2018-11-19,8:00 PM,Tampa Bay Lightning,2,Nashville Predators,3,,Nashville Predators,Tampa Bay Lightning,0.725,0.725
2018-11-19,7:00 PM,Dallas Stars,1,New York Rangers,2,,New York Rangers,Dallas Stars,0.55,0.6
2018-11-19,7:30 PM,Florida Panthers,7,Ottawa Senators,5,,Florida Panthers,Ottawa Senators,0.525,0.5
2018-11-19,7:00 PM,Buffalo Sabres,5,Pittsburgh Penguins,4,OT,Buffalo Sabres,Pittsburgh Penguins,0.4722222222222222,0.65
2018-11-19,8:00 PM,Los Angeles Kings,2,St. Louis Blues,0,,Los Angeles Kings,St. Louis Blues,0.4722222222222222,0.34210526315789475
2018-11-19,7:00 PM,Columbus Blue Jackets,2,Toronto Maple Leafs,4,,Toronto Maple Leafs,Columbus Blue Jackets,0.7,0.65
2018-11-19,10:00 PM,Winnipeg Jets,6,Vancouver Canucks,3,,Winnipeg Jets,Vancouver Canucks,0.5,0.6666666666666666
2018-11-20,10:30 PM,Edmonton Oilers,4,San Jose Sharks,3,OT,Edmonton Oilers,San Jose Sharks,0.5952380952380952,0.475
2018-11-21,10:00 PM,Vancouver Canucks,3,Anaheim Ducks,4,,Anaheim Ducks,Vancouver Canucks,0.4772727272727273,0.4782608695652174
2018-11-21,9:00 PM,Vegas Golden Knights,3,Arizona Coyotes,2,OT,Vegas Golden Knights,Arizona Coyotes,0.5,0.4318181818181818
2018-11-21,7:30 PM,Philadelphia Flyers,2,Buffalo Sabres,5,,Buffalo Sabres,Philadelphia Flyers,0.6666666666666666,0.5
2018-11-21,7:00 PM,Toronto Maple Leafs,2,Carolina Hurricanes,5,,Carolina Hurricanes,Toronto Maple Leafs,0.525,0.7142857142857143
2018-11-21,10:00 PM,Winnipeg Jets,3,Calgary Flames,6,,Calgary Flames,Winnipeg Jets,0.5952380952380952,0.6842105263157895
2018-11-21,7:30 PM,Boston Bruins,2,Detroit Red Wings,3,OT,Detroit Red Wings,Boston Bruins,0.5,0.625
2018-11-21,10:30 PM,Colorado Avalanche,7,Los Angeles Kings,3,,Colorado Avalanche,Los Angeles Kings,0.375,0.6
2018-11-21,8:00 PM,Ottawa Senators,4,Minnesota Wild,6,,Minnesota Wild,Ottawa Senators,0.6190476190476191,0.5
2018-11-21,7:00 PM,Montreal Canadiens,2,New Jersey Devils,5,,New Jersey Devils,Montreal Canadiens,0.47368421052631576,0.6190476190476191
2018-11-21,8:00 PM,St. Louis Blues,1,Nashville Predators,4,,Nashville Predators,St. Louis Blues,0.7380952380952381,0.4473684210526316
2018-11-21,7:00 PM,New York Islanders,0,New York Rangers,5,,New York Rangers,New York Islanders,0.5714285714285714,0.5789473684210527
2018-11-21,7:00 PM,Dallas Stars,1,Pittsburgh Penguins,5,,Pittsburgh Penguins,Dallas Stars,0.47368421052631576,0.5714285714285714
2018-11-21,7:30 PM,Florida Panthers,3,Tampa Bay Lightning,7,,Tampa Bay Lightning,Florida Panthers,0.6904761904761905,0.5277777777777778
2018-11-21,7:00 PM,Chicago Blackhawks,2,Washington Capitals,4,,Washington Capitals,Chicago Blackhawks,0.575,0.5
2018-11-23,4:00 PM,Edmonton Oilers,1,Anaheim Ducks,2,OT,Anaheim Ducks,Edmonton Oilers,0.5,0.5
2018-11-23,8:00 PM,Colorado Avalanche,5,Arizona Coyotes,1,,Colorado Avalanche,Arizona Coyotes,0.5,0.6190476190476191
2018-11-23,7:30 PM,Pittsburgh Penguins,1,Boston Bruins,2,OT,Boston Bruins,Pittsburgh Penguins,0.6190476190476191,0.5
2018-11-23,4:00 PM,Montreal Canadiens,2,Buffalo Sabres,3,OT,Buffalo Sabres,Montreal Canadiens,0.6818181818181818,0.5909090909090909
2018-11-23,7:30 PM,Florida Panthers,1,Carolina Hurricanes,4,,Carolina Hurricanes,Florida Panthers,0.5476190476190477,0.5
2018-11-23,7:00 PM,Toronto Maple Leafs,2,Columbus Blue Jackets,4,,Columbus Blue Jackets,Toronto Maple Leafs,0.6190476190476191,0.6818181818181818
2018-11-23,8:00 PM,Ottawa Senators,4,Dallas Stars,6,,Dallas Stars,Ottawa Senators,0.5454545454545454,0.4772727272727273
2018-11-23,4:00 PM,Winnipeg Jets,2,Minnesota Wild,4,,Minnesota Wild,Winnipeg Jets,0.6363636363636364,0.65
2018-11-23,4:00 PM,New York Islanders,4,New Jersey Devils,3,OT,New York Islanders,New Jersey Devils,0.5,0.55
2018-11-23,1:00 PM,New York Rangers,0,Philadelphia Flyers,4,,Philadelphia Flyers,New York Rangers,0.47619047619047616,0.5909090909090909
2018-11-23,9:00 PM,Vancouver Canucks,0,San Jose Sharks,4,,San Jose Sharks,Vancouver Canucks,0.5909090909090909,0.4583333333333333
2018-11-23,8:00 PM,Nashville Predators,2,St. Louis Blues,6,,St. Louis Blues,Nashville Predators,0.425,0.75
2018-11-23,7:30 PM,Chicago Blackhawks,2,Tampa Bay Lightning,4,,Tampa Bay Lightning,Chicago Blackhawks,0.7045454545454546,0.4772727272727273
2018-11-23,6:00 PM,Calgary Flames,0,Vegas Golden Knights,2,,Vegas Golden Knights,Calgary Flames,0.45652173913043476,0.6136363636363636
2018-11-23,4:00 PM,Detroit Red Wings,1,Washington Capitals,3,,Washington Capitals,Detroit Red Wings,0.5952380952380952,0.5238095238095238
2018-11-24,9:00 PM,Dallas Stars,2,Colorado Avalanche,3,,Colorado Avalanche,Dallas Stars,0.6363636363636364,0.5652173913043478
2018-11-24,7:00 PM,Buffalo Sabres,3,Detroit Red Wings,2,SO,Buffalo Sabres,Detroit Red Wings,0.5,0.6956521739130435
2018-11-24,7:00 PM,Chicago Blackhawks,5,Florida Panthers,4,OT,Chicago Blackhawks,Florida Panthers,0.475,0.45652173913043476
2018-11-24,10:00 PM,Vancouver Canucks,4,Los Angeles Kings,2,,Vancouver Canucks,Los Angeles Kings,0.35714285714285715,0.44
2018-11-24,7:00 PM,Boston Bruins,3,Montreal Canadiens,2,,Boston Bruins,Montreal Canadiens,0.5869565217391305,0.6363636363636364
2018-11-24,7:00 PM,Carolina Hurricanes,1,New York Islanders,4,,New York Islanders,Carolina Hurricanes,0.5714285714285714,0.5681818181818182
2018-11-24,2:00 PM,Washington Capitals,5,New York Rangers,3,,Washington Capitals,New York Rangers,0.5652173913043478,0.6136363636363636
2018-11-24,7:00 PM,Columbus Blue Jackets,2,Pittsburgh Penguins,4,,Pittsburgh Penguins,Columbus Blue Jackets,0.5,0.6363636363636364
2018-11-24,7:00 PM,Winnipeg Jets,8,St. Louis Blues,4,,Winnipeg Jets,St. Louis Blues,0.4523809523809524,0.6190476190476191
2018-11-24,7:00 PM,Philadelphia Flyers,0,Toronto Maple Leafs,6,,Toronto Maple Leafs,Philadelphia Flyers,0.6521739130434783,0.5
2018-11-24,10:00 PM,San Jose Sharks,0,Vegas Golden Knights,6,,Vegas Golden Knights,San Jose Sharks,0.4791666666666667,0.6086956521739131
2018-11-25,3:00 PM,Calgary Flames,6,Arizona Coyotes,1,,Calgary Flames,Arizona Coyotes,0.47619047619047616,0.5869565217391305
2018-11-25,10:30 PM,Edmonton Oilers,2,Los Angeles Kings,5,,Los Angeles Kings,Edmonton Oilers,0.3409090909090909,0.5
2018-11-25,8:00 PM,Anaheim Ducks,2,Nashville Predators,5,,Nashville Predators,Anaheim Ducks,0.717391304347826,0.5208333333333334
2018-11-25,7:00 PM,New Jersey Devils,2,Tampa Bay Lightning,5,,Tampa Bay Lightning,New Jersey Devils,0.717391304347826,0.5
2018-11-26,7:30 PM,Columbus Blue Jackets,7,Detroit Red Wings,5,,Columbus Blue Jackets,Detroit Red Wings,0.5,0.6086956521739131
2018-11-26,7:00 PM,New Jersey Devils,3,Florida Panthers,4,OT,Florida Panthers,New Jersey Devils,0.47619047619047616,0.4772727272727273
2018-11-26,7:00 PM,Washington Capitals,4,New York Islanders,1,,Washington Capitals,New York Islanders,0.5909090909090909,0.6304347826086957
2018-11-26,7:00 PM,Ottawa Senators,2,New York Rangers,4,,New York Rangers,Ottawa Senators,0.5416666666666666,0.45652173913043476
2018-11-26,7:00 PM,Boston Bruins,2,Toronto Maple Leafs,4,,Toronto Maple Leafs,Boston Bruins,0.6666666666666666,0.6521739130434783
2018-11-27,7:00 PM,San Jose Sharks,2,Buffalo Sabres,3,OT,Buffalo Sabres,San Jose Sharks,0.7083333333333334,0.5833333333333334
2018-11-27,8:00 PM,Vegas Golden Knights,8,Chicago Blackhawks,3,,Vegas Golden Knights,Chicago Blackhawks,0.4791666666666667,0.5
2018-11-27,9:00 PM,Dallas Stars,0,Edmonton Oilers,1,OT,Edmonton Oilers,Dallas Stars,0.4782608695652174,0.5416666666666666
2018-11-27,8:00 PM,Arizona Coyotes,4,Minnesota Wild,3,,Arizona Coyotes,Minnesota Wild,0.6521739130434783,0.45454545454545453
2018-11-27,7:30 PM,Carolina Hurricanes,2,Montreal Canadiens,1,,Carolina Hurricanes,Montreal Canadiens,0.5625,0.5434782608695652
2018-11-27,8:00 PM,Colorado Avalanche,3,Nashville Predators,2,,Colorado Avalanche,Nashville Predators,0.7291666666666666,0.6521739130434783
2018-11-27,7:00 PM,Ottawa Senators,4,Philadelphia Flyers,3,,Ottawa Senators,Philadelphia Flyers,0.4782608695652174,0.4375
2018-11-27,7:30 PM,Anaheim Ducks,3,Tampa Bay Lightning,1,,Anaheim Ducks,Tampa Bay Lightning,0.7291666666666666,0.5
2018-11-27,10:00 PM,Los Angeles Kings,2,Vancouver Canucks,1,OT,Los Angeles Kings,Vancouver Canucks,0.46153846153846156,0.3695652173913043
2018-11-27,8:00 PM,Pittsburgh Penguins,4,Winnipeg Jets,3,,Pittsburgh Penguins,Winnipeg Jets,0.6363636363636364,0.5227272727272727
2018-11-28,9:00 PM,Dallas Stars,4,Calgary Flames,3,OT,Dallas Stars,Calgary Flames,0.6041666666666666,0.54
2018-11-28,9:30 PM,Pittsburgh Penguins,3,Colorado Avalanche,6,,Colorado Avalanche,Pittsburgh Penguins,0.6666666666666666,0.5434782608695652
2018-11-28,7:00 PM,St. Louis Blues,3,Detroit Red Wings,4,,Detroit Red Wings,St. Louis Blues,0.4791666666666667,0.4318181818181818
2018-11-28,7:00 PM,Anaheim Ducks,3,Florida Panthers,2,,Anaheim Ducks,Florida Panthers,0.5,0.5192307692307693
2018-11-28,7:30 PM,San Jose Sharks,3,Toronto Maple Leafs,5,,Toronto Maple Leafs,San Jose Sharks,0.68,0.58
2018-11-29,7:00 PM,New York Islanders,1,Boston Bruins,2,SO,Boston Bruins,New York Islanders,0.625,0.5652173913043478
2018-11-29,7:00 PM,Minnesota Wild,2,Columbus Blue Jackets,4,,Columbus Blue Jackets,Minnesota Wild,0.625,0.625
2018-11-29,9:00 PM,Los Angeles Kings,2,Edmonton Oilers,3,,Edmonton Oilers,Los Angeles Kings,0.5,0.3958333333333333
2018-11-29,8:00 PM,Arizona Coyotes,3,Nashville Predators,0,,Arizona Coyotes,Nashville Predators,0.7,0.4782608695652174
2018-11-29,7:30 PM,New York Rangers,0,Ottawa Senators,3,,Ottawa Senators,New York Rangers,0.46,0.56
2018-11-29,7:30 PM,Buffalo Sabres,4,Tampa Bay Lightning,5,,Tampa Bay Lightning,Buffalo Sabres,0.7,0.72
2018-11-29,10:00 PM,Vegas Golden Knights,4,Vancouver Canucks,3,,Vegas Golden Knights,Vancouver Canucks,0.46296296296296297,0.5192307692307693
2018-11-29,8:00 PM,Chicago Blackhawks,5,Winnipeg Jets,6,,Winnipeg Jets,Chicago Blackhawks,0.6086956521739131,0.46
2018-11-30,7:30 PM,Anaheim Ducks,2,Carolina Hurricanes,1,OT,Anaheim Ducks,Carolina Hurricanes,0.5625,0.5370370370370371
