Date,Time,Visitor,Visitor_Goals,Home,Home_Goals,OT,Winner,Loser,HPP,VPP
2021-01-18,10:00 PM,Arizona Coyotes,2,Vegas Golden Knights,4,,Vegas Golden Knights,Arizona Coyotes,1.0,0.75
2021-01-19,7:30 PM,Columbus Blue Jackets,2,Detroit Red Wings,3,OT,Detroit Red Wings,Columbus Blue Jackets,0.3333333333333333,0.3333333333333333
2021-01-19,7:00 PM,Chicago Blackhawks,4,Florida Panthers,5,OT,Florida Panthers,Chicago Blackhawks,1.0,0.0
2021-01-19,10:00 PM,Colorado Avalanche,3,Los Angeles Kings,2,,Colorado Avalanche,Los Angeles Kings,0.5,0.5
2021-01-19,7:00 PM,New Jersey Devils,4,New York Rangers,3,,New Jersey Devils,New York Rangers,0.5,0.75
2021-01-19,7:00 PM,Winnipeg Jets,4,Ottawa Senators,3,OT,Winnipeg Jets,Ottawa Senators,0.5,0.5
2021-01-19,7:00 PM,Buffalo Sabres,0,Philadelphia Flyers,3,,Philadelphia Flyers,Buffalo Sabres,0.6666666666666666,0.3333333333333333
2021-01-19,7:00 PM,Washington Capitals,4,Pittsburgh Penguins,5,OT,Pittsburgh Penguins,Washington Capitals,0.3333333333333333,0.8333333333333334
2021-01-20,9:30 PM,Minnesota Wild,3,Anaheim Ducks,2,,Minnesota Wild,Anaheim Ducks,0.5,0.6666666666666666
2021-01-20,9:00 PM,San Jose Sharks,2,St. Louis Blues,1,SO,San Jose Sharks,St. Louis Blues,0.6666666666666666,0.3333333333333333
2021-01-20,7:00 PM,Edmonton Oilers,3,Toronto Maple Leafs,1,,Edmonton Oilers,Toronto Maple Leafs,0.75,0.25
2021-01-20,10:00 PM,Montreal Canadiens,5,Vancouver Canucks,6,SO,Vancouver Canucks,Montreal Canadiens,0.25,0.8333333333333334
2021-01-20,10:00 PM,Arizona Coyotes,2,Vegas Golden Knights,5,,Vegas Golden Knights,Arizona Coyotes,1.0,0.5
2021-01-21,7:00 PM,Philadelphia Flyers,4,Boston Bruins,5,SO,Boston Bruins,Philadelphia Flyers,0.5,0.75
2021-01-21,7:00 PM,Tampa Bay Lightning,3,Columbus Blue Jackets,2,OT,Tampa Bay Lightning,Columbus Blue Jackets,0.375,1.0
2021-01-21,10:00 PM,Colorado Avalanche,2,Los Angeles Kings,4,,Los Angeles Kings,Colorado Avalanche,0.3333333333333333,0.6666666666666666
2021-01-21,7:00 PM,New Jersey Devils,1,New York Islanders,4,,New York Islanders,New Jersey Devils,0.6666666666666666,0.8333333333333334
2021-01-21,7:00 PM,Winnipeg Jets,4,Ottawa Senators,1,,Winnipeg Jets,Ottawa Senators,0.5,0.6666666666666666
2021-01-21,9:30 PM,Montreal Canadiens,7,Vancouver Canucks,3,,Montreal Canadiens,Vancouver Canucks,0.4,0.75
2021-01-22,10:00 PM,Colorado Avalanche,3,Anaheim Ducks,2,OT,Colorado Avalanche,Anaheim Ducks,0.375,0.5
2021-01-22,9:00 PM,Vegas Golden Knights,2,Arizona Coyotes,5,,Arizona Coyotes,Vegas Golden Knights,0.375,1.0
2021-01-22,8:00 PM,Detroit Red Wings,1,Chicago Blackhawks,4,,Chicago Blackhawks,Detroit Red Wings,0.125,0.5
2021-01-22,8:30 PM,Nashville Predators,0,Dallas Stars,7,,Dallas Stars,Nashville Predators,0.0,0.6666666666666666
2021-01-22,8:00 PM,San Jose Sharks,1,Minnesota Wild,4,,Minnesota Wild,San Jose Sharks,0.75,0.5
2021-01-22,7:00 PM,New York Rangers,3,Pittsburgh Penguins,4,SO,Pittsburgh Penguins,New York Rangers,0.5,0.3333333333333333
2021-01-22,7:00 PM,Edmonton Oilers,2,Toronto Maple Leafs,4,,Toronto Maple Leafs,Edmonton Oilers,0.6,0.4
2021-01-22,7:00 PM,Buffalo Sabres,3,Washington Capitals,4,SO,Washington Capitals,Buffalo Sabres,0.75,0.25
2021-01-23,7:00 PM,Philadelphia Flyers,1,Boston Bruins,6,,Boston Bruins,Philadelphia Flyers,0.625,0.7
2021-01-23,2:00 PM,Tampa Bay Lightning,2,Columbus Blue Jackets,5,,Columbus Blue Jackets,Tampa Bay Lightning,0.4,1.0
2021-01-23,8:00 PM,Los Angeles Kings,2,St. Louis Blues,4,,St. Louis Blues,Los Angeles Kings,0.625,0.5
2021-01-23,7:00 PM,Montreal Canadiens,5,Vancouver Canucks,2,,Montreal Canadiens,Vancouver Canucks,0.3333333333333333,0.8
2021-01-23,10:00 PM,Ottawa Senators,3,Winnipeg Jets,6,,Winnipeg Jets,Ottawa Senators,0.75,0.375
2021-01-24,8:00 PM,Colorado Avalanche,1,Anaheim Ducks,3,,Anaheim Ducks,Colorado Avalanche,0.4,0.6
2021-01-24,4:00 PM,Vegas Golden Knights,1,Arizona Coyotes,0,,Vegas Golden Knights,Arizona Coyotes,0.5,0.8
2021-01-24,4:00 PM,Toronto Maple Leafs,3,Calgary Flames,2,,Toronto Maple Leafs,Calgary Flames,0.8333333333333334,0.6666666666666666
2021-01-24,12:30 PM,Detroit Red Wings,2,Chicago Blackhawks,6,,Chicago Blackhawks,Detroit Red Wings,0.3,0.4
2021-01-24,8:00 PM,Nashville Predators,2,Dallas Stars,3,,Dallas Stars,Nashville Predators,1.0,0.5
2021-01-24,8:00 PM,San Jose Sharks,5,Minnesota Wild,3,,San Jose Sharks,Minnesota Wild,0.8,0.4
2021-01-24,7:00 PM,New York Islanders,0,New Jersey Devils,2,,New Jersey Devils,New York Islanders,0.625,0.75
2021-01-24,7:00 PM,New York Rangers,2,Pittsburgh Penguins,3,,Pittsburgh Penguins,New York Rangers,0.6,0.375
2021-01-24,8:00 PM,Los Angeles Kings,6,St. Louis Blues,3,,Los Angeles Kings,St. Louis Blues,0.7,0.4
2021-01-24,9:00 PM,Edmonton Oilers,4,Winnipeg Jets,3,,Edmonton Oilers,Winnipeg Jets,0.8,0.3333333333333333
2021-01-24,3:00 PM,Buffalo Sabres,4,Washington Capitals,3,SO,Buffalo Sabres,Washington Capitals,0.8,0.3
2021-01-25,10:00 PM,Ottawa Senators,1,Vancouver Canucks,7,,Vancouver Canucks,Ottawa Senators,0.2857142857142857,0.3
2021-01-26,9:00 PM,Anaheim Ducks,1,Arizona Coyotes,0,,Anaheim Ducks,Arizona Coyotes,0.4166666666666667,0.5
2021-01-26,7:00 PM,Pittsburgh Penguins,2,Boston Bruins,3,OT,Boston Bruins,Pittsburgh Penguins,0.7,0.6666666666666666
2021-01-26,7:00 PM,New York Rangers,2,Buffalo Sabres,3,,Buffalo Sabres,New York Rangers,0.4166666666666667,0.3
2021-01-26,7:00 PM,Florida Panthers,4,Columbus Blue Jackets,3,SO,Florida Panthers,Columbus Blue Jackets,0.5,1.0
2021-01-26,9:00 PM,Toronto Maple Leafs,4,Calgary Flames,3,,Toronto Maple Leafs,Calgary Flames,0.625,0.7142857142857143
2021-01-26,9:00 PM,San Jose Sharks,3,Colorado Avalanche,7,,Colorado Avalanche,San Jose Sharks,0.5,0.5
2021-01-26,8:30 PM,Detroit Red Wings,1,Dallas Stars,2,OT,Dallas Stars,Detroit Red Wings,1.0,0.3333333333333333
2021-01-26,8:00 PM,Los Angeles Kings,2,Minnesota Wild,1,,Los Angeles Kings,Minnesota Wild,0.6666666666666666,0.5
2021-01-26,7:00 PM,Philadelphia Flyers,5,New Jersey Devils,3,,Philadelphia Flyers,New Jersey Devils,0.7,0.5833333333333334
2021-01-26,8:00 PM,Chicago Blackhawks,2,Nashville Predators,3,OT,Nashville Predators,Chicago Blackhawks,0.4,0.4166666666666667
2021-01-26,9:00 PM,St. Louis Blues,5,Vegas Golden Knights,4,SO,St. Louis Blues,Vegas Golden Knights,0.8333333333333334,0.5833333333333334
2021-01-26,8:00 PM,Edmonton Oilers,4,Winnipeg Jets,6,,Winnipeg Jets,Edmonton Oilers,0.6666666666666666,0.42857142857142855
2021-01-26,7:00 PM,New York Islanders,2,Washington Capitals,3,,Washington Capitals,New York Islanders,0.75,0.6
2021-01-27,7:30 PM,Chicago Blackhawks,1,Nashville Predators,2,SO,Nashville Predators,Chicago Blackhawks,0.5,0.42857142857142855
2021-01-27,8:00 PM,Ottawa Senators,1,Vancouver Canucks,5,,Vancouver Canucks,Ottawa Senators,0.375,0.25
2021-01-28,9:00 PM,Anaheim Ducks,2,Arizona Coyotes,3,,Arizona Coyotes,Anaheim Ducks,0.35714285714285715,0.5714285714285714
2021-01-28,7:00 PM,Pittsburgh Penguins,1,Boston Bruins,4,,Boston Bruins,Pittsburgh Penguins,0.75,0.6428571428571429
2021-01-28,7:00 PM,New York Rangers,3,Buffalo Sabres,2,OT,New York Rangers,Buffalo Sabres,0.5,0.25
2021-01-28,7:00 PM,Tampa Bay Lightning,0,Carolina Hurricanes,1,OT,Carolina Hurricanes,Tampa Bay Lightning,0.6666666666666666,0.75
2021-01-28,7:00 PM,Florida Panthers,2,Columbus Blue Jackets,3,SO,Columbus Blue Jackets,Florida Panthers,0.5,1.0
2021-01-28,9:00 PM,San Jose Sharks,0,Colorado Avalanche,3,,Colorado Avalanche,San Jose Sharks,0.5714285714285714,0.42857142857142855
2021-01-28,8:30 PM,Detroit Red Wings,3,Dallas Stars,7,,Dallas Stars,Detroit Red Wings,1.0,0.35714285714285715
2021-01-28,10:00 PM,Toronto Maple Leafs,4,Edmonton Oilers,3,,Toronto Maple Leafs,Edmonton Oilers,0.375,0.75
2021-01-28,8:00 PM,Los Angeles Kings,3,Minnesota Wild,5,,Minnesota Wild,Los Angeles Kings,0.5714285714285714,0.5714285714285714
2021-01-28,7:00 PM,Calgary Flames,2,Montreal Canadiens,4,,Montreal Canadiens,Calgary Flames,0.8333333333333334,0.5
2021-01-28,7:00 PM,Philadelphia Flyers,3,New Jersey Devils,1,,Philadelphia Flyers,New Jersey Devils,0.5833333333333334,0.6428571428571429
2021-01-28,10:00 PM,Ottawa Senators,1,Vancouver Canucks,4,,Vancouver Canucks,Ottawa Senators,0.4444444444444444,0.21428571428571427
2021-01-28,7:00 PM,New York Islanders,3,Washington Capitals,6,,Washington Capitals,New York Islanders,0.7857142857142857,0.5
2021-01-29,8:00 PM,Columbus Blue Jackets,2,Chicago Blackhawks,1,,Columbus Blue Jackets,Chicago Blackhawks,0.4375,0.5625
2021-01-30,9:00 PM,St. Louis Blues,6,Anaheim Ducks,1,,St. Louis Blues,Anaheim Ducks,0.5,0.6428571428571429
2021-01-30,1:00 PM,New Jersey Devils,3,Buffalo Sabres,4,SO,Buffalo Sabres,New Jersey Devils,0.5,0.5
2021-01-30,7:00 PM,Dallas Stars,1,Carolina Hurricanes,4,,Carolina Hurricanes,Dallas Stars,0.75,1.0
2021-01-30,7:00 PM,Florida Panthers,3,Detroit Red Wings,2,OT,Florida Panthers,Detroit Red Wings,0.3125,0.875
2021-01-30,7:00 PM,Toronto Maple Leafs,3,Edmonton Oilers,4,OT,Edmonton Oilers,Toronto Maple Leafs,0.3333333333333333,0.7777777777777778
2021-01-30,8:00 PM,Colorado Avalanche,5,Minnesota Wild,1,,Colorado Avalanche,Minnesota Wild,0.625,0.625
2021-01-30,7:00 PM,Calgary Flames,2,Montreal Canadiens,0,,Calgary Flames,Montreal Canadiens,0.8571428571428571,0.4166666666666667
2021-01-30,7:00 PM,Pittsburgh Penguins,5,New York Rangers,4,OT,Pittsburgh Penguins,New York Rangers,0.35714285714285715,0.5625
2021-01-30,7:00 PM,New York Islanders,2,Philadelphia Flyers,3,OT,Philadelphia Flyers,New York Islanders,0.6875,0.42857142857142855
2021-01-30,7:00 PM,Nashville Predators,3,Tampa Bay Lightning,4,,Tampa Bay Lightning,Nashville Predators,0.7,0.5714285714285714
2021-01-30,10:00 PM,Vancouver Canucks,4,Winnipeg Jets,1,,Vancouver Canucks,Winnipeg Jets,0.7142857142857143,0.5
2021-01-30,7:00 PM,Boston Bruins,3,Washington Capitals,4,OT,Washington Capitals,Boston Bruins,0.8125,0.7857142857142857
2021-01-31,8:00 PM,St. Louis Blues,4,Anaheim Ducks,1,,St. Louis Blues,Anaheim Ducks,0.4444444444444444,0.6875
2021-01-31,1:00 PM,New Jersey Devils,5,Buffalo Sabres,3,,New Jersey Devils,Buffalo Sabres,0.5555555555555556,0.5
2021-01-31,5:00 PM,Dallas Stars,3,Carolina Hurricanes,4,SO,Carolina Hurricanes,Dallas Stars,0.8,0.8
2021-01-31,7:00 PM,Columbus Blue Jackets,1,Chicago Blackhawks,3,,Chicago Blackhawks,Columbus Blue Jackets,0.3888888888888889,0.6111111111111112
2021-01-31,5:00 PM,Florida Panthers,3,Detroit Red Wings,2,,Florida Panthers,Detroit Red Wings,0.3333333333333333,0.9
2021-01-31,9:00 PM,Ottawa Senators,5,Edmonton Oilers,8,,Edmonton Oilers,Ottawa Senators,0.4,0.1875
2021-01-31,8:00 PM,Colorado Avalanche,3,Minnesota Wild,4,OT,Minnesota Wild,Colorado Avalanche,0.5555555555555556,0.6666666666666666
2021-01-31,7:00 PM,New York Islanders,3,Philadelphia Flyers,4,OT,Philadelphia Flyers,New York Islanders,0.7222222222222222,0.4375
2021-02-01,7:00 PM,Vancouver Canucks,2,Montreal Canadiens,6,,Montreal Canadiens,Vancouver Canucks,0.75,0.5454545454545454
2021-02-01,7:00 PM,Pittsburgh Penguins,1,New York Rangers,3,,New York Rangers,Pittsburgh Penguins,0.375,0.6111111111111112
2021-02-01,7:00 PM,Nashville Predators,2,Tampa Bay Lightning,5,,Tampa Bay Lightning,Nashville Predators,0.75,0.5
2021-02-01,8:00 PM,Calgary Flames,4,Winnipeg Jets,3,SO,Calgary Flames,Winnipeg Jets,0.625,0.5
2021-02-01,7:00 PM,Boston Bruins,5,Washington Capitals,3,,Boston Bruins,Washington Capitals,0.8333333333333334,0.75
2021-02-02,7:00 PM,Dallas Stars,6,Columbus Blue Jackets,3,,Dallas Stars,Columbus Blue Jackets,0.55,0.75
2021-02-02,8:00 PM,Carolina Hurricanes,4,Chicago Blackhawks,3,SO,Carolina Hurricanes,Chicago Blackhawks,0.45,0.8333333333333334
2021-02-02,8:30 PM,Minnesota Wild,1,Colorado Avalanche,2,,Colorado Avalanche,Minnesota Wild,0.65,0.6
2021-02-02,10:00 PM,Ottawa Senators,2,Edmonton Oilers,4,,Edmonton Oilers,Ottawa Senators,0.45454545454545453,0.16666666666666666
2021-02-02,10:00 PM,Anaheim Ducks,3,Los Angeles Kings,1,,Anaheim Ducks,Los Angeles Kings,0.5,0.4
2021-02-02,7:00 PM,Vancouver Canucks,3,Montreal Canadiens,5,,Montreal Canadiens,Vancouver Canucks,0.7777777777777778,0.5
2021-02-02,8:00 PM,Arizona Coyotes,3,St. Louis Blues,4,,St. Louis Blues,Arizona Coyotes,0.7222222222222222,0.4375
2021-02-02,8:00 PM,Calgary Flames,2,Winnipeg Jets,3,,Winnipeg Jets,Calgary Flames,0.6111111111111112,0.5625
2021-02-03,8:00 PM,Boston Bruins,4,Philadelphia Flyers,3,OT,Boston Bruins,Philadelphia Flyers,0.75,0.7777777777777778
2021-02-03,5:30 PM,Detroit Red Wings,1,Tampa Bay Lightning,5,,Tampa Bay Lightning,Detroit Red Wings,0.7857142857142857,0.3
2021-02-04,7:00 PM,Dallas Stars,3,Columbus Blue Jackets,4,,Columbus Blue Jackets,Dallas Stars,0.5,0.7857142857142857
2021-02-04,8:00 PM,Carolina Hurricanes,4,Chicago Blackhawks,6,,Chicago Blackhawks,Carolina Hurricanes,0.45454545454545453,0.8571428571428571
2021-02-04,7:00 PM,Nashville Predators,6,Florida Panthers,5,OT,Nashville Predators,Florida Panthers,0.9166666666666666,0.4444444444444444
2021-02-04,7:00 PM,Ottawa Senators,3,Montreal Canadiens,2,,Ottawa Senators,Montreal Canadiens,0.8,0.15
2021-02-04,7:00 PM,Washington Capitals,2,New York Rangers,4,,New York Rangers,Washington Capitals,0.4444444444444444,0.75
2021-02-04,8:00 PM,Arizona Coyotes,4,St. Louis Blues,3,,Arizona Coyotes,St. Louis Blues,0.75,0.3888888888888889
2021-02-04,7:00 PM,Vancouver Canucks,3,Toronto Maple Leafs,7,,Toronto Maple Leafs,Vancouver Canucks,0.75,0.46153846153846156
2021-02-04,8:00 PM,Calgary Flames,1,Winnipeg Jets,4,,Winnipeg Jets,Calgary Flames,0.65,0.5
2021-02-05,10:00 PM,San Jose Sharks,5,Anaheim Ducks,4,SO,San Jose Sharks,Anaheim Ducks,0.45454545454545453,0.375
2021-02-05,7:00 PM,Nashville Predators,1,Florida Panthers,2,,Florida Panthers,Nashville Predators,0.8571428571428571,0.5
2021-02-05,7:00 PM,Boston Bruins,2,Philadelphia Flyers,1,,Boston Bruins,Philadelphia Flyers,0.7272727272727273,0.8
2021-02-05,7:00 PM,Detroit Red Wings,1,Tampa Bay Lightning,3,,Tampa Bay Lightning,Detroit Red Wings,0.8125,0.2727272727272727
2021-02-05,10:00 PM,Los Angeles Kings,2,Vegas Golden Knights,5,,Vegas Golden Knights,Los Angeles Kings,0.7857142857142857,0.4444444444444444
2021-02-06,10:00 PM,San Jose Sharks,1,Anaheim Ducks,2,SO,Anaheim Ducks,San Jose Sharks,0.4583333333333333,0.4444444444444444
2021-02-06,10:00 PM,Edmonton Oilers,4,Calgary Flames,6,,Calgary Flames,Edmonton Oilers,0.45,0.5
2021-02-06,7:00 PM,Pittsburgh Penguins,3,New York Islanders,4,,New York Islanders,Pittsburgh Penguins,0.4444444444444444,0.55
2021-02-06,1:00 PM,Montreal Canadiens,2,Ottawa Senators,1,,Montreal Canadiens,Ottawa Senators,0.22727272727272727,0.7272727272727273
2021-02-06,3:00 PM,Arizona Coyotes,3,St. Louis Blues,1,,Arizona Coyotes,St. Louis Blues,0.6818181818181818,0.45
2021-02-06,7:00 PM,Vancouver Canucks,1,Toronto Maple Leafs,5,,Toronto Maple Leafs,Vancouver Canucks,0.7727272727272727,0.42857142857142855
2021-02-07,3:00 PM,Carolina Hurricanes,6,Columbus Blue Jackets,5,,Carolina Hurricanes,Columbus Blue Jackets,0.5416666666666666,0.75
2021-02-07,3:00 PM,Chicago Blackhawks,2,Dallas Stars,1,OT,Chicago Blackhawks,Dallas Stars,0.6875,0.5
2021-02-07,3:00 PM,Detroit Red Wings,4,Florida Panthers,1,,Detroit Red Wings,Florida Panthers,0.875,0.25
2021-02-07,3:00 PM,Los Angeles Kings,3,Vegas Golden Knights,4,,Vegas Golden Knights,Los Angeles Kings,0.8125,0.4
2021-02-07,12:00 PM,Philadelphia Flyers,7,Washington Capitals,4,,Philadelphia Flyers,Washington Capitals,0.6818181818181818,0.6666666666666666
2021-02-08,7:00 PM,Carolina Hurricanes,2,Columbus Blue Jackets,3,,Columbus Blue Jackets,Carolina Hurricanes,0.5,0.7777777777777778
2021-02-08,8:00 PM,Tampa Bay Lightning,4,Nashville Predators,1,,Tampa Bay Lightning,Nashville Predators,0.45454545454545453,0.8333333333333334
2021-02-08,7:00 PM,New York Islanders,2,New York Rangers,0,,New York Islanders,New York Rangers,0.5,0.5
2021-02-08,7:00 PM,Edmonton Oilers,3,Ottawa Senators,1,,Edmonton Oilers,Ottawa Senators,0.20833333333333334,0.46153846153846156
2021-02-08,8:00 PM,Arizona Coyotes,4,St. Louis Blues,3,SO,Arizona Coyotes,St. Louis Blues,0.625,0.5
2021-02-08,7:00 PM,Vancouver Canucks,1,Toronto Maple Leafs,3,,Toronto Maple Leafs,Vancouver Canucks,0.7916666666666666,0.4
2021-02-09,10:00 PM,Winnipeg Jets,2,Calgary Flames,3,,Calgary Flames,Winnipeg Jets,0.5,0.6818181818181818
2021-02-09,8:30 PM,Chicago Blackhawks,2,Dallas Stars,1,OT,Chicago Blackhawks,Dallas Stars,0.6666666666666666,0.5384615384615384
2021-02-09,7:00 PM,Detroit Red Wings,1,Florida Panthers,2,,Florida Panthers,Detroit Red Wings,0.7777777777777778,0.3076923076923077
2021-02-09,10:00 PM,San Jose Sharks,4,Los Angeles Kings,3,SO,San Jose Sharks,Los Angeles Kings,0.36363636363636365,0.45
2021-02-09,8:30 PM,Tampa Bay Lightning,6,Nashville Predators,1,,Tampa Bay Lightning,Nashville Predators,0.4166666666666667,0.85
2021-02-09,7:00 PM,Edmonton Oilers,3,Ottawa Senators,2,,Edmonton Oilers,Ottawa Senators,0.19230769230769232,0.5
2021-02-09,10:00 PM,Anaheim Ducks,4,Vegas Golden Knights,5,,Vegas Golden Knights,Anaheim Ducks,0.8333333333333334,0.5
2021-02-10,7:30 PM,Toronto Maple Leafs,4,Montreal Canadiens,2,,Toronto Maple Leafs,Montreal Canadiens,0.75,0.8076923076923077
2021-02-10,7:00 PM,Boston Bruins,3,New York Rangers,2,OT,Boston Bruins,New York Rangers,0.45454545454545453,0.8181818181818182
2021-02-11,8:00 PM,Columbus Blue Jackets,6,Chicago Blackhawks,5,,Columbus Blue Jackets,Chicago Blackhawks,0.5714285714285714,0.5357142857142857
2021-02-11,8:30 PM,Carolina Hurricanes,5,Dallas Stars,3,,Carolina Hurricanes,Dallas Stars,0.65,0.7
2021-02-11,7:00 PM,Tampa Bay Lightning,2,Florida Panthers,5,,Florida Panthers,Tampa Bay Lightning,0.8,0.8636363636363636
2021-02-11,10:00 PM,San Jose Sharks,2,Los Angeles Kings,6,,Los Angeles Kings,San Jose Sharks,0.375,0.5
2021-02-11,8:00 PM,Edmonton Oilers,3,Montreal Canadiens,0,,Edmonton Oilers,Montreal Canadiens,0.6923076923076923,0.5333333333333333
2021-02-11,8:00 PM,Detroit Red Wings,2,Nashville Predators,3,,Nashville Predators,Detroit Red Wings,0.38461538461538464,0.2857142857142857
2021-02-11,7:00 PM,Pittsburgh Penguins,4,New York Islanders,3,SO,Pittsburgh Penguins,New York Islanders,0.5454545454545454,0.5
2021-02-11,10:00 PM,Calgary Flames,3,Vancouver Canucks,1,,Calgary Flames,Vancouver Canucks,0.375,0.5416666666666666
2021-02-11,10:00 PM,Anaheim Ducks,1,Vegas Golden Knights,0,,Anaheim Ducks,Vegas Golden Knights,0.85,0.4642857142857143
2021-02-11,8:00 PM,Ottawa Senators,1,Winnipeg Jets,5,,Winnipeg Jets,Ottawa Senators,0.625,0.17857142857142858
2021-02-12,9:00 PM,St. Louis Blues,4,Arizona Coyotes,1,,St. Louis Blues,Arizona Coyotes,0.5416666666666666,0.6153846153846154
