Date,Time,Visitor,Visitor_Goals,Home,Home_Goals,OT,Winner,Loser,HPP,VPP
2017-11-04,9:00 PM,Carolina Hurricanes,1,Arizona Coyotes,2,SO,Arizona Coyotes,Carolina Hurricanes,0.10714285714285714,0.45454545454545453
2017-11-04,7:00 PM,Washington Capitals,3,Boston Bruins,2,,Washington Capitals,Boston Bruins,0.5909090909090909,0.5
2017-11-04,8:00 PM,Buffalo Sabres,1,Dallas Stars,5,,Dallas Stars,Buffalo Sabres,0.5384615384615384,0.38461538461538464
2017-11-04,7:00 PM,New York Rangers,5,Florida Panthers,4,OT,New York Rangers,Florida Panthers,0.375,0.42857142857142855
2017-11-04,10:30 PM,Nashville Predators,4,Los Angeles Kings,3,OT,Nashville Predators,Los Angeles Kings,0.8076923076923077,0.5384615384615384
2017-11-04,8:00 PM,Chicago Blackhawks,2,Minnesota Wild,0,,Chicago Blackhawks,Minnesota Wild,0.5454545454545454,0.5384615384615384
2017-11-04,2:00 PM,Vegas Golden Knights,5,Ottawa Senators,4,,Vegas Golden Knights,Ottawa Senators,0.6538461538461539,0.6666666666666666
2017-11-04,7:00 PM,Colorado Avalanche,5,Philadelphia Flyers,4,SO,Colorado Avalanche,Philadelphia Flyers,0.5357142857142857,0.5833333333333334
2017-11-04,10:30 PM,Anaheim Ducks,1,San Jose Sharks,2,SO,San Jose Sharks,Anaheim Ducks,0.5833333333333334,0.5
2017-11-04,7:00 PM,Toronto Maple Leafs,4,St. Louis Blues,6,,St. Louis Blues,Toronto Maple Leafs,0.75,0.5714285714285714
2017-11-04,7:00 PM,Columbus Blue Jackets,4,Tampa Bay Lightning,5,SO,Tampa Bay Lightning,Columbus Blue Jackets,0.7857142857142857,0.6923076923076923
2017-11-04,10:00 PM,Pittsburgh Penguins,2,Vancouver Canucks,4,,Vancouver Canucks,Pittsburgh Penguins,0.5833333333333334,0.6
2017-11-04,7:00 PM,Montreal Canadiens,5,Winnipeg Jets,4,OT,Montreal Canadiens,Winnipeg Jets,0.6666666666666666,0.34615384615384615
2017-11-05,9:00 PM,New Jersey Devils,4,Calgary Flames,5,SO,Calgary Flames,New Jersey Devils,0.5384615384615384,0.75
2017-11-05,7:00 PM,Montreal Canadiens,2,Chicago Blackhawks,0,,Montreal Canadiens,Chicago Blackhawks,0.5714285714285714,0.39285714285714285
2017-11-05,4:00 PM,Detroit Red Wings,4,Edmonton Oilers,0,,Detroit Red Wings,Edmonton Oilers,0.375,0.4642857142857143
2017-11-05,6:00 PM,Colorado Avalanche,4,New York Islanders,6,,New York Islanders,Colorado Avalanche,0.5769230769230769,0.6153846153846154
2017-11-06,7:00 PM,Minnesota Wild,3,Boston Bruins,5,,Boston Bruins,Minnesota Wild,0.5416666666666666,0.5
2017-11-06,8:30 PM,Winnipeg Jets,4,Dallas Stars,1,,Winnipeg Jets,Dallas Stars,0.5714285714285714,0.6538461538461539
2017-11-06,7:00 PM,Columbus Blue Jackets,3,New York Rangers,5,,New York Rangers,Columbus Blue Jackets,0.4666666666666667,0.6785714285714286
2017-11-06,7:00 PM,Vegas Golden Knights,3,Toronto Maple Leafs,4,SO,Toronto Maple Leafs,Vegas Golden Knights,0.5333333333333333,0.6923076923076923
2017-11-06,10:00 PM,Detroit Red Wings,3,Vancouver Canucks,2,,Detroit Red Wings,Vancouver Canucks,0.6153846153846154,0.5
2017-11-06,7:00 PM,Arizona Coyotes,2,Washington Capitals,3,OT,Washington Capitals,Arizona Coyotes,0.5357142857142857,0.16666666666666666
2017-11-07,10:00 PM,Los Angeles Kings,4,Anaheim Ducks,3,OT,Los Angeles Kings,Anaheim Ducks,0.5,0.7857142857142857
2017-11-07,7:00 PM,Washington Capitals,1,Buffalo Sabres,3,,Buffalo Sabres,Washington Capitals,0.35714285714285715,0.5666666666666667
2017-11-07,7:00 PM,Florida Panthers,1,Carolina Hurricanes,3,,Carolina Hurricanes,Florida Panthers,0.4583333333333333,0.38461538461538464
2017-11-07,7:00 PM,Nashville Predators,3,Columbus Blue Jackets,1,,Nashville Predators,Columbus Blue Jackets,0.6333333333333333,0.5714285714285714
2017-11-07,9:00 PM,Vancouver Canucks,5,Calgary Flames,3,,Vancouver Canucks,Calgary Flames,0.5714285714285714,0.5714285714285714
2017-11-07,7:30 PM,Vegas Golden Knights,2,Montreal Canadiens,3,,Montreal Canadiens,Vegas Golden Knights,0.43333333333333335,0.6785714285714286
2017-11-07,7:00 PM,St. Louis Blues,3,New Jersey Devils,1,,St. Louis Blues,New Jersey Devils,0.7307692307692307,0.7666666666666667
2017-11-07,7:00 PM,Edmonton Oilers,2,New York Islanders,1,OT,Edmonton Oilers,New York Islanders,0.6071428571428571,0.34615384615384615
2017-11-07,7:00 PM,Arizona Coyotes,1,Pittsburgh Penguins,3,,Pittsburgh Penguins,Arizona Coyotes,0.5625,0.1875
2017-11-08,8:00 PM,Boston Bruins,2,New York Rangers,4,,New York Rangers,Boston Bruins,0.5,0.5769230769230769
2017-11-08,10:30 PM,Tampa Bay Lightning,5,San Jose Sharks,1,,Tampa Bay Lightning,San Jose Sharks,0.6153846153846154,0.8
2017-11-08,7:30 PM,Minnesota Wild,2,Toronto Maple Leafs,4,,Toronto Maple Leafs,Minnesota Wild,0.5625,0.46153846153846156
2017-11-09,10:00 PM,Vancouver Canucks,1,Anaheim Ducks,4,,Anaheim Ducks,Vancouver Canucks,0.5,0.6
2017-11-09,9:00 PM,Detroit Red Wings,3,Calgary Flames,6,,Calgary Flames,Detroit Red Wings,0.5333333333333333,0.53125
2017-11-09,10:30 PM,Tampa Bay Lightning,5,Los Angeles Kings,2,,Tampa Bay Lightning,Los Angeles Kings,0.8,0.8125
2017-11-09,7:30 PM,Minnesota Wild,3,Montreal Canadiens,0,,Minnesota Wild,Montreal Canadiens,0.46875,0.42857142857142855
2017-11-09,7:00 PM,Edmonton Oilers,3,New Jersey Devils,2,OT,Edmonton Oilers,New Jersey Devils,0.6785714285714286,0.39285714285714285
2017-11-09,7:00 PM,Chicago Blackhawks,1,Philadelphia Flyers,3,,Philadelphia Flyers,Chicago Blackhawks,0.5333333333333333,0.5333333333333333
2017-11-09,8:00 PM,Arizona Coyotes,2,St. Louis Blues,3,SO,St. Louis Blues,Arizona Coyotes,0.78125,0.17647058823529413
2017-11-10,7:00 PM,Florida Panthers,4,Buffalo Sabres,1,,Florida Panthers,Buffalo Sabres,0.4,0.35714285714285715
2017-11-10,7:00 PM,Carolina Hurricanes,3,Columbus Blue Jackets,1,,Carolina Hurricanes,Columbus Blue Jackets,0.59375,0.5
2017-11-10,2:00 PM,Ottawa Senators,4,Colorado Avalanche,3,OT,Ottawa Senators,Colorado Avalanche,0.5714285714285714,0.6071428571428571
2017-11-10,8:30 PM,New York Islanders,0,Dallas Stars,5,,Dallas Stars,New York Islanders,0.5333333333333333,0.6
2017-11-10,7:00 PM,Boston Bruins,2,Toronto Maple Leafs,3,OT,Toronto Maple Leafs,Boston Bruins,0.5882352941176471,0.5357142857142857
2017-11-10,10:30 PM,Winnipeg Jets,2,Vegas Golden Knights,5,,Vegas Golden Knights,Winnipeg Jets,0.6333333333333333,0.6785714285714286
2017-11-10,7:00 PM,Pittsburgh Penguins,1,Washington Capitals,4,,Washington Capitals,Pittsburgh Penguins,0.53125,0.5882352941176471
2017-11-11,10:00 PM,Winnipeg Jets,4,Arizona Coyotes,1,,Winnipeg Jets,Arizona Coyotes,0.19444444444444445,0.6333333333333333
2017-11-11,7:00 PM,Toronto Maple Leafs,4,Boston Bruins,1,,Toronto Maple Leafs,Boston Bruins,0.5333333333333333,0.6111111111111112
2017-11-11,7:00 PM,Chicago Blackhawks,4,Carolina Hurricanes,3,OT,Chicago Blackhawks,Carolina Hurricanes,0.5357142857142857,0.5
2017-11-11,7:00 PM,Columbus Blue Jackets,2,Detroit Red Wings,1,SO,Columbus Blue Jackets,Detroit Red Wings,0.5,0.5588235294117647
2017-11-11,7:00 PM,Buffalo Sabres,1,Montreal Canadiens,2,OT,Montreal Canadiens,Buffalo Sabres,0.4411764705882353,0.375
2017-11-11,7:00 PM,Florida Panthers,1,New Jersey Devils,2,,New Jersey Devils,Florida Panthers,0.6666666666666666,0.4
2017-11-11,8:00 PM,Pittsburgh Penguins,4,Nashville Predators,5,SO,Nashville Predators,Pittsburgh Penguins,0.6,0.5555555555555556
2017-11-11,1:00 PM,Edmonton Oilers,2,New York Rangers,4,,New York Rangers,Edmonton Oilers,0.5294117647058824,0.43333333333333335
2017-11-11,1:00 PM,Colorado Avalanche,3,Ottawa Senators,4,,Ottawa Senators,Colorado Avalanche,0.6333333333333333,0.5666666666666667
2017-11-11,7:00 PM,Minnesota Wild,1,Philadelphia Flyers,0,,Minnesota Wild,Philadelphia Flyers,0.5625,0.4666666666666667
2017-11-11,10:00 PM,Vancouver Canucks,0,San Jose Sharks,5,,San Jose Sharks,Vancouver Canucks,0.5714285714285714,0.5625
2017-11-11,8:00 PM,New York Islanders,5,St. Louis Blues,2,,New York Islanders,St. Louis Blues,0.7941176470588235,0.5625
2017-11-12,8:00 PM,Tampa Bay Lightning,2,Anaheim Ducks,1,,Tampa Bay Lightning,Anaheim Ducks,0.53125,0.8235294117647058
2017-11-12,7:00 PM,New Jersey Devils,7,Chicago Blackhawks,5,,New Jersey Devils,Chicago Blackhawks,0.5294117647058824,0.6875
2017-11-12,10:30 PM,San Jose Sharks,2,Los Angeles Kings,1,,San Jose Sharks,Los Angeles Kings,0.75,0.6
2017-11-12,7:00 PM,Edmonton Oilers,1,Washington Capitals,2,SO,Washington Capitals,Edmonton Oilers,0.5588235294117647,0.40625
2017-11-13,7:00 PM,Dallas Stars,1,Carolina Hurricanes,5,,Carolina Hurricanes,Dallas Stars,0.5333333333333333,0.5625
2017-11-13,9:00 PM,St. Louis Blues,4,Calgary Flames,7,,Calgary Flames,St. Louis Blues,0.5625,0.75
2017-11-14,9:00 PM,Vegas Golden Knights,2,Edmonton Oilers,8,,Edmonton Oilers,Vegas Golden Knights,0.4117647058823529,0.65625
2017-11-14,7:30 PM,Dallas Stars,3,Florida Panthers,4,SO,Florida Panthers,Dallas Stars,0.375,0.5294117647058824
2017-11-14,10:30 PM,Vancouver Canucks,3,Los Angeles Kings,2,,Vancouver Canucks,Los Angeles Kings,0.7058823529411765,0.5294117647058824
2017-11-14,8:00 PM,Philadelphia Flyers,0,Minnesota Wild,3,,Minnesota Wild,Philadelphia Flyers,0.5,0.5294117647058824
2017-11-14,7:30 PM,Columbus Blue Jackets,2,Montreal Canadiens,1,OT,Columbus Blue Jackets,Montreal Canadiens,0.4722222222222222,0.5833333333333334
2017-11-14,8:00 PM,Washington Capitals,3,Nashville Predators,6,,Nashville Predators,Washington Capitals,0.625,0.5833333333333334
2017-11-14,7:00 PM,Buffalo Sabres,4,Pittsburgh Penguins,5,OT,Pittsburgh Penguins,Buffalo Sabres,0.5526315789473685,0.38235294117647056
2017-11-14,8:00 PM,Arizona Coyotes,1,Winnipeg Jets,4,,Winnipeg Jets,Arizona Coyotes,0.65625,0.18421052631578946
2017-11-15,10:00 PM,Boston Bruins,2,Anaheim Ducks,4,,Anaheim Ducks,Boston Bruins,0.5,0.5
2017-11-15,8:00 PM,New York Rangers,3,Chicago Blackhawks,6,,Chicago Blackhawks,New York Rangers,0.5,0.5555555555555556
2017-11-15,7:30 PM,Calgary Flames,2,Detroit Red Wings,8,,Detroit Red Wings,Calgary Flames,0.5,0.5882352941176471
2017-11-16,9:00 PM,Washington Capitals,2,Colorado Avalanche,6,,Colorado Avalanche,Washington Capitals,0.53125,0.5526315789473685
2017-11-16,9:00 PM,St. Louis Blues,4,Edmonton Oilers,1,,St. Louis Blues,Edmonton Oilers,0.4444444444444444,0.7105263157894737
2017-11-16,10:30 PM,Boston Bruins,2,Los Angeles Kings,1,,Boston Bruins,Los Angeles Kings,0.6666666666666666,0.47058823529411764
2017-11-16,8:00 PM,Nashville Predators,4,Minnesota Wild,6,,Minnesota Wild,Nashville Predators,0.5294117647058824,0.6470588235294118
2017-11-16,7:30 PM,Arizona Coyotes,5,Montreal Canadiens,4,,Arizona Coyotes,Montreal Canadiens,0.47368421052631576,0.175
2017-11-16,7:00 PM,Carolina Hurricanes,4,New York Islanders,6,,New York Islanders,Carolina Hurricanes,0.5882352941176471,0.5625
2017-11-16,7:30 PM,Pittsburgh Penguins,3,Ottawa Senators,1,,Pittsburgh Penguins,Ottawa Senators,0.65625,0.575
2017-11-16,10:30 PM,Florida Panthers,2,San Jose Sharks,0,,Florida Panthers,San Jose Sharks,0.625,0.4117647058823529
2017-11-16,7:30 PM,Dallas Stars,1,Tampa Bay Lightning,6,,Tampa Bay Lightning,Dallas Stars,0.8333333333333334,0.5277777777777778
2017-11-16,7:00 PM,New Jersey Devils,0,Toronto Maple Leafs,1,OT,Toronto Maple Leafs,New Jersey Devils,0.631578947368421,0.7058823529411765
2017-11-16,10:00 PM,Vegas Golden Knights,5,Vancouver Canucks,2,,Vegas Golden Knights,Vancouver Canucks,0.5555555555555556,0.6176470588235294
2017-11-16,8:00 PM,Philadelphia Flyers,2,Winnipeg Jets,3,SO,Winnipeg Jets,Philadelphia Flyers,0.6764705882352942,0.5
2017-11-17,7:00 PM,New York Rangers,0,Columbus Blue Jackets,2,,Columbus Blue Jackets,New York Rangers,0.6052631578947368,0.5263157894736842
2017-11-17,7:30 PM,Buffalo Sabres,1,Detroit Red Wings,3,,Detroit Red Wings,Buffalo Sabres,0.5263157894736842,0.3888888888888889
2017-11-18,7:00 PM,Carolina Hurricanes,3,Buffalo Sabres,1,,Carolina Hurricanes,Buffalo Sabres,0.3684210526315789,0.5294117647058824
2017-11-18,2:00 PM,Edmonton Oilers,3,Dallas Stars,6,,Dallas Stars,Edmonton Oilers,0.5,0.42105263157894735
2017-11-18,4:00 PM,Florida Panthers,0,Los Angeles Kings,4,,Los Angeles Kings,Florida Panthers,0.631578947368421,0.4444444444444444
2017-11-18,7:00 PM,Toronto Maple Leafs,6,Montreal Canadiens,0,,Toronto Maple Leafs,Montreal Canadiens,0.45,0.65
2017-11-18,8:00 PM,Colorado Avalanche,2,Nashville Predators,5,,Nashville Predators,Colorado Avalanche,0.6111111111111112,0.5588235294117647
2017-11-18,2:00 PM,Arizona Coyotes,3,Ottawa Senators,2,OT,Arizona Coyotes,Ottawa Senators,0.6176470588235294,0.21428571428571427
2017-11-18,1:00 PM,Calgary Flames,5,Philadelphia Flyers,4,OT,Calgary Flames,Philadelphia Flyers,0.5,0.5555555555555556
2017-11-18,7:00 PM,Chicago Blackhawks,2,Pittsburgh Penguins,1,,Chicago Blackhawks,Pittsburgh Penguins,0.5952380952380952,0.5263157894736842
2017-11-18,10:30 PM,Boston Bruins,3,San Jose Sharks,1,,Boston Bruins,San Jose Sharks,0.5882352941176471,0.5
2017-11-18,7:00 PM,New York Islanders,5,Tampa Bay Lightning,3,,New York Islanders,Tampa Bay Lightning,0.8421052631578947,0.6111111111111112
2017-11-18,10:00 PM,St. Louis Blues,4,Vancouver Canucks,3,OT,St. Louis Blues,Vancouver Canucks,0.5263157894736842,0.725
2017-11-18,3:00 PM,New Jersey Devils,2,Winnipeg Jets,5,,Winnipeg Jets,New Jersey Devils,0.6944444444444444,0.6944444444444444
2017-11-18,7:30 PM,Minnesota Wild,1,Washington Capitals,3,,Washington Capitals,Minnesota Wild,0.525,0.5555555555555556
2017-11-19,8:00 PM,Florida Panthers,2,Anaheim Ducks,3,,Anaheim Ducks,Florida Panthers,0.5277777777777778,0.42105263157894735
2017-11-19,5:00 PM,New York Islanders,2,Carolina Hurricanes,4,,Carolina Hurricanes,New York Islanders,0.5555555555555556,0.631578947368421
2017-11-19,6:00 PM,Colorado Avalanche,4,Detroit Red Wings,3,OT,Colorado Avalanche,Detroit Red Wings,0.55,0.5277777777777778
2017-11-19,7:00 PM,Ottawa Senators,0,New York Rangers,3,,New York Rangers,Ottawa Senators,0.5,0.6111111111111112
2017-11-19,8:00 PM,Los Angeles Kings,2,Vegas Golden Knights,4,,Vegas Golden Knights,Los Angeles Kings,0.6388888888888888,0.65
2017-11-20,7:00 PM,Columbus Blue Jackets,3,Buffalo Sabres,2,,Columbus Blue Jackets,Buffalo Sabres,0.35,0.625
2017-11-20,8:00 PM,New Jersey Devils,4,Minnesota Wild,3,OT,New Jersey Devils,Minnesota Wild,0.5263157894736842,0.6578947368421053
2017-11-20,8:00 PM,Winnipeg Jets,3,Nashville Predators,5,,Nashville Predators,Winnipeg Jets,0.631578947368421,0.7105263157894737
2017-11-20,10:30 PM,Anaheim Ducks,3,San Jose Sharks,2,SO,Anaheim Ducks,San Jose Sharks,0.5555555555555556,0.5526315789473685
2017-11-20,7:00 PM,Arizona Coyotes,4,Toronto Maple Leafs,1,,Arizona Coyotes,Toronto Maple Leafs,0.6666666666666666,0.25
2017-11-20,7:00 PM,Calgary Flames,4,Washington Capitals,1,,Calgary Flames,Washington Capitals,0.5476190476190477,0.5789473684210527
2017-11-21,8:30 PM,Montreal Canadiens,1,Dallas Stars,3,,Dallas Stars,Montreal Canadiens,0.525,0.42857142857142855
2017-11-21,7:00 PM,Vancouver Canucks,5,Philadelphia Flyers,2,,Vancouver Canucks,Philadelphia Flyers,0.5,0.525
2017-11-21,8:00 PM,Edmonton Oilers,3,St. Louis Blues,8,,St. Louis Blues,Edmonton Oilers,0.7380952380952381,0.4
2017-11-22,10:30 PM,Vegas Golden Knights,4,Anaheim Ducks,2,,Vegas Golden Knights,Anaheim Ducks,0.575,0.6578947368421053
2017-11-22,9:00 PM,San Jose Sharks,3,Arizona Coyotes,1,,San Jose Sharks,Arizona Coyotes,0.2826086956521739,0.5526315789473685
2017-11-22,7:00 PM,Minnesota Wild,5,Buffalo Sabres,4,,Minnesota Wild,Buffalo Sabres,0.3333333333333333,0.525
2017-11-22,7:00 PM,New York Rangers,6,Carolina Hurricanes,1,,New York Rangers,Carolina Hurricanes,0.5789473684210527,0.5238095238095238
2017-11-22,7:00 PM,Calgary Flames,0,Columbus Blue Jackets,1,OT,Columbus Blue Jackets,Calgary Flames,0.6428571428571429,0.6
2017-11-22,9:00 PM,Dallas Stars,0,Colorado Avalanche,3,,Colorado Avalanche,Dallas Stars,0.5526315789473685,0.5476190476190477
2017-11-22,7:00 PM,Edmonton Oilers,6,Detroit Red Wings,2,,Edmonton Oilers,Detroit Red Wings,0.5476190476190477,0.38095238095238093
2017-11-22,7:00 PM,Toronto Maple Leafs,1,Florida Panthers,2,SO,Florida Panthers,Toronto Maple Leafs,0.4,0.6363636363636364
2017-11-22,10:30 PM,Winnipeg Jets,2,Los Angeles Kings,1,,Winnipeg Jets,Los Angeles Kings,0.6190476190476191,0.675
2017-11-22,7:00 PM,Boston Bruins,3,New Jersey Devils,2,SO,Boston Bruins,New Jersey Devils,0.675,0.5263157894736842
2017-11-22,8:00 PM,Montreal Canadiens,2,Nashville Predators,3,SO,Nashville Predators,Montreal Canadiens,0.65,0.4090909090909091
2017-11-22,7:00 PM,Philadelphia Flyers,3,New York Islanders,4,OT,New York Islanders,Philadelphia Flyers,0.6,0.47619047619047616
2017-11-22,7:00 PM,Vancouver Canucks,5,Pittsburgh Penguins,2,,Vancouver Canucks,Pittsburgh Penguins,0.5681818181818182,0.5476190476190477
2017-11-22,7:30 PM,Chicago Blackhawks,2,Tampa Bay Lightning,3,OT,Tampa Bay Lightning,Chicago Blackhawks,0.8,0.55
2017-11-22,7:00 PM,Ottawa Senators,2,Washington Capitals,5,,Washington Capitals,Ottawa Senators,0.5227272727272727,0.5789473684210527
2017-11-24,4:00 PM,Winnipeg Jets,4,Anaheim Ducks,1,,Winnipeg Jets,Anaheim Ducks,0.5476190476190477,0.6904761904761905
2017-11-24,9:00 PM,Los Angeles Kings,2,Arizona Coyotes,3,OT,Arizona Coyotes,Los Angeles Kings,0.2708333333333333,0.5909090909090909
2017-11-24,1:00 PM,Pittsburgh Penguins,3,Boston Bruins,4,,Boston Bruins,Pittsburgh Penguins,0.55,0.5434782608695652
2017-11-24,7:00 PM,Edmonton Oilers,1,Buffalo Sabres,3,,Buffalo Sabres,Edmonton Oilers,0.3181818181818182,0.4090909090909091
2017-11-24,7:30 PM,Toronto Maple Leafs,5,Carolina Hurricanes,4,,Toronto Maple Leafs,Carolina Hurricanes,0.55,0.6304347826086957
2017-11-24,7:00 PM,Ottawa Senators,2,Columbus Blue Jackets,5,,Columbus Blue Jackets,Ottawa Senators,0.6590909090909091,0.55
2017-11-24,9:00 PM,Calgary Flames,4,Dallas Stars,6,,Dallas Stars,Calgary Flames,0.5227272727272727,0.5952380952380952
2017-11-24,4:00 PM,Colorado Avalanche,2,Minnesota Wild,3,SO,Minnesota Wild,Colorado Avalanche,0.5476190476190477,0.575
2017-11-24,7:00 PM,Vancouver Canucks,2,New Jersey Devils,3,,New Jersey Devils,Vancouver Canucks,0.6666666666666666,0.5681818181818182
2017-11-24,7:00 PM,Detroit Red Wings,1,New York Rangers,2,OT,New York Rangers,Detroit Red Wings,0.5454545454545454,0.5227272727272727
2017-11-24,4:00 PM,New York Islanders,5,Philadelphia Flyers,4,OT,New York Islanders,Philadelphia Flyers,0.4772727272727273,0.6190476190476191
2017-11-24,8:00 PM,Nashville Predators,2,St. Louis Blues,0,,Nashville Predators,St. Louis Blues,0.75,0.6666666666666666
2017-11-24,6:00 PM,San Jose Sharks,4,Vegas Golden Knights,5,OT,Vegas Golden Knights,San Jose Sharks,0.675,0.575
2017-11-24,5:00 PM,Tampa Bay Lightning,1,Washington Capitals,3,,Washington Capitals,Tampa Bay Lightning,0.5434782608695652,0.8095238095238095
2017-11-25,8:00 PM,Vegas Golden Knights,4,Arizona Coyotes,2,,Vegas Golden Knights,Arizona Coyotes,0.3,0.6904761904761905
2017-11-25,10:00 PM,Calgary Flames,3,Colorado Avalanche,2,,Calgary Flames,Colorado Avalanche,0.5714285714285714,0.5681818181818182
2017-11-25,7:00 PM,New Jersey Devils,4,Detroit Red Wings,3,OT,New Jersey Devils,Detroit Red Wings,0.5217391304347826,0.6818181818181818
2017-11-25,7:00 PM,Chicago Blackhawks,4,Florida Panthers,1,,Chicago Blackhawks,Florida Panthers,0.42857142857142855,0.5476190476190477
2017-11-25,10:30 PM,Anaheim Ducks,1,Los Angeles Kings,2,SO,Los Angeles Kings,Anaheim Ducks,0.5869565217391305,0.5227272727272727
2017-11-25,7:00 PM,Buffalo Sabres,0,Montreal Canadiens,3,,Montreal Canadiens,Buffalo Sabres,0.41304347826086957,0.34782608695652173
2017-11-25,7:00 PM,New York Islanders,2,Ottawa Senators,1,,New York Islanders,Ottawa Senators,0.5238095238095238,0.6363636363636364
2017-11-25,7:00 PM,Tampa Bay Lightning,2,Pittsburgh Penguins,5,,Pittsburgh Penguins,Tampa Bay Lightning,0.5208333333333334,0.7727272727272727
2017-11-25,10:00 PM,Winnipeg Jets,0,San Jose Sharks,4,,San Jose Sharks,Winnipeg Jets,0.5714285714285714,0.7045454545454546
2017-11-25,8:00 PM,Minnesota Wild,3,St. Louis Blues,6,,St. Louis Blues,Minnesota Wild,0.717391304347826,0.5681818181818182
2017-11-25,7:00 PM,Washington Capitals,4,Toronto Maple Leafs,2,,Washington Capitals,Toronto Maple Leafs,0.6458333333333334,0.5625
2017-11-26,5:00 PM,Edmonton Oilers,4,Boston Bruins,2,,Edmonton Oilers,Boston Bruins,0.5714285714285714,0.391304347826087
2017-11-26,1:00 PM,Nashville Predators,3,Carolina Hurricanes,4,SO,Carolina Hurricanes,Nashville Predators,0.5238095238095238,0.6818181818181818
2017-11-26,2:00 PM,Vancouver Canucks,3,New York Rangers,4,SO,New York Rangers,Vancouver Canucks,0.5652173913043478,0.5434782608695652
2017-11-27,8:30 PM,Anaheim Ducks,3,Chicago Blackhawks,7,,Chicago Blackhawks,Anaheim Ducks,0.5681818181818182,0.5217391304347826
2017-11-27,7:30 PM,Columbus Blue Jackets,1,Montreal Canadiens,3,,Montreal Canadiens,Columbus Blue Jackets,0.4375,0.6739130434782609
2017-11-27,7:00 PM,Florida Panthers,3,New Jersey Devils,2,,Florida Panthers,New Jersey Devils,0.6956521739130435,0.4090909090909091
2017-11-27,7:00 PM,Philadelphia Flyers,4,Pittsburgh Penguins,5,OT,Pittsburgh Penguins,Philadelphia Flyers,0.54,0.4782608695652174
2017-11-27,8:00 PM,Minnesota Wild,2,Winnipeg Jets,7,,Winnipeg Jets,Minnesota Wild,0.6739130434782609,0.5434782608695652
2017-11-28,7:00 PM,Tampa Bay Lightning,2,Buffalo Sabres,0,,Tampa Bay Lightning,Buffalo Sabres,0.3333333333333333,0.7391304347826086
2017-11-28,7:00 PM,Carolina Hurricanes,2,Columbus Blue Jackets,3,SO,Columbus Blue Jackets,Carolina Hurricanes,0.6458333333333334,0.5454545454545454
2017-11-28,9:00 PM,Toronto Maple Leafs,4,Calgary Flames,1,,Toronto Maple Leafs,Calgary Flames,0.5869565217391305,0.62
2017-11-28,7:30 PM,Los Angeles Kings,4,Detroit Red Wings,1,,Los Angeles Kings,Detroit Red Wings,0.5208333333333334,0.6041666666666666
2017-11-28,9:00 PM,Arizona Coyotes,2,Edmonton Oilers,3,OT,Edmonton Oilers,Arizona Coyotes,0.4166666666666667,0.28846153846153844
2017-11-28,8:00 PM,Chicago Blackhawks,2,Nashville Predators,3,,Nashville Predators,Chicago Blackhawks,0.6739130434782609,0.5869565217391305
2017-11-28,7:00 PM,Vancouver Canucks,2,New York Islanders,5,,New York Islanders,Vancouver Canucks,0.6521739130434783,0.5416666666666666
2017-11-28,7:00 PM,Florida Panthers,5,New York Rangers,4,,Florida Panthers,New York Rangers,0.5833333333333334,0.43478260869565216
2017-11-28,7:00 PM,San Jose Sharks,3,Philadelphia Flyers,1,,San Jose Sharks,Philadelphia Flyers,0.4791666666666667,0.5909090909090909
2017-11-28,10:00 PM,Dallas Stars,3,Vegas Golden Knights,0,,Dallas Stars,Vegas Golden Knights,0.7045454545454546,0.5434782608695652
2017-11-29,7:30 PM,Tampa Bay Lightning,2,Boston Bruins,3,,Boston Bruins,Tampa Bay Lightning,0.5454545454545454,0.75
2017-11-29,9:30 PM,Winnipeg Jets,2,Colorado Avalanche,3,OT,Colorado Avalanche,Winnipeg Jets,0.5454545454545454,0.6875
2017-11-29,7:30 PM,Ottawa Senators,1,Montreal Canadiens,2,,Montreal Canadiens,Ottawa Senators,0.46,0.5
2017-11-29,9:00 PM,Anaheim Ducks,3,St. Louis Blues,2,,Anaheim Ducks,St. Louis Blues,0.7291666666666666,0.5
2017-11-30,9:00 PM,Arizona Coyotes,0,Calgary Flames,3,,Calgary Flames,Arizona Coyotes,0.5625,0.2962962962962963
2017-11-30,8:30 PM,Dallas Stars,4,Chicago Blackhawks,3,OT,Dallas Stars,Chicago Blackhawks,0.5625,0.5625
2017-11-30,7:30 PM,Montreal Canadiens,6,Detroit Red Wings,3,,Montreal Canadiens,Detroit Red Wings,0.5,0.4807692307692308
2017-11-30,9:00 PM,Toronto Maple Leafs,6,Edmonton Oilers,4,,Toronto Maple Leafs,Edmonton Oilers,0.44,0.6346153846153846
2017-11-30,8:00 PM,Vegas Golden Knights,2,Minnesota Wild,4,,Minnesota Wild,Vegas Golden Knights,0.5208333333333334,0.6739130434782609
2017-11-30,8:00 PM,Vancouver Canucks,5,Nashville Predators,3,,Vancouver Canucks,Nashville Predators,0.6875,0.52
2017-11-30,7:00 PM,Los Angeles Kings,5,Washington Capitals,2,,Los Angeles Kings,Washington Capitals,0.58,0.62
2017-12-01,7:00 PM,Pittsburgh Penguins,4,Buffalo Sabres,0,,Pittsburgh Penguins,Buffalo Sabres,0.32,0.5576923076923077
2017-12-01,7:00 PM,Anaheim Ducks,2,Columbus Blue Jackets,4,,Columbus Blue Jackets,Anaheim Ducks,0.66,0.52
