Date,Time,Visitor,Visitor_Goals,Home,Home_Goals,OT,Winner,Loser,HPP,VPP
2016-10-18,7:00 PM,San Jose Sharks,3,New York Islanders,2,,San Jose Sharks,New York Islanders,0.3333333333333333,0.6666666666666666
2016-10-18,7:30 PM,Arizona Coyotes,4,Ottawa Senators,7,,Ottawa Senators,Arizona Coyotes,0.6666666666666666,1.0
2016-10-18,7:30 PM,Florida Panthers,3,Tampa Bay Lightning,4,SO,Tampa Bay Lightning,Florida Panthers,1.0,1.0
2016-10-18,10:00 PM,St. Louis Blues,1,Vancouver Canucks,2,OT,Vancouver Canucks,St. Louis Blues,1.0,1.0
2016-10-18,7:00 PM,Colorado Avalanche,0,Washington Capitals,3,,Washington Capitals,Colorado Avalanche,0.75,1.0
2016-10-19,8:00 PM,Detroit Red Wings,2,New York Rangers,1,,Detroit Red Wings,New York Rangers,0.6666666666666666,0.3333333333333333
2016-10-19,8:00 PM,Toronto Maple Leafs,4,Winnipeg Jets,5,OT,Winnipeg Jets,Toronto Maple Leafs,0.3333333333333333,0.75
2016-10-20,7:00 PM,New Jersey Devils,1,Boston Bruins,2,,Boston Bruins,New Jersey Devils,0.6666666666666666,0.5
2016-10-20,9:00 PM,Carolina Hurricanes,4,Calgary Flames,2,,Carolina Hurricanes,Calgary Flames,0.375,0.3333333333333333
2016-10-20,8:30 PM,Los Angeles Kings,4,Dallas Stars,3,OT,Los Angeles Kings,Dallas Stars,0.6666666666666666,0.0
2016-10-20,9:00 PM,St. Louis Blues,1,Edmonton Oilers,3,,Edmonton Oilers,St. Louis Blues,0.75,0.875
2016-10-20,7:30 PM,Washington Capitals,4,Florida Panthers,2,,Washington Capitals,Florida Panthers,0.8333333333333334,0.8333333333333334
2016-10-20,8:00 PM,Toronto Maple Leafs,2,Minnesota Wild,3,,Minnesota Wild,Toronto Maple Leafs,0.6666666666666666,0.6666666666666666
2016-10-20,7:30 PM,Arizona Coyotes,2,Montreal Canadiens,5,,Montreal Canadiens,Arizona Coyotes,0.8333333333333334,0.5
2016-10-20,7:00 PM,Anaheim Ducks,3,Philadelphia Flyers,2,,Anaheim Ducks,Philadelphia Flyers,0.5,0.125
2016-10-20,7:00 PM,San Jose Sharks,2,Pittsburgh Penguins,3,,Pittsburgh Penguins,San Jose Sharks,0.625,0.75
2016-10-20,7:30 PM,Colorado Avalanche,4,Tampa Bay Lightning,0,,Colorado Avalanche,Tampa Bay Lightning,1.0,0.6666666666666666
2016-10-20,10:00 PM,Buffalo Sabres,1,Vancouver Canucks,2,,Vancouver Canucks,Buffalo Sabres,1.0,0.5
2016-10-21,7:00 PM,Chicago Blackhawks,2,Columbus Blue Jackets,3,,Columbus Blue Jackets,Chicago Blackhawks,0.0,0.5
2016-10-21,7:30 PM,Nashville Predators,3,Detroit Red Wings,5,,Detroit Red Wings,Nashville Predators,0.5,0.3333333333333333
2016-10-21,7:00 PM,Arizona Coyotes,2,New York Islanders,3,,New York Islanders,Arizona Coyotes,0.25,0.3333333333333333
2016-10-22,7:00 PM,Montreal Canadiens,4,Boston Bruins,2,,Montreal Canadiens,Boston Bruins,0.75,0.875
2016-10-22,10:00 PM,St. Louis Blues,6,Calgary Flames,4,,St. Louis Blues,Calgary Flames,0.3,0.7
2016-10-22,7:00 PM,Toronto Maple Leafs,4,Chicago Blackhawks,5,SO,Chicago Blackhawks,Toronto Maple Leafs,0.4,0.5
2016-10-22,8:00 PM,Columbus Blue Jackets,3,Dallas Stars,0,,Columbus Blue Jackets,Dallas Stars,0.625,0.3333333333333333
2016-10-22,7:00 PM,San Jose Sharks,0,Detroit Red Wings,3,,Detroit Red Wings,San Jose Sharks,0.6,0.6
2016-10-22,7:00 PM,Colorado Avalanche,2,Florida Panthers,5,,Florida Panthers,Colorado Avalanche,0.625,0.75
2016-10-22,10:00 PM,Vancouver Canucks,3,Los Angeles Kings,4,SO,Los Angeles Kings,Vancouver Canucks,0.25,1.0
2016-10-22,7:00 PM,Minnesota Wild,1,New Jersey Devils,2,OT,New Jersey Devils,Minnesota Wild,0.375,0.75
2016-10-22,8:00 PM,Pittsburgh Penguins,1,Nashville Predators,5,,Nashville Predators,Pittsburgh Penguins,0.25,0.7
2016-10-22,7:00 PM,Tampa Bay Lightning,4,Ottawa Senators,1,,Tampa Bay Lightning,Ottawa Senators,0.75,0.75
2016-10-22,7:00 PM,Carolina Hurricanes,3,Philadelphia Flyers,6,,Philadelphia Flyers,Carolina Hurricanes,0.375,0.5
2016-10-22,7:00 PM,New York Rangers,4,Washington Capitals,2,,New York Rangers,Washington Capitals,0.875,0.5
2016-10-23,8:00 PM,Vancouver Canucks,2,Anaheim Ducks,4,,Anaheim Ducks,Vancouver Canucks,0.3,0.9
2016-10-23,6:00 PM,Minnesota Wild,3,New York Islanders,6,,New York Islanders,Minnesota Wild,0.4,0.7
2016-10-23,7:00 PM,Arizona Coyotes,2,New York Rangers,3,,New York Rangers,Arizona Coyotes,0.6,0.25
2016-10-23,3:00 PM,Edmonton Oilers,3,Winnipeg Jets,0,,Edmonton Oilers,Winnipeg Jets,0.5,0.8
2016-10-24,8:30 PM,Calgary Flames,3,Chicago Blackhawks,2,SO,Calgary Flames,Chicago Blackhawks,0.5,0.25
2016-10-24,7:30 PM,Philadelphia Flyers,1,Montreal Canadiens,3,,Montreal Canadiens,Philadelphia Flyers,0.9,0.5
2016-10-25,7:00 PM,Minnesota Wild,5,Boston Bruins,0,,Minnesota Wild,Boston Bruins,0.6,0.5833333333333334
2016-10-25,8:30 PM,Winnipeg Jets,2,Dallas Stars,3,,Dallas Stars,Winnipeg Jets,0.5,0.4
2016-10-25,7:30 PM,Carolina Hurricanes,2,Detroit Red Wings,4,,Detroit Red Wings,Carolina Hurricanes,0.6666666666666666,0.4
2016-10-25,10:30 PM,Columbus Blue Jackets,2,Los Angeles Kings,3,OT,Los Angeles Kings,Columbus Blue Jackets,0.4,0.5
2016-10-25,7:00 PM,Arizona Coyotes,3,New Jersey Devils,5,,New Jersey Devils,Arizona Coyotes,0.5,0.2
2016-10-25,7:30 PM,Buffalo Sabres,3,Philadelphia Flyers,4,SO,Philadelphia Flyers,Buffalo Sabres,0.4166666666666667,0.375
2016-10-25,7:00 PM,Florida Panthers,2,Pittsburgh Penguins,3,,Pittsburgh Penguins,Florida Panthers,0.5833333333333334,0.7
2016-10-25,10:00 PM,Anaheim Ducks,1,San Jose Sharks,2,OT,San Jose Sharks,Anaheim Ducks,0.5,0.4166666666666667
2016-10-25,8:00 PM,Calgary Flames,4,St. Louis Blues,1,,Calgary Flames,St. Louis Blues,0.75,0.35714285714285715
2016-10-25,7:30 PM,Tampa Bay Lightning,7,Toronto Maple Leafs,3,,Tampa Bay Lightning,Toronto Maple Leafs,0.5,0.8
2016-10-25,10:00 PM,Ottawa Senators,3,Vancouver Canucks,0,,Ottawa Senators,Vancouver Canucks,0.75,0.6
2016-10-26,10:30 PM,Nashville Predators,1,Anaheim Ducks,6,,Anaheim Ducks,Nashville Predators,0.42857142857142855,0.4
2016-10-26,9:30 PM,Washington Capitals,1,Edmonton Oilers,4,,Edmonton Oilers,Washington Capitals,0.8333333333333334,0.7
2016-10-26,7:00 PM,Montreal Canadiens,3,New York Islanders,2,,Montreal Canadiens,New York Islanders,0.5,0.9166666666666666
2016-10-26,8:00 PM,Boston Bruins,2,New York Rangers,5,,New York Rangers,Boston Bruins,0.6666666666666666,0.5
2016-10-27,7:00 PM,Minnesota Wild,4,Buffalo Sabres,0,,Minnesota Wild,Buffalo Sabres,0.4,0.6428571428571429
2016-10-27,10:30 PM,Nashville Predators,2,Los Angeles Kings,3,OT,Los Angeles Kings,Nashville Predators,0.5,0.3333333333333333
2016-10-27,7:30 PM,Tampa Bay Lightning,1,Montreal Canadiens,3,,Montreal Canadiens,Tampa Bay Lightning,0.9285714285714286,0.8333333333333334
2016-10-27,7:00 PM,Arizona Coyotes,5,Philadelphia Flyers,4,,Arizona Coyotes,Philadelphia Flyers,0.5,0.16666666666666666
2016-10-27,7:00 PM,New York Islanders,2,Pittsburgh Penguins,4,,Pittsburgh Penguins,New York Islanders,0.6428571428571429,0.42857142857142855
2016-10-27,10:30 PM,Columbus Blue Jackets,1,San Jose Sharks,3,,San Jose Sharks,Columbus Blue Jackets,0.5714285714285714,0.5
2016-10-27,8:00 PM,Detroit Red Wings,2,St. Louis Blues,1,SO,Detroit Red Wings,St. Louis Blues,0.6428571428571429,0.7142857142857143
2016-10-27,7:30 PM,Florida Panthers,2,Toronto Maple Leafs,3,,Toronto Maple Leafs,Florida Panthers,0.4166666666666667,0.5833333333333334
2016-10-27,8:00 PM,Dallas Stars,1,Winnipeg Jets,4,,Winnipeg Jets,Dallas Stars,0.3333333333333333,0.5833333333333334
2016-10-28,10:00 PM,Columbus Blue Jackets,4,Anaheim Ducks,0,,Columbus Blue Jackets,Anaheim Ducks,0.5,0.4166666666666667
2016-10-28,7:30 PM,New York Rangers,2,Carolina Hurricanes,3,,Carolina Hurricanes,New York Rangers,0.3333333333333333,0.7142857142857143
2016-10-28,9:00 PM,Ottawa Senators,2,Calgary Flames,5,,Calgary Flames,Ottawa Senators,0.4375,0.6666666666666666
2016-10-28,9:00 PM,Winnipeg Jets,1,Colorado Avalanche,0,,Winnipeg Jets,Colorado Avalanche,0.6,0.42857142857142855
2016-10-28,7:30 PM,Chicago Blackhawks,3,New Jersey Devils,2,OT,Chicago Blackhawks,New Jersey Devils,0.5833333333333334,0.5
2016-10-28,10:00 PM,Edmonton Oilers,2,Vancouver Canucks,0,,Edmonton Oilers,Vancouver Canucks,0.6428571428571429,0.8571428571428571
2016-10-29,9:00 PM,Colorado Avalanche,3,Arizona Coyotes,2,,Colorado Avalanche,Arizona Coyotes,0.2857142857142857,0.5
2016-10-29,1:00 PM,Florida Panthers,0,Buffalo Sabres,3,,Buffalo Sabres,Florida Panthers,0.3333333333333333,0.5
2016-10-29,7:00 PM,Boston Bruins,1,Detroit Red Wings,0,,Boston Bruins,Detroit Red Wings,0.75,0.42857142857142855
2016-10-29,8:00 PM,Dallas Stars,0,Minnesota Wild,4,,Minnesota Wild,Dallas Stars,0.6875,0.5
2016-10-29,7:00 PM,Toronto Maple Leafs,1,Montreal Canadiens,2,,Montreal Canadiens,Toronto Maple Leafs,0.9375,0.5
2016-10-29,7:00 PM,Tampa Bay Lightning,1,New Jersey Devils,3,,New Jersey Devils,Tampa Bay Lightning,0.5714285714285714,0.7142857142857143
2016-10-29,7:00 PM,Pittsburgh Penguins,5,Philadelphia Flyers,4,,Pittsburgh Penguins,Philadelphia Flyers,0.4375,0.6875
2016-10-29,10:30 PM,Nashville Predators,1,San Jose Sharks,4,,San Jose Sharks,Nashville Predators,0.625,0.35714285714285715
2016-10-29,8:00 PM,Los Angeles Kings,0,St. Louis Blues,1,,St. Louis Blues,Los Angeles Kings,0.625,0.5714285714285714
2016-10-29,10:00 PM,Washington Capitals,5,Vancouver Canucks,2,,Washington Capitals,Vancouver Canucks,0.5625,0.5833333333333334
2016-10-30,5:00 PM,Philadelphia Flyers,4,Carolina Hurricanes,3,,Philadelphia Flyers,Carolina Hurricanes,0.42857142857142855,0.3888888888888889
2016-10-30,9:30 PM,Washington Capitals,3,Calgary Flames,1,,Washington Capitals,Calgary Flames,0.5,0.6428571428571429
2016-10-30,7:00 PM,Los Angeles Kings,0,Chicago Blackhawks,3,,Chicago Blackhawks,Los Angeles Kings,0.5625,0.5
2016-10-30,5:00 PM,Florida Panthers,5,Detroit Red Wings,2,,Florida Panthers,Detroit Red Wings,0.6666666666666666,0.4375
2016-10-30,9:00 PM,Ottawa Senators,2,Edmonton Oilers,0,,Ottawa Senators,Edmonton Oilers,0.875,0.5714285714285714
2016-10-30,6:00 PM,Toronto Maple Leafs,1,New York Islanders,5,,New York Islanders,Toronto Maple Leafs,0.375,0.4375
2016-10-30,7:00 PM,Tampa Bay Lightning,1,New York Rangers,6,,New York Rangers,Tampa Bay Lightning,0.625,0.625
2016-10-30,3:00 PM,Buffalo Sabres,3,Winnipeg Jets,1,,Buffalo Sabres,Winnipeg Jets,0.5,0.42857142857142855
2016-11-01,10:00 PM,San Jose Sharks,2,Arizona Coyotes,3,,Arizona Coyotes,San Jose Sharks,0.25,0.6666666666666666
2016-11-01,7:00 PM,Dallas Stars,2,Columbus Blue Jackets,3,OT,Columbus Blue Jackets,Dallas Stars,0.5,0.4375
2016-11-01,8:30 PM,Calgary Flames,1,Chicago Blackhawks,5,,Chicago Blackhawks,Calgary Flames,0.6111111111111112,0.45
2016-11-01,9:00 PM,Nashville Predators,5,Colorado Avalanche,1,,Nashville Predators,Colorado Avalanche,0.5714285714285714,0.3125
2016-11-01,7:30 PM,Boston Bruins,2,Florida Panthers,1,,Boston Bruins,Florida Panthers,0.5,0.5
2016-11-01,10:30 PM,Anaheim Ducks,4,Los Angeles Kings,0,,Anaheim Ducks,Los Angeles Kings,0.4444444444444444,0.4444444444444444
2016-11-01,8:00 PM,Buffalo Sabres,2,Minnesota Wild,1,,Buffalo Sabres,Minnesota Wild,0.7222222222222222,0.5
2016-11-01,7:30 PM,Tampa Bay Lightning,6,New York Islanders,1,,Tampa Bay Lightning,New York Islanders,0.4444444444444444,0.5555555555555556
2016-11-01,7:00 PM,St. Louis Blues,0,New York Rangers,5,,New York Rangers,St. Louis Blues,0.6666666666666666,0.6666666666666666
2016-11-01,7:30 PM,Carolina Hurricanes,1,Ottawa Senators,2,OT,Ottawa Senators,Carolina Hurricanes,0.625,0.375
2016-11-01,7:30 PM,Edmonton Oilers,2,Toronto Maple Leafs,3,OT,Toronto Maple Leafs,Edmonton Oilers,0.3888888888888889,0.7777777777777778
2016-11-01,8:00 PM,Washington Capitals,3,Winnipeg Jets,2,,Washington Capitals,Winnipeg Jets,0.4444444444444444,0.6875
2016-11-02,10:30 PM,Pittsburgh Penguins,5,Anaheim Ducks,1,,Pittsburgh Penguins,Anaheim Ducks,0.5,0.7222222222222222
2016-11-02,7:30 PM,Vancouver Canucks,0,Montreal Canadiens,3,,Montreal Canadiens,Vancouver Canucks,0.9444444444444444,0.5
2016-11-02,8:00 PM,Detroit Red Wings,3,Philadelphia Flyers,4,OT,Philadelphia Flyers,Detroit Red Wings,0.45,0.6
2016-11-03,10:00 PM,Nashville Predators,2,Arizona Coyotes,3,SO,Arizona Coyotes,Nashville Predators,0.3333333333333333,0.3888888888888889
2016-11-03,7:00 PM,Toronto Maple Leafs,2,Buffalo Sabres,1,,Toronto Maple Leafs,Buffalo Sabres,0.5555555555555556,0.45
2016-11-03,8:30 PM,Colorado Avalanche,0,Chicago Blackhawks,4,,Chicago Blackhawks,Colorado Avalanche,0.65,0.5
2016-11-03,8:30 PM,St. Louis Blues,2,Dallas Stars,6,,Dallas Stars,St. Louis Blues,0.4444444444444444,0.6
2016-11-03,7:30 PM,New Jersey Devils,3,Florida Panthers,4,OT,Florida Panthers,New Jersey Devils,0.45,0.625
2016-11-03,10:30 PM,Pittsburgh Penguins,2,Los Angeles Kings,3,OT,Los Angeles Kings,Pittsburgh Penguins,0.4,0.75
2016-11-03,7:00 PM,Philadelphia Flyers,3,New York Islanders,2,SO,Philadelphia Flyers,New York Islanders,0.4,0.5
2016-11-03,7:00 PM,Edmonton Oilers,3,New York Rangers,5,,New York Rangers,Edmonton Oilers,0.7,0.75
2016-11-03,7:30 PM,Vancouver Canucks,0,Ottawa Senators,1,,Ottawa Senators,Vancouver Canucks,0.6666666666666666,0.45
2016-11-03,10:30 PM,Calgary Flames,3,San Jose Sharks,2,,Calgary Flames,San Jose Sharks,0.6,0.4090909090909091
2016-11-03,7:30 PM,Boston Bruins,4,Tampa Bay Lightning,3,SO,Boston Bruins,Tampa Bay Lightning,0.6,0.5555555555555556
2016-11-03,7:00 PM,Winnipeg Jets,3,Washington Capitals,4,OT,Washington Capitals,Winnipeg Jets,0.7222222222222222,0.4
2016-11-04,10:00 PM,Arizona Coyotes,1,Anaheim Ducks,5,,Anaheim Ducks,Arizona Coyotes,0.45454545454545453,0.4
2016-11-04,7:00 PM,Montreal Canadiens,0,Columbus Blue Jackets,10,,Columbus Blue Jackets,Montreal Canadiens,0.5625,0.95
2016-11-04,7:30 PM,Winnipeg Jets,5,Detroit Red Wings,3,,Winnipeg Jets,Detroit Red Wings,0.5909090909090909,0.4090909090909091
2016-11-05,7:00 PM,New York Rangers,5,Boston Bruins,2,,New York Rangers,Boston Bruins,0.6,0.7272727272727273
2016-11-05,3:00 PM,Minnesota Wild,0,Colorado Avalanche,1,,Colorado Avalanche,Minnesota Wild,0.4444444444444444,0.65
2016-11-05,8:00 PM,Chicago Blackhawks,3,Dallas Stars,2,,Chicago Blackhawks,Dallas Stars,0.5,0.6818181818181818
2016-11-05,10:00 PM,Calgary Flames,0,Los Angeles Kings,5,,Los Angeles Kings,Calgary Flames,0.45454545454545453,0.4583333333333333
2016-11-05,7:00 PM,Philadelphia Flyers,4,Montreal Canadiens,5,,Montreal Canadiens,Philadelphia Flyers,0.8636363636363636,0.5416666666666666
2016-11-05,8:00 PM,Carolina Hurricanes,3,Nashville Predators,2,SO,Carolina Hurricanes,Nashville Predators,0.4,0.3888888888888889
2016-11-05,7:00 PM,Edmonton Oilers,4,New York Islanders,3,SO,Edmonton Oilers,New York Islanders,0.4090909090909091,0.6818181818181818
2016-11-05,7:00 PM,Buffalo Sabres,2,Ottawa Senators,1,,Buffalo Sabres,Ottawa Senators,0.7,0.5
2016-11-05,10:30 PM,Pittsburgh Penguins,5,San Jose Sharks,0,,Pittsburgh Penguins,San Jose Sharks,0.5454545454545454,0.7272727272727273
2016-11-05,7:00 PM,Columbus Blue Jackets,1,St. Louis Blues,2,OT,St. Louis Blues,Columbus Blue Jackets,0.5454545454545454,0.6111111111111112
2016-11-05,7:00 PM,New Jersey Devils,1,Tampa Bay Lightning,4,,Tampa Bay Lightning,New Jersey Devils,0.5909090909090909,0.6111111111111112
2016-11-05,7:00 PM,Vancouver Canucks,3,Toronto Maple Leafs,6,,Toronto Maple Leafs,Vancouver Canucks,0.5,0.4090909090909091
2016-11-05,7:00 PM,Florida Panthers,2,Washington Capitals,4,,Washington Capitals,Florida Panthers,0.75,0.5
2016-11-06,9:30 PM,Calgary Flames,1,Anaheim Ducks,4,,Anaheim Ducks,Calgary Flames,0.5,0.4230769230769231
2016-11-06,6:00 PM,New Jersey Devils,4,Carolina Hurricanes,1,,New Jersey Devils,Carolina Hurricanes,0.45,0.55
2016-11-06,7:00 PM,Dallas Stars,3,Chicago Blackhawks,4,OT,Chicago Blackhawks,Dallas Stars,0.7083333333333334,0.45454545454545453
2016-11-06,5:00 PM,Edmonton Oilers,2,Detroit Red Wings,1,,Edmonton Oilers,Detroit Red Wings,0.5416666666666666,0.7083333333333334
2016-11-06,7:00 PM,Winnipeg Jets,2,New York Rangers,5,,New York Rangers,Winnipeg Jets,0.75,0.4583333333333333
2016-11-06,5:00 PM,Colorado Avalanche,1,St. Louis Blues,5,,St. Louis Blues,Colorado Avalanche,0.5833333333333334,0.5
2016-11-07,7:00 PM,Buffalo Sabres,0,Boston Bruins,4,,Boston Bruins,Buffalo Sabres,0.5454545454545454,0.5454545454545454
2016-11-07,7:30 PM,Tampa Bay Lightning,1,Florida Panthers,3,,Florida Panthers,Tampa Bay Lightning,0.4583333333333333,0.625
2016-11-07,7:00 PM,Vancouver Canucks,2,New York Islanders,4,,New York Islanders,Vancouver Canucks,0.4166666666666667,0.375
2016-11-08,9:00 PM,Arizona Coyotes,4,Colorado Avalanche,2,,Arizona Coyotes,Colorado Avalanche,0.45454545454545453,0.36363636363636365
2016-11-08,7:30 PM,Boston Bruins,2,Montreal Canadiens,3,,Montreal Canadiens,Boston Bruins,0.875,0.5833333333333334
2016-11-08,7:00 PM,Carolina Hurricanes,2,New Jersey Devils,3,SO,New Jersey Devils,Carolina Hurricanes,0.5909090909090909,0.4090909090909091
2016-11-08,8:00 PM,Ottawa Senators,1,Nashville Predators,3,,Nashville Predators,Ottawa Senators,0.4090909090909091,0.6363636363636364
2016-11-08,7:00 PM,Vancouver Canucks,5,New York Rangers,3,,Vancouver Canucks,New York Rangers,0.7692307692307693,0.34615384615384615
2016-11-08,7:00 PM,Detroit Red Wings,3,Philadelphia Flyers,2,SO,Detroit Red Wings,Philadelphia Flyers,0.5,0.5
2016-11-08,7:00 PM,Edmonton Oilers,3,Pittsburgh Penguins,4,,Pittsburgh Penguins,Edmonton Oilers,0.75,0.7307692307692307
2016-11-08,7:30 PM,Los Angeles Kings,7,Toronto Maple Leafs,0,,Los Angeles Kings,Toronto Maple Leafs,0.5416666666666666,0.5
2016-11-08,8:00 PM,Dallas Stars,2,Winnipeg Jets,8,,Winnipeg Jets,Dallas Stars,0.4230769230769231,0.4583333333333333
2016-11-08,7:00 PM,San Jose Sharks,3,Washington Capitals,0,,San Jose Sharks,Washington Capitals,0.7727272727272727,0.5
2016-11-09,7:30 PM,Ottawa Senators,2,Buffalo Sabres,1,SO,Ottawa Senators,Buffalo Sabres,0.5,0.5833333333333334
2016-11-09,7:00 PM,Anaheim Ducks,2,Columbus Blue Jackets,3,OT,Columbus Blue Jackets,Anaheim Ducks,0.6,0.5384615384615384
2016-11-09,8:00 PM,Chicago Blackhawks,2,St. Louis Blues,1,OT,Chicago Blackhawks,St. Louis Blues,0.6153846153846154,0.7307692307692307
2016-11-10,9:00 PM,Winnipeg Jets,3,Arizona Coyotes,2,,Winnipeg Jets,Arizona Coyotes,0.4166666666666667,0.4642857142857143
2016-11-10,7:00 PM,Columbus Blue Jackets,2,Boston Bruins,5,,Boston Bruins,Columbus Blue Jackets,0.5384615384615384,0.6363636363636364
2016-11-10,7:00 PM,Anaheim Ducks,4,Carolina Hurricanes,2,,Anaheim Ducks,Carolina Hurricanes,0.4166666666666667,0.5357142857142857
2016-11-10,9:00 PM,Dallas Stars,4,Calgary Flames,2,,Dallas Stars,Calgary Flames,0.39285714285714285,0.4230769230769231
