Date,Time,Visitor,Visitor_Goals,Home,Home_Goals,OT,Winner,Loser,HPP,VPP
2016-11-10,7:30 PM,Vancouver Canucks,1,Detroit Red Wings,3,,Detroit Red Wings,Vancouver Canucks,0.5357142857142857,0.39285714285714285
2016-11-10,7:30 PM,San Jose Sharks,4,Florida Panthers,2,,San Jose Sharks,Florida Panthers,0.5,0.5384615384615384
2016-11-10,7:30 PM,Los Angeles Kings,1,Montreal Canadiens,4,,Montreal Canadiens,Los Angeles Kings,0.8846153846153846,0.5384615384615384
2016-11-10,8:00 PM,St. Louis Blues,1,Nashville Predators,3,,Nashville Predators,St. Louis Blues,0.4583333333333333,0.6071428571428571
2016-11-10,7:00 PM,Minnesota Wild,4,Pittsburgh Penguins,2,,Minnesota Wild,Pittsburgh Penguins,0.7692307692307693,0.5909090909090909
2016-11-10,7:30 PM,New York Islanders,1,Tampa Bay Lightning,4,,Tampa Bay Lightning,New York Islanders,0.5769230769230769,0.46153846153846156
2016-11-11,7:00 PM,New Jersey Devils,2,Buffalo Sabres,1,OT,New Jersey Devils,Buffalo Sabres,0.5,0.625
2016-11-11,8:30 PM,Washington Capitals,3,Chicago Blackhawks,2,OT,Washington Capitals,Chicago Blackhawks,0.75,0.7083333333333334
2016-11-11,9:00 PM,Winnipeg Jets,2,Colorado Avalanche,3,OT,Colorado Avalanche,Winnipeg Jets,0.4166666666666667,0.5
2016-11-11,9:00 PM,Dallas Stars,3,Edmonton Oilers,2,,Dallas Stars,Edmonton Oilers,0.6785714285714286,0.4642857142857143
2016-11-11,7:30 PM,Los Angeles Kings,1,Ottawa Senators,2,,Ottawa Senators,Los Angeles Kings,0.6153846153846154,0.5
2016-11-11,7:00 PM,Philadelphia Flyers,3,Toronto Maple Leafs,6,,Toronto Maple Leafs,Philadelphia Flyers,0.5,0.5
2016-11-12,8:00 PM,Boston Bruins,2,Arizona Coyotes,1,,Boston Bruins,Arizona Coyotes,0.38461538461538464,0.5714285714285714
2016-11-12,7:00 PM,Washington Capitals,1,Carolina Hurricanes,5,,Carolina Hurricanes,Washington Capitals,0.38461538461538464,0.7307692307692307
2016-11-12,7:00 PM,St. Louis Blues,4,Columbus Blue Jackets,8,,Columbus Blue Jackets,St. Louis Blues,0.5833333333333334,0.5666666666666667
2016-11-12,10:00 PM,New York Rangers,4,Calgary Flames,1,,New York Rangers,Calgary Flames,0.36666666666666664,0.7142857142857143
2016-11-12,7:00 PM,New York Islanders,2,Florida Panthers,3,OT,Florida Panthers,New York Islanders,0.4642857142857143,0.42857142857142855
2016-11-12,7:00 PM,Detroit Red Wings,0,Montreal Canadiens,5,,Montreal Canadiens,Detroit Red Wings,0.8928571428571429,0.5666666666666667
2016-11-12,7:00 PM,Buffalo Sabres,2,New Jersey Devils,4,,New Jersey Devils,Buffalo Sabres,0.6538461538461539,0.5
2016-11-12,8:00 PM,Anaheim Ducks,0,Nashville Predators,5,,Nashville Predators,Anaheim Ducks,0.5,0.5666666666666667
2016-11-12,7:00 PM,Minnesota Wild,2,Philadelphia Flyers,3,,Philadelphia Flyers,Minnesota Wild,0.4666666666666667,0.625
2016-11-12,7:00 PM,Toronto Maple Leafs,1,Pittsburgh Penguins,4,,Pittsburgh Penguins,Toronto Maple Leafs,0.7142857142857143,0.5357142857142857
2016-11-12,7:00 PM,San Jose Sharks,3,Tampa Bay Lightning,1,,San Jose Sharks,Tampa Bay Lightning,0.6071428571428571,0.5714285714285714
2016-11-13,7:00 PM,Montreal Canadiens,2,Chicago Blackhawks,3,,Chicago Blackhawks,Montreal Canadiens,0.7333333333333333,0.9
2016-11-13,7:00 PM,Boston Bruins,2,Colorado Avalanche,0,,Boston Bruins,Colorado Avalanche,0.46153846153846156,0.6
2016-11-13,9:30 PM,New York Rangers,3,Edmonton Oilers,1,,New York Rangers,Edmonton Oilers,0.6333333333333333,0.7333333333333333
2016-11-13,5:00 PM,Minnesota Wild,2,Ottawa Senators,1,OT,Minnesota Wild,Ottawa Senators,0.6428571428571429,0.5769230769230769
2016-11-13,4:00 PM,Dallas Stars,4,Vancouver Canucks,5,OT,Vancouver Canucks,Dallas Stars,0.36666666666666664,0.5
2016-11-13,2:00 PM,Los Angeles Kings,2,Winnipeg Jets,3,SO,Winnipeg Jets,Los Angeles Kings,0.5,0.4666666666666667
2016-11-14,7:00 PM,Tampa Bay Lightning,4,New York Islanders,0,,Tampa Bay Lightning,New York Islanders,0.43333333333333335,0.5666666666666667
2016-11-15,10:00 PM,Edmonton Oilers,1,Anaheim Ducks,4,,Anaheim Ducks,Edmonton Oilers,0.53125,0.59375
2016-11-15,7:00 PM,San Jose Sharks,0,Carolina Hurricanes,1,,Carolina Hurricanes,San Jose Sharks,0.42857142857142855,0.6
2016-11-15,7:00 PM,Washington Capitals,1,Columbus Blue Jackets,2,OT,Columbus Blue Jackets,Washington Capitals,0.6153846153846154,0.6785714285714286
2016-11-15,9:00 PM,Los Angeles Kings,1,Colorado Avalanche,4,,Colorado Avalanche,Los Angeles Kings,0.42857142857142855,0.46875
2016-11-15,8:30 PM,New Jersey Devils,2,Dallas Stars,1,OT,New Jersey Devils,Dallas Stars,0.5,0.6785714285714286
2016-11-15,7:30 PM,Tampa Bay Lightning,4,Detroit Red Wings,3,,Tampa Bay Lightning,Detroit Red Wings,0.53125,0.59375
2016-11-15,8:00 PM,Calgary Flames,1,Minnesota Wild,0,,Calgary Flames,Minnesota Wild,0.6071428571428571,0.34375
2016-11-15,7:30 PM,Florida Panthers,4,Montreal Canadiens,3,OT,Florida Panthers,Montreal Canadiens,0.84375,0.5
2016-11-15,7:00 PM,Ottawa Senators,3,Philadelphia Flyers,2,SO,Ottawa Senators,Philadelphia Flyers,0.5,0.6333333333333333
2016-11-15,8:00 PM,Buffalo Sabres,1,St. Louis Blues,4,,St. Louis Blues,Buffalo Sabres,0.53125,0.4666666666666667
2016-11-15,7:30 PM,Nashville Predators,2,Toronto Maple Leafs,6,,Toronto Maple Leafs,Nashville Predators,0.5,0.5357142857142857
2016-11-15,10:00 PM,New York Rangers,7,Vancouver Canucks,2,,New York Rangers,Vancouver Canucks,0.40625,0.75
2016-11-15,8:00 PM,Chicago Blackhawks,0,Winnipeg Jets,4,,Winnipeg Jets,Chicago Blackhawks,0.5294117647058824,0.75
2016-11-16,10:00 PM,Arizona Coyotes,1,Calgary Flames,2,OT,Calgary Flames,Arizona Coyotes,0.38235294117647056,0.35714285714285715
2016-11-16,7:30 PM,Pittsburgh Penguins,1,Washington Capitals,7,,Washington Capitals,Pittsburgh Penguins,0.6666666666666666,0.7333333333333333
2016-11-17,10:00 PM,New Jersey Devils,2,Anaheim Ducks,3,,Anaheim Ducks,New Jersey Devils,0.5588235294117647,0.7
2016-11-17,7:00 PM,Tampa Bay Lightning,4,Buffalo Sabres,1,,Tampa Bay Lightning,Buffalo Sabres,0.4375,0.6176470588235294
2016-11-17,8:30 PM,Colorado Avalanche,2,Dallas Stars,3,,Dallas Stars,Colorado Avalanche,0.5,0.4666666666666667
2016-11-17,10:30 PM,Edmonton Oilers,2,Los Angeles Kings,4,,Los Angeles Kings,Edmonton Oilers,0.4411764705882353,0.5588235294117647
2016-11-17,8:00 PM,Boston Bruins,0,Minnesota Wild,1,,Minnesota Wild,Boston Bruins,0.5666666666666667,0.625
2016-11-17,7:30 PM,Nashville Predators,5,Ottawa Senators,1,,Nashville Predators,Ottawa Senators,0.65625,0.5
2016-11-17,7:00 PM,Winnipeg Jets,2,Philadelphia Flyers,5,,Philadelphia Flyers,Winnipeg Jets,0.5,0.5555555555555556
2016-11-17,8:00 PM,San Jose Sharks,2,St. Louis Blues,3,,St. Louis Blues,San Jose Sharks,0.5588235294117647,0.5625
2016-11-17,7:30 PM,Florida Panthers,1,Toronto Maple Leafs,6,,Toronto Maple Leafs,Florida Panthers,0.53125,0.53125
2016-11-17,10:00 PM,Arizona Coyotes,2,Vancouver Canucks,3,OT,Vancouver Canucks,Arizona Coyotes,0.38235294117647056,0.36666666666666664
2016-11-18,7:30 PM,Montreal Canadiens,2,Carolina Hurricanes,3,,Carolina Hurricanes,Montreal Canadiens,0.4666666666666667,0.8235294117647058
2016-11-18,7:00 PM,New York Rangers,2,Columbus Blue Jackets,4,,Columbus Blue Jackets,New York Rangers,0.6428571428571429,0.7647058823529411
2016-11-18,9:00 PM,Chicago Blackhawks,3,Calgary Flames,2,,Chicago Blackhawks,Calgary Flames,0.4166666666666667,0.7058823529411765
2016-11-18,7:00 PM,Pittsburgh Penguins,3,New York Islanders,2,OT,Pittsburgh Penguins,New York Islanders,0.40625,0.6875
2016-11-18,7:00 PM,Detroit Red Wings,0,Washington Capitals,1,,Washington Capitals,Detroit Red Wings,0.6875,0.5
2016-11-19,8:00 PM,San Jose Sharks,2,Arizona Coyotes,3,OT,Arizona Coyotes,San Jose Sharks,0.375,0.5294117647058824
2016-11-19,7:00 PM,Winnipeg Jets,1,Boston Bruins,4,,Boston Bruins,Winnipeg Jets,0.5882352941176471,0.5263157894736842
2016-11-19,7:00 PM,Pittsburgh Penguins,1,Buffalo Sabres,2,SO,Buffalo Sabres,Pittsburgh Penguins,0.4117647058823529,0.7058823529411765
2016-11-19,7:00 PM,Edmonton Oilers,5,Dallas Stars,2,,Edmonton Oilers,Dallas Stars,0.5277777777777778,0.5277777777777778
2016-11-19,4:00 PM,New Jersey Devils,2,Los Angeles Kings,4,,Los Angeles Kings,New Jersey Devils,0.4722222222222222,0.65625
2016-11-19,8:00 PM,Colorado Avalanche,3,Minnesota Wild,2,,Colorado Avalanche,Minnesota Wild,0.59375,0.4375
2016-11-19,7:00 PM,Toronto Maple Leafs,1,Montreal Canadiens,2,,Montreal Canadiens,Toronto Maple Leafs,0.7777777777777778,0.5588235294117647
2016-11-19,7:00 PM,Florida Panthers,4,Ottawa Senators,1,,Florida Panthers,Ottawa Senators,0.6176470588235294,0.5
2016-11-19,1:00 PM,Tampa Bay Lightning,3,Philadelphia Flyers,0,,Tampa Bay Lightning,Philadelphia Flyers,0.5277777777777778,0.6388888888888888
2016-11-19,8:00 PM,Nashville Predators,1,St. Louis Blues,3,,St. Louis Blues,Nashville Predators,0.5833333333333334,0.53125
2016-11-19,10:00 PM,Chicago Blackhawks,4,Vancouver Canucks,3,OT,Chicago Blackhawks,Vancouver Canucks,0.4166666666666667,0.7222222222222222
2016-11-20,8:00 PM,Los Angeles Kings,3,Anaheim Ducks,2,,Los Angeles Kings,Anaheim Ducks,0.5833333333333334,0.5
2016-11-20,5:00 PM,Winnipeg Jets,1,Carolina Hurricanes,3,,Carolina Hurricanes,Winnipeg Jets,0.5,0.5
2016-11-20,7:30 PM,Calgary Flames,3,Detroit Red Wings,2,,Calgary Flames,Detroit Red Wings,0.4722222222222222,0.39473684210526316
2016-11-20,7:00 PM,Florida Panthers,3,New York Rangers,2,SO,Florida Panthers,New York Rangers,0.7222222222222222,0.5277777777777778
2016-11-20,12:30 PM,Columbus Blue Jackets,3,Washington Capitals,2,,Columbus Blue Jackets,Washington Capitals,0.7058823529411765,0.6666666666666666
2016-11-21,7:00 PM,Calgary Flames,2,Buffalo Sabres,4,,Buffalo Sabres,Calgary Flames,0.4444444444444444,0.425
2016-11-21,7:00 PM,Colorado Avalanche,3,Columbus Blue Jackets,2,OT,Colorado Avalanche,Columbus Blue Jackets,0.6875,0.47058823529411764
2016-11-21,8:30 PM,Minnesota Wild,2,Dallas Stars,3,OT,Dallas Stars,Minnesota Wild,0.5,0.5588235294117647
2016-11-21,9:00 PM,Chicago Blackhawks,0,Edmonton Oilers,5,,Edmonton Oilers,Chicago Blackhawks,0.5526315789473685,0.7368421052631579
2016-11-21,8:00 PM,Tampa Bay Lightning,1,Nashville Predators,3,,Nashville Predators,Tampa Bay Lightning,0.5,0.6578947368421053
2016-11-21,7:00 PM,New York Rangers,5,Pittsburgh Penguins,2,,New York Rangers,Pittsburgh Penguins,0.6944444444444444,0.7105263157894737
2016-11-21,10:30 PM,New Jersey Devils,0,San Jose Sharks,4,,San Jose Sharks,New Jersey Devils,0.5277777777777778,0.6176470588235294
2016-11-22,10:00 PM,New York Islanders,3,Anaheim Ducks,2,SO,New York Islanders,Anaheim Ducks,0.5526315789473685,0.4117647058823529
2016-11-22,7:00 PM,St. Louis Blues,4,Boston Bruins,2,,St. Louis Blues,Boston Bruins,0.6111111111111112,0.6052631578947368
2016-11-22,7:30 PM,Philadelphia Flyers,3,Florida Panthers,1,,Philadelphia Flyers,Florida Panthers,0.5526315789473685,0.5
2016-11-22,7:30 PM,Ottawa Senators,4,Montreal Canadiens,3,,Ottawa Senators,Montreal Canadiens,0.7894736842105263,0.5833333333333334
2016-11-22,7:00 PM,Carolina Hurricanes,2,Toronto Maple Leafs,1,,Carolina Hurricanes,Toronto Maple Leafs,0.5277777777777778,0.5294117647058824
2016-11-23,10:00 PM,Vancouver Canucks,4,Arizona Coyotes,1,,Vancouver Canucks,Arizona Coyotes,0.4117647058823529,0.42105263157894735
2016-11-23,7:00 PM,Detroit Red Wings,2,Buffalo Sabres,1,SO,Detroit Red Wings,Buffalo Sabres,0.47368421052631576,0.4473684210526316
2016-11-23,7:00 PM,Calgary Flames,2,Columbus Blue Jackets,0,,Calgary Flames,Columbus Blue Jackets,0.6764705882352942,0.40476190476190477
2016-11-23,10:00 PM,Edmonton Oilers,6,Colorado Avalanche,3,,Edmonton Oilers,Colorado Avalanche,0.5,0.575
2016-11-23,10:30 PM,New York Islanders,2,Los Angeles Kings,4,,Los Angeles Kings,New York Islanders,0.525,0.4444444444444444
2016-11-23,7:00 PM,Winnipeg Jets,1,Minnesota Wild,3,,Minnesota Wild,Winnipeg Jets,0.5555555555555556,0.47619047619047616
2016-11-23,7:00 PM,Toronto Maple Leafs,4,New Jersey Devils,5,SO,New Jersey Devils,Toronto Maple Leafs,0.5833333333333334,0.5
2016-11-23,8:00 PM,Dallas Stars,2,Nashville Predators,5,,Nashville Predators,Dallas Stars,0.5277777777777778,0.525
2016-11-23,7:00 PM,Pittsburgh Penguins,6,New York Rangers,1,,Pittsburgh Penguins,New York Rangers,0.725,0.6578947368421053
2016-11-23,10:00 PM,Chicago Blackhawks,1,San Jose Sharks,2,,San Jose Sharks,Chicago Blackhawks,0.5526315789473685,0.7
2016-11-23,7:30 PM,Philadelphia Flyers,2,Tampa Bay Lightning,4,,Tampa Bay Lightning,Philadelphia Flyers,0.625,0.525
2016-11-23,7:00 PM,St. Louis Blues,3,Washington Capitals,4,,Washington Capitals,St. Louis Blues,0.6666666666666666,0.625
2016-11-24,7:30 PM,Carolina Hurricanes,1,Montreal Canadiens,2,,Montreal Canadiens,Carolina Hurricanes,0.75,0.5555555555555556
2016-11-24,7:30 PM,Boston Bruins,1,Ottawa Senators,3,,Ottawa Senators,Boston Bruins,0.6052631578947368,0.5789473684210527
2016-11-25,4:00 PM,Chicago Blackhawks,3,Anaheim Ducks,2,,Chicago Blackhawks,Anaheim Ducks,0.55,0.6666666666666666
2016-11-25,9:00 PM,Edmonton Oilers,2,Arizona Coyotes,3,SO,Arizona Coyotes,Edmonton Oilers,0.3888888888888889,0.5952380952380952
2016-11-25,7:30 PM,Calgary Flames,2,Boston Bruins,1,,Calgary Flames,Boston Bruins,0.55,0.4318181818181818
2016-11-25,8:30 PM,Vancouver Canucks,1,Dallas Stars,2,,Dallas Stars,Vancouver Canucks,0.5,0.45
2016-11-25,4:00 PM,Pittsburgh Penguins,2,Minnesota Wild,6,,Minnesota Wild,Pittsburgh Penguins,0.5789473684210527,0.675
2016-11-25,7:30 PM,Detroit Red Wings,5,New Jersey Devils,4,OT,Detroit Red Wings,New Jersey Devils,0.6052631578947368,0.475
2016-11-25,6:00 PM,Winnipeg Jets,1,Nashville Predators,5,,Nashville Predators,Winnipeg Jets,0.5526315789473685,0.45454545454545453
2016-11-25,1:00 PM,New York Rangers,3,Philadelphia Flyers,2,,New York Rangers,Philadelphia Flyers,0.5,0.6904761904761905
2016-11-25,4:00 PM,New York Islanders,2,San Jose Sharks,3,,San Jose Sharks,New York Islanders,0.575,0.42105263157894735
2016-11-25,7:30 PM,Columbus Blue Jackets,5,Tampa Bay Lightning,3,,Columbus Blue Jackets,Tampa Bay Lightning,0.6428571428571429,0.6388888888888888
2016-11-25,5:00 PM,Buffalo Sabres,1,Washington Capitals,3,,Washington Capitals,Buffalo Sabres,0.6842105263157895,0.475
2016-11-26,10:00 PM,Vancouver Canucks,3,Colorado Avalanche,2,SO,Vancouver Canucks,Colorado Avalanche,0.47368421052631576,0.42857142857142855
2016-11-26,7:00 PM,Montreal Canadiens,2,Detroit Red Wings,1,OT,Montreal Canadiens,Detroit Red Wings,0.5,0.7619047619047619
2016-11-26,7:00 PM,Columbus Blue Jackets,1,Florida Panthers,2,SO,Florida Panthers,Columbus Blue Jackets,0.525,0.6578947368421053
2016-11-26,10:30 PM,Chicago Blackhawks,1,Los Angeles Kings,2,OT,Los Angeles Kings,Chicago Blackhawks,0.5476190476190477,0.6818181818181818
2016-11-26,7:00 PM,Carolina Hurricanes,1,Ottawa Senators,2,,Ottawa Senators,Carolina Hurricanes,0.625,0.5263157894736842
2016-11-26,7:00 PM,New Jersey Devils,3,Pittsburgh Penguins,4,SO,Pittsburgh Penguins,New Jersey Devils,0.6428571428571429,0.6
2016-11-26,10:30 PM,Anaheim Ducks,3,San Jose Sharks,2,,Anaheim Ducks,San Jose Sharks,0.5952380952380952,0.5238095238095238
2016-11-26,8:00 PM,Minnesota Wild,3,St. Louis Blues,4,SO,St. Louis Blues,Minnesota Wild,0.5952380952380952,0.6
2016-11-26,7:00 PM,Washington Capitals,2,Toronto Maple Leafs,4,,Toronto Maple Leafs,Washington Capitals,0.5,0.7
2016-11-27,1:00 PM,Tampa Bay Lightning,1,Boston Bruins,4,,Boston Bruins,Tampa Bay Lightning,0.5238095238095238,0.6136363636363636
2016-11-27,6:00 PM,Florida Panthers,2,Carolina Hurricanes,3,,Carolina Hurricanes,Florida Panthers,0.5,0.5476190476190477
2016-11-27,3:00 PM,Arizona Coyotes,2,Edmonton Oilers,1,,Arizona Coyotes,Edmonton Oilers,0.5909090909090909,0.42105263157894735
2016-11-27,7:00 PM,Ottawa Senators,2,New York Rangers,0,,Ottawa Senators,New York Rangers,0.7045454545454546,0.6428571428571429
2016-11-27,7:30 PM,Calgary Flames,3,Philadelphia Flyers,5,,Philadelphia Flyers,Calgary Flames,0.4772727272727273,0.45652173913043476
2016-11-27,1:00 PM,Nashville Predators,0,Winnipeg Jets,3,,Winnipeg Jets,Nashville Predators,0.43478260869565216,0.575
2016-11-28,7:00 PM,Calgary Flames,1,New York Islanders,2,OT,New York Islanders,Calgary Flames,0.4,0.4375
2016-11-28,8:00 PM,Dallas Stars,3,St. Louis Blues,4,OT,St. Louis Blues,Dallas Stars,0.6136363636363636,0.5227272727272727
2016-11-29,10:00 PM,Montreal Canadiens,1,Anaheim Ducks,2,,Anaheim Ducks,Montreal Canadiens,0.5454545454545454,0.7727272727272727
2016-11-29,7:00 PM,Tampa Bay Lightning,1,Columbus Blue Jackets,5,,Columbus Blue Jackets,Tampa Bay Lightning,0.65,0.5869565217391305
2016-11-29,8:30 PM,Florida Panthers,1,Chicago Blackhawks,2,SO,Chicago Blackhawks,Florida Panthers,0.6739130434782609,0.5227272727272727
2016-11-29,9:00 PM,Nashville Predators,5,Colorado Avalanche,3,,Nashville Predators,Colorado Avalanche,0.475,0.5476190476190477
2016-11-29,7:30 PM,Dallas Stars,1,Detroit Red Wings,3,,Detroit Red Wings,Dallas Stars,0.5,0.5217391304347826
2016-11-29,9:00 PM,Toronto Maple Leafs,4,Edmonton Oilers,2,,Toronto Maple Leafs,Edmonton Oilers,0.5652173913043478,0.5238095238095238
2016-11-29,7:00 PM,Carolina Hurricanes,2,New York Rangers,3,,New York Rangers,Carolina Hurricanes,0.6739130434782609,0.5238095238095238
2016-11-29,7:30 PM,Buffalo Sabres,5,Ottawa Senators,4,,Buffalo Sabres,Ottawa Senators,0.6590909090909091,0.4523809523809524
2016-11-29,7:30 PM,Boston Bruins,2,Philadelphia Flyers,3,SO,Philadelphia Flyers,Boston Bruins,0.5,0.5454545454545454
2016-11-29,10:00 PM,Arizona Coyotes,1,San Jose Sharks,2,OT,San Jose Sharks,Arizona Coyotes,0.5681818181818182,0.45
2016-11-29,10:00 PM,Minnesota Wild,4,Vancouver Canucks,5,,Vancouver Canucks,Minnesota Wild,0.45454545454545453,0.5952380952380952
2016-11-29,8:00 PM,New Jersey Devils,2,Winnipeg Jets,3,,Winnipeg Jets,New Jersey Devils,0.4583333333333333,0.5952380952380952
2016-11-30,8:30 PM,Toronto Maple Leafs,0,Calgary Flames,3,,Calgary Flames,Toronto Maple Leafs,0.44,0.5454545454545454
2016-11-30,10:30 PM,San Jose Sharks,4,Los Angeles Kings,1,,San Jose Sharks,Los Angeles Kings,0.5681818181818182,0.5869565217391305
2016-11-30,8:00 PM,Pittsburgh Penguins,3,New York Islanders,5,,New York Islanders,Pittsburgh Penguins,0.42857142857142855,0.6590909090909091
2016-12-01,9:00 PM,Los Angeles Kings,4,Arizona Coyotes,3,,Los Angeles Kings,Arizona Coyotes,0.4523809523809524,0.5434782608695652
2016-12-01,7:00 PM,Carolina Hurricanes,1,Boston Bruins,2,SO,Boston Bruins,Carolina Hurricanes,0.5434782608695652,0.5
2016-12-01,7:00 PM,New York Rangers,3,Buffalo Sabres,4,,Buffalo Sabres,New York Rangers,0.4772727272727273,0.6875
2016-12-01,8:30 PM,New Jersey Devils,3,Chicago Blackhawks,4,OT,Chicago Blackhawks,New Jersey Devils,0.6875,0.5681818181818182
2016-12-01,9:00 PM,Columbus Blue Jackets,3,Colorado Avalanche,2,,Columbus Blue Jackets,Colorado Avalanche,0.4523809523809524,0.6666666666666666
2016-12-01,7:30 PM,Florida Panthers,2,Detroit Red Wings,1,OT,Florida Panthers,Detroit Red Wings,0.5217391304347826,0.5217391304347826
2016-12-01,7:30 PM,Philadelphia Flyers,3,Ottawa Senators,2,OT,Philadelphia Flyers,Ottawa Senators,0.6304347826086957,0.5208333333333334
2016-12-01,7:00 PM,Dallas Stars,2,Pittsburgh Penguins,6,,Pittsburgh Penguins,Dallas Stars,0.6304347826086957,0.5
2016-12-01,8:00 PM,Tampa Bay Lightning,4,St. Louis Blues,5,,St. Louis Blues,Tampa Bay Lightning,0.6304347826086957,0.5625
2016-12-01,10:00 PM,Anaheim Ducks,3,Vancouver Canucks,1,,Anaheim Ducks,Vancouver Canucks,0.4782608695652174,0.5652173913043478
2016-12-01,8:00 PM,Edmonton Oilers,6,Winnipeg Jets,3,,Edmonton Oilers,Winnipeg Jets,0.48,0.5416666666666666
2016-12-01,7:00 PM,New York Islanders,3,Washington Capitals,0,,New York Islanders,Washington Capitals,0.6666666666666666,0.45454545454545453
2016-12-02,9:00 PM,Minnesota Wild,2,Calgary Flames,3,SO,Calgary Flames,Minnesota Wild,0.46153846153846156,0.5681818181818182
2016-12-02,10:30 PM,Montreal Canadiens,1,San Jose Sharks,2,,San Jose Sharks,Montreal Canadiens,0.6041666666666666,0.7391304347826086
2016-12-03,8:00 PM,Columbus Blue Jackets,3,Arizona Coyotes,2,SO,Columbus Blue Jackets,Arizona Coyotes,0.4318181818181818,0.6818181818181818
2016-12-03,1:00 PM,Boston Bruins,2,Buffalo Sabres,1,,Boston Bruins,Buffalo Sabres,0.5,0.5625
2016-12-03,9:00 PM,Dallas Stars,3,Colorado Avalanche,0,,Dallas Stars,Colorado Avalanche,0.4318181818181818,0.48
2016-12-03,10:00 PM,Anaheim Ducks,2,Edmonton Oilers,3,OT,Edmonton Oilers,Anaheim Ducks,0.56,0.5833333333333334
2016-12-03,2:00 PM,New Jersey Devils,5,Nashville Predators,4,OT,New Jersey Devils,Nashville Predators,0.5681818181818182,0.5652173913043478
2016-12-03,1:00 PM,Carolina Hurricanes,2,New York Rangers,4,,New York Rangers,Carolina Hurricanes,0.66,0.5
2016-12-03,7:00 PM,Florida Panthers,0,Ottawa Senators,2,,Ottawa Senators,Florida Panthers,0.625,0.5416666666666666
2016-12-03,1:00 PM,Chicago Blackhawks,1,Philadelphia Flyers,3,,Philadelphia Flyers,Chicago Blackhawks,0.54,0.7
2016-12-03,7:00 PM,Detroit Red Wings,3,Pittsburgh Penguins,5,,Pittsburgh Penguins,Detroit Red Wings,0.6458333333333334,0.5208333333333334
2016-12-03,7:00 PM,Winnipeg Jets,3,St. Louis Blues,2,OT,Winnipeg Jets,St. Louis Blues,0.6458333333333334,0.46153846153846156
2016-12-03,7:00 PM,Washington Capitals,1,Tampa Bay Lightning,2,SO,Tampa Bay Lightning,Washington Capitals,0.54,0.6363636363636364
2016-12-03,7:00 PM,Toronto Maple Leafs,2,Vancouver Canucks,3,SO,Vancouver Canucks,Toronto Maple Leafs,0.4583333333333333,0.5217391304347826
2016-12-04,5:00 PM,Tampa Bay Lightning,0,Carolina Hurricanes,1,OT,Carolina Hurricanes,Tampa Bay Lightning,0.4791666666666667,0.5576923076923077
2016-12-04,9:30 PM,Anaheim Ducks,3,Calgary Flames,8,,Calgary Flames,Anaheim Ducks,0.48148148148148145,0.58
2016-12-04,7:00 PM,Winnipeg Jets,2,Chicago Blackhawks,1,,Winnipeg Jets,Chicago Blackhawks,0.6730769230769231,0.48148148148148145
2016-12-04,9:30 PM,Minnesota Wild,2,Edmonton Oilers,1,OT,Minnesota Wild,Edmonton Oilers,0.5769230769230769,0.5652173913043478
2016-12-04,3:00 PM,Montreal Canadiens,5,Los Angeles Kings,4,SO,Montreal Canadiens,Los Angeles Kings,0.5625,0.7083333333333334
2016-12-04,6:00 PM,Philadelphia Flyers,4,Nashville Predators,2,,Philadelphia Flyers,Nashville Predators,0.5652173913043478,0.5576923076923077
2016-12-04,6:00 PM,Detroit Red Wings,4,New York Islanders,3,OT,Detroit Red Wings,New York Islanders,0.4782608695652174,0.5
2016-12-05,7:00 PM,Florida Panthers,3,Boston Bruins,4,OT,Boston Bruins,Florida Panthers,0.58,0.52
2016-12-05,7:00 PM,Arizona Coyotes,1,Columbus Blue Jackets,4,,Columbus Blue Jackets,Arizona Coyotes,0.6956521739130435,0.43478260869565216
2016-12-05,7:00 PM,Ottawa Senators,5,Pittsburgh Penguins,8,,Pittsburgh Penguins,Ottawa Senators,0.66,0.64
2016-12-05,7:00 PM,Buffalo Sabres,2,Washington Capitals,3,OT,Washington Capitals,Buffalo Sabres,0.6304347826086957,0.4791666666666667
2016-12-06,7:00 PM,Edmonton Oilers,3,Buffalo Sabres,4,OT,Buffalo Sabres,Edmonton Oilers,0.48,0.5740740740740741
2016-12-06,8:30 PM,Arizona Coyotes,0,Chicago Blackhawks,4,,Chicago Blackhawks,Arizona Coyotes,0.6481481481481481,0.4166666666666667
2016-12-06,8:30 PM,Calgary Flames,2,Dallas Stars,1,,Calgary Flames,Dallas Stars,0.5,0.5
2016-12-06,7:00 PM,Vancouver Canucks,2,New Jersey Devils,3,,New Jersey Devils,Vancouver Canucks,0.5833333333333334,0.48
2016-12-06,8:00 PM,Colorado Avalanche,3,Nashville Predators,4,,Nashville Predators,Colorado Avalanche,0.5416666666666666,0.41304347826086957
2016-12-06,7:00 PM,New York Rangers,2,New York Islanders,4,,New York Islanders,New York Rangers,0.4791666666666667,0.6730769230769231
2016-12-06,7:00 PM,Florida Panthers,2,Philadelphia Flyers,3,OT,Philadelphia Flyers,Florida Panthers,0.5740740740740741,0.5192307692307693
2016-12-06,8:00 PM,Montreal Canadiens,2,St. Louis Blues,3,OT,St. Louis Blues,Montreal Canadiens,0.64,0.72
2016-12-06,8:00 PM,Detroit Red Wings,4,Winnipeg Jets,3,SO,Detroit Red Wings,Winnipeg Jets,0.5,0.5192307692307693
