Date,Time,Visitor,G,Home,G,,Att.,LOG,Notes
2019-11-15,7:30 PM,Philadelphia Flyers,1,Ottawa Senators,2,,10664,2:21,
2019-11-15,7:00 PM,Boston Bruins,4,Toronto Maple Leafs,2,,19434,2:32,
2019-11-15,7:00 PM,Montreal Canadiens,5,Washington Capitals,2,,18573,2:30,
2019-11-16,4:00 PM,Calgary Flames,0,Arizona Coyotes,3,,13534,2:27,
2019-11-16,7:00 PM,Washington Capitals,3,Boston Bruins,2,SO,17850,2:35,
2019-11-16,7:00 PM,Ottawa Senators,2,Buffalo Sabres,4,,18555,2:29,
2019-11-16,4:00 PM,Dallas Stars,5,Edmonton Oilers,4,OT,17346,2:35,
2019-11-16,7:00 PM,New York Rangers,3,Florida Panthers,4,,16512,2:29,
2019-11-16,4:00 PM,Vegas Golden Knights,3,Los Angeles Kings,4,,17282,2:27,
2019-11-16,2:00 PM,Carolina Hurricanes,4,Minnesota Wild,3,OT,17101,2:32,
2019-11-16,7:00 PM,New Jersey Devils,4,Montreal Canadiens,3,OT,21016,2:49,
2019-11-16,8:00 PM,Chicago Blackhawks,7,Nashville Predators,2,,17393,2:20,
2019-11-16,7:00 PM,New York Islanders,4,Philadelphia Flyers,3,SO,19023,2:35,
2019-11-16,7:00 PM,Toronto Maple Leafs,1,Pittsburgh Penguins,6,,18587,2:26,
2019-11-16,10:30 PM,Detroit Red Wings,3,San Jose Sharks,4,SO,17562,2:29,
2019-11-16,8:00 PM,Anaheim Ducks,4,St. Louis Blues,1,,18096,2:25,
2019-11-16,4:00 PM,Winnipeg Jets,4,Tampa Bay Lightning,3,,19092,2:29,
2019-11-16,10:00 PM,Colorado Avalanche,5,Vancouver Canucks,4,OT,18409,2:30,
2019-11-17,7:00 PM,Buffalo Sabres,1,Chicago Blackhawks,4,,21334,2:26,
2019-11-17,7:00 PM,Calgary Flames,0,Vegas Golden Knights,6,,18083,2:36,
2019-11-18,9:00 PM,Los Angeles Kings,0,Arizona Coyotes,3,,12210,2:19,
2019-11-18,7:00 PM,Anaheim Ducks,2,Washington Capitals,5,,18573,2:34,
2019-11-19,7:00 PM,Minnesota Wild,4,Buffalo Sabres,1,,15522,2:28,
2019-11-19,7:00 PM,Montreal Canadiens,2,Columbus Blue Jackets,5,,14118,2:24,
2019-11-19,9:00 PM,Colorado Avalanche,3,Calgary Flames,2,,18698,2:21,
2019-11-19,8:30 PM,Carolina Hurricanes,4,Chicago Blackhawks,2,,21325,2:29,
2019-11-19,8:30 PM,Vancouver Canucks,1,Dallas Stars,6,,18198,2:31,
2019-11-19,7:30 PM,Ottawa Senators,4,Detroit Red Wings,3,,19156,2:35,
2019-11-19,7:00 PM,Philadelphia Flyers,2,Florida Panthers,5,,11515,2:24,
2019-11-19,7:00 PM,Boston Bruins,5,New Jersey Devils,1,,15061,2:21,
2019-11-19,8:00 PM,Winnipeg Jets,2,Nashville Predators,1,,17165,2:23,
2019-11-19,7:00 PM,New York Islanders,5,Pittsburgh Penguins,4,OT,18411,2:41,
2019-11-19,10:30 PM,Edmonton Oilers,5,San Jose Sharks,2,,16147,2:22,
2019-11-19,8:00 PM,Tampa Bay Lightning,1,St. Louis Blues,3,,18096,2:34,
2019-11-19,10:00 PM,Toronto Maple Leafs,2,Vegas Golden Knights,4,,18292,2:27,
2019-11-20,7:30 PM,Ottawa Senators,2,Montreal Canadiens,1,OT,20862,2:29,
2019-11-20,8:00 PM,Washington Capitals,1,New York Rangers,4,,17239,2:26,
2019-11-21,9:00 PM,Toronto Maple Leafs,3,Arizona Coyotes,1,,12495,2:23,
2019-11-21,7:00 PM,Buffalo Sabres,2,Boston Bruins,3,,17850,2:29,
2019-11-21,7:00 PM,Philadelphia Flyers,5,Carolina Hurricanes,3,,14734,2:31,
2019-11-21,7:00 PM,Detroit Red Wings,4,Columbus Blue Jackets,5,,14417,2:39,
2019-11-21,8:30 PM,Tampa Bay Lightning,4,Chicago Blackhawks,2,,21336,2:23,
2019-11-21,8:30 PM,Winnipeg Jets,3,Dallas Stars,5,,18133,2:32,
2019-11-21,7:00 PM,Anaheim Ducks,4,Florida Panthers,5,OT,11316,2:31,
2019-11-21,10:30 PM,Edmonton Oilers,1,Los Angeles Kings,5,,15539,2:25,
2019-11-21,8:00 PM,Colorado Avalanche,2,Minnesota Wild,3,,17574,2:31,
2019-11-21,8:00 PM,Vancouver Canucks,6,Nashville Predators,3,,17168,2:45,
2019-11-21,7:00 PM,Pittsburgh Penguins,3,New York Islanders,4,OT,13212,2:46,at Barclays Center (Brooklyn NY)
2019-11-21,8:00 PM,Calgary Flames,0,St. Louis Blues,5,,18096,2:24,
2019-11-21,10:00 PM,San Jose Sharks,2,Vegas Golden Knights,1,OT,18275,2:34,
2019-11-22,7:30 PM,New York Rangers,1,Ottawa Senators,4,,12349,2:25,
2019-11-22,7:00 PM,New Jersey Devils,1,Pittsburgh Penguins,4,,18420,2:31,
2019-11-23,7:00 PM,Minnesota Wild,4,Boston Bruins,5,OT,17850,2:46,
2019-11-23,7:00 PM,Florida Panthers,2,Carolina Hurricanes,4,,18159,2:22,
2019-11-23,7:00 PM,Toronto Maple Leafs,5,Colorado Avalanche,3,,18137,2:32,
2019-11-23,8:00 PM,Chicago Blackhawks,1,Dallas Stars,2,SO,18532,2:46,
2019-11-23,4:00 PM,Arizona Coyotes,3,Los Angeles Kings,2,,15912,2:29,
2019-11-23,7:00 PM,New York Rangers,6,Montreal Canadiens,5,,21302,2:29,
2019-11-23,7:00 PM,Detroit Red Wings,1,New Jersey Devils,5,,16514,2:28,
2019-11-23,1:00 PM,Calgary Flames,3,Philadelphia Flyers,2,SO,17198,2:47,
2019-11-23,10:30 PM,New York Islanders,1,San Jose Sharks,2,OT,16471,2:24,
2019-11-23,8:00 PM,Nashville Predators,4,St. Louis Blues,2,,18096,2:29,
2019-11-23,7:00 PM,Anaheim Ducks,2,Tampa Bay Lightning,6,,19092,2:33,
2019-11-23,10:00 PM,Edmonton Oilers,4,Vegas Golden Knights,2,,18319,2:28,
2019-11-23,7:00 PM,Columbus Blue Jackets,3,Winnipeg Jets,4,,15325,2:28,
2019-11-23,12:30 PM,Vancouver Canucks,2,Washington Capitals,1,SO,18573,2:40,
2019-11-24,8:00 PM,Edmonton Oilers,4,Arizona Coyotes,3,SO,12908,2:35,
2019-11-24,7:00 PM,Carolina Hurricanes,2,Detroit Red Wings,0,,18726,2:25,
2019-11-24,5:00 PM,Buffalo Sabres,5,Florida Panthers,2,,14443,2:21,
2019-11-25,10:00 PM,New York Islanders,0,Anaheim Ducks,3,,16269,2:28,
2019-11-25,7:00 PM,Ottawa Senators,0,Columbus Blue Jackets,1,,14730,2:22,
2019-11-25,8:30 PM,Vegas Golden Knights,2,Dallas Stars,4,,18532,2:24,
2019-11-25,10:30 PM,San Jose Sharks,4,Los Angeles Kings,3,OT,16927,2:29,
2019-11-25,8:00 PM,St. Louis Blues,2,Nashville Predators,3,SO,17168,2:39,
2019-11-25,7:00 PM,Minnesota Wild,2,New York Rangers,3,OT,18006,2:31,
2019-11-25,7:00 PM,Vancouver Canucks,1,Philadelphia Flyers,2,,17083,2:21,
2019-11-25,7:00 PM,Calgary Flames,2,Pittsburgh Penguins,3,OT,18437,2:33,
2019-11-25,7:00 PM,Buffalo Sabres,2,Tampa Bay Lightning,5,,19092,2:24,
2019-11-26,8:00 PM,Dallas Stars,0,Chicago Blackhawks,3,,21210,2:21,
2019-11-26,7:00 PM,Boston Bruins,8,Montreal Canadiens,1,,21302,2:27,
2019-11-26,7:00 PM,Minnesota Wild,3,New Jersey Devils,2,,14627,2:34,
2019-11-27,9:30 PM,Anaheim Ducks,3,Arizona Coyotes,4,SO,14741,2:37,
2019-11-27,7:00 PM,Calgary Flames,3,Buffalo Sabres,2,OT,17485,2:25,
2019-11-27,7:00 PM,Philadelphia Flyers,3,Columbus Blue Jackets,2,,14975,2:20,
2019-11-27,10:00 PM,Edmonton Oilers,1,Colorado Avalanche,4,,18021,2:27,
2019-11-27,7:00 PM,Toronto Maple Leafs,6,Detroit Red Wings,0,,19515,2:26,
2019-11-27,10:30 PM,New York Islanders,1,Los Angeles Kings,4,,16082,2:26,
2019-11-27,8:00 PM,Vegas Golden Knights,4,Nashville Predators,3,OT,17326,2:28,
2019-11-27,7:00 PM,Carolina Hurricanes,2,New York Rangers,3,,17269,2:32,
2019-11-27,7:00 PM,Boston Bruins,2,Ottawa Senators,1,,13336,2:17,
2019-11-27,7:00 PM,Vancouver Canucks,6,Pittsburgh Penguins,8,,18465,2:40,
2019-11-27,10:30 PM,Winnipeg Jets,5,San Jose Sharks,1,,16008,2:25,
2019-11-27,7:00 PM,St. Louis Blues,4,Tampa Bay Lightning,3,,19092,2:28,
2019-11-27,7:00 PM,Florida Panthers,3,Washington Capitals,4,,18573,2:23,
2019-11-28,7:30 PM,New Jersey Devils,6,Montreal Canadiens,4,,20876,2:35,
2019-11-29,4:00 PM,Winnipeg Jets,3,Anaheim Ducks,0,,16301,2:24,
2019-11-29,1:00 PM,New York Rangers,2,Boston Bruins,3,OT,17850,2:28,
2019-11-29,4:00 PM,Toronto Maple Leafs,4,Buffalo Sabres,6,,19070,2:28,
2019-11-29,7:30 PM,Nashville Predators,3,Carolina Hurricanes,0,,18680,2:25,
2019-11-29,7:00 PM,Pittsburgh Penguins,2,Columbus Blue Jackets,5,,17402,2:30,
2019-11-29,4:00 PM,Colorado Avalanche,5,Chicago Blackhawks,2,,21822,2:26,
2019-11-29,8:30 PM,St. Louis Blues,3,Dallas Stars,1,,18532,2:28,
2019-11-29,4:00 PM,Ottawa Senators,2,Minnesota Wild,7,,17112,2:34,
2019-11-29,4:00 PM,Detroit Red Wings,1,Philadelphia Flyers,6,,18566,2:23,
2019-11-29,4:00 PM,Los Angeles Kings,1,San Jose Sharks,4,,16893,2:17,
2019-11-29,6:00 PM,Arizona Coyotes,1,Vegas Golden Knights,2,SO,18326,2:43,
2019-11-29,5:00 PM,Tampa Bay Lightning,3,Washington Capitals,4,OT,18573,2:41,
2019-11-30,8:00 PM,San Jose Sharks,4,Arizona Coyotes,2,,15485,2:16,
2019-11-30,7:00 PM,Ottawa Senators,1,Calgary Flames,3,,18919,2:27,
2019-11-30,9:00 PM,Chicago Blackhawks,3,Colorado Avalanche,7,,18015,2:30,
2019-11-30,7:00 PM,Washington Capitals,5,Detroit Red Wings,2,,19190,2:26,
2019-11-30,10:00 PM,Vancouver Canucks,5,Edmonton Oilers,2,,18035,2:25,
2019-11-30,7:00 PM,Nashville Predators,0,Florida Panthers,3,,14285,2:22,
2019-11-30,10:00 PM,Winnipeg Jets,1,Los Angeles Kings,2,,17249,2:26,
2019-11-30,3:00 PM,Philadelphia Flyers,4,Montreal Canadiens,3,OT,21213,2:31,
2019-11-30,1:00 PM,New York Rangers,4,New Jersey Devils,0,,16514,2:30,
2019-11-30,7:00 PM,Columbus Blue Jackets,0,New York Islanders,2,,13433,2:13,at Barclays Center (Brooklyn NY)
2019-11-30,8:00 PM,Pittsburgh Penguins,2,St. Louis Blues,5,,18096,2:19,
2019-11-30,7:00 PM,Carolina Hurricanes,3,Tampa Bay Lightning,2,,19092,2:29,
2019-11-30,7:00 PM,Buffalo Sabres,1,Toronto Maple Leafs,2,OT,19250,2:29,
2019-12-01,7:00 PM,Montreal Canadiens,1,Boston Bruins,3,,17850,2:31,
2019-12-01,3:00 PM,Dallas Stars,2,Minnesota Wild,3,SO,17096,2:35,
2019-12-01,10:00 PM,Edmonton Oilers,3,Vancouver Canucks,2,,18871,2:22,
2019-12-02,10:00 PM,Los Angeles Kings,2,Anaheim Ducks,4,,15434,2:28,
2019-12-02,7:00 PM,New Jersey Devils,1,Buffalo Sabres,7,,15422,2:25,
2019-12-02,8:30 PM,St. Louis Blues,4,Chicago Blackhawks,0,,21204,2:17,
2019-12-02,7:30 PM,New York Islanders,4,Detroit Red Wings,1,,17510,2:22,
2019-12-02,7:00 PM,Vegas Golden Knights,4,New York Rangers,1,,16325,2:18,
2019-12-03,7:00 PM,Carolina Hurricanes,0,Boston Bruins,2,,17850,2:26,
2019-12-03,7:00 PM,Arizona Coyotes,4,Columbus Blue Jackets,2,,14455,2:23,
2019-12-03,7:00 PM,Minnesota Wild,4,Florida Panthers,2,,10167,2:23,
2019-12-03,7:00 PM,New York Islanders,2,Montreal Canadiens,4,,20440,2:32,
2019-12-03,7:00 PM,Vegas Golden Knights,4,New Jersey Devils,3,,12831,2:29,
2019-12-03,8:00 PM,Tampa Bay Lightning,3,Nashville Predators,2,OT,17163,2:38,
2019-12-03,7:00 PM,Toronto Maple Leafs,1,Philadelphia Flyers,6,,15811,2:15,
2019-12-03,10:30 PM,Washington Capitals,5,San Jose Sharks,2,,15762,2:15,
2019-12-03,10:00 PM,Ottawa Senators,2,Vancouver Canucks,5,,18559,2:24,
2019-12-03,8:00 PM,Dallas Stars,1,Winnipeg Jets,5,,15325,2:32,
2019-12-04,9:30 PM,Ottawa Senators,5,Edmonton Oilers,2,,17162,2:28,
2019-12-04,10:00 PM,Washington Capitals,3,Los Angeles Kings,1,,16102,2:27,
2019-12-04,8:00 PM,St. Louis Blues,0,Pittsburgh Penguins,3,,18411,2:22,
2019-12-04,7:00 PM,Colorado Avalanche,3,Toronto Maple Leafs,1,,19351,2:20,
2019-12-05,7:00 PM,Chicago Blackhawks,4,Boston Bruins,3,OT,17850,2:32,
2019-12-05,7:00 PM,San Jose Sharks,2,Carolina Hurricanes,3,SO,14275,2:41,
2019-12-05,7:00 PM,New York Rangers,3,Columbus Blue Jackets,2,,15785,2:25,
2019-12-05,9:00 PM,Buffalo Sabres,3,Calgary Flames,4,,18085,2:27,
2019-12-05,8:30 PM,Winnipeg Jets,2,Dallas Stars,3,OT,17983,2:35,
2019-12-05,7:00 PM,Colorado Avalanche,3,Montreal Canadiens,2,,21302,2:31,
2019-12-05,7:00 PM,Vegas Golden Knights,2,New York Islanders,3,OT,13117,2:29,
2019-12-05,7:00 PM,Arizona Coyotes,3,Philadelphia Flyers,1,,17440,2:27,
2019-12-05,7:00 PM,Minnesota Wild,5,Tampa Bay Lightning,4,,19092,2:23,
2019-12-06,10:00 PM,Washington Capitals,3,Anaheim Ducks,2,,15945,2:38,
2019-12-06,9:00 PM,Los Angeles Kings,1,Edmonton Oilers,2,,17044,2:26,
2019-12-06,7:00 PM,Chicago Blackhawks,2,New Jersey Devils,1,SO,15273,2:37,
2019-12-06,7:00 PM,Montreal Canadiens,2,New York Rangers,1,,17354,2:21,
2019-12-06,7:00 PM,Arizona Coyotes,0,Pittsburgh Penguins,2,,18432,2:25,
2019-12-07,7:00 PM,Colorado Avalanche,4,Boston Bruins,1,,17850,2:52,
2019-12-07,7:00 PM,Minnesota Wild,2,Carolina Hurricanes,6,,18680,2:27,
2019-12-07,10:00 PM,Los Angeles Kings,3,Calgary Flames,4,,19080,2:27,
2019-12-07,9:00 PM,New York Islanders,1,Dallas Stars,3,,18532,2:22,
2019-12-07,7:00 PM,Pittsburgh Penguins,5,Detroit Red Wings,3,,19515,2:29,
2019-12-07,7:00 PM,Columbus Blue Jackets,1,Florida Panthers,4,,11640,2:22,
2019-12-07,8:00 PM,New Jersey Devils,4,Nashville Predators,6,,17418,2:29,
2019-12-07,1:00 PM,Ottawa Senators,3,Philadelphia Flyers,4,,18031,2:29,
2019-12-07,7:00 PM,Toronto Maple Leafs,5,St. Louis Blues,2,,18096,2:24,
2019-12-07,7:00 PM,San Jose Sharks,1,Tampa Bay Lightning,7,,19092,2:28,
2019-12-07,4:00 PM,Buffalo Sabres,5,Vancouver Canucks,6,OT,18871,2:33,
2019-12-08,7:00 PM,Arizona Coyotes,4,Chicago Blackhawks,3,SO,21232,2:33,
2019-12-08,8:00 PM,Buffalo Sabres,3,Edmonton Oilers,2,OT,17227,2:22,
2019-12-08,5:00 PM,San Jose Sharks,1,Florida Panthers,5,,11340,2:17,
2019-12-08,7:00 PM,New York Rangers,5,Vegas Golden Knights,0,,18236,2:35,
2019-12-08,3:00 PM,Anaheim Ducks,2,Winnipeg Jets,3,,15325,2:27,
2019-12-09,9:00 PM,Calgary Flames,5,Colorado Avalanche,4,OT,17588,2:34,
2019-12-09,7:30 PM,Boston Bruins,2,Ottawa Senators,5,,13894,2:34,
2019-12-09,7:00 PM,New York Islanders,5,Tampa Bay Lightning,1,,19092,2:21,
2019-12-09,7:00 PM,Columbus Blue Jackets,5,Washington Capitals,2,,18573,2:31,
2019-12-10,9:00 PM,Calgary Flames,5,Arizona Coyotes,2,,11198,2:26,
2019-12-10,7:30 PM,St. Louis Blues,2,Buffalo Sabres,5,,16521,2:21,
2019-12-10,8:30 PM,New Jersey Devils,0,Dallas Stars,2,,18134,2:27,
2019-12-10,9:00 PM,Carolina Hurricanes,6,Edmonton Oilers,3,,16175,2:31,
2019-12-10,7:00 PM,Tampa Bay Lightning,2,Florida Panthers,1,,10685,2:31,
2019-12-10,10:30 PM,New York Rangers,1,Los Angeles Kings,3,,17826,2:26,
2019-12-10,8:00 PM,Anaheim Ducks,3,Minnesota Wild,2,SO,17154,2:46,
2019-12-10,8:00 PM,San Jose Sharks,1,Nashville Predators,3,,17160,2:33,
2019-12-10,7:00 PM,Montreal Canadiens,4,Pittsburgh Penguins,1,,18422,2:25,
2019-12-10,10:00 PM,Toronto Maple Leafs,4,Vancouver Canucks,1,,18290,2:17,
2019-12-10,10:00 PM,Chicago Blackhawks,1,Vegas Golden Knights,5,,18319,2:30,
2019-12-10,8:00 PM,Detroit Red Wings,1,Winnipeg Jets,5,,15325,2:29,
2019-12-11,9:30 PM,Philadelphia Flyers,1,Colorado Avalanche,3,,17905,2:26,
2019-12-11,7:30 PM,Ottawa Senators,2,Montreal Canadiens,3,OT,21055,2:34,
2019-12-11,7:00 PM,Boston Bruins,2,Washington Capitals,3,,18573,2:31,
2019-12-12,10:00 PM,Los Angeles Kings,2,Anaheim Ducks,1,,16008,2:26,
2019-12-12,9:00 PM,Chicago Blackhawks,2,Arizona Coyotes,5,,13150,2:19,
2019-12-12,7:00 PM,Nashville Predators,3,Buffalo Sabres,4,,17211,2:27,
2019-12-12,9:00 PM,Toronto Maple Leafs,2,Calgary Flames,4,,19289,2:20,
2019-12-12,7:30 PM,Winnipeg Jets,2,Detroit Red Wings,5,,18832,2:27,
2019-12-12,7:00 PM,New York Islanders,3,Florida Panthers,1,,12609,2:29,
2019-12-12,8:00 PM,Edmonton Oilers,5,Minnesota Wild,6,,17271,2:30,
2019-12-12,7:00 PM,Columbus Blue Jackets,0,Pittsburgh Penguins,1,OT,18415,2:24,
2019-12-12,10:30 PM,New York Rangers,6,San Jose Sharks,3,,16381,2:19,
2019-12-12,8:00 PM,Vegas Golden Knights,2,St. Louis Blues,4,,18096,2:15,
2019-12-12,7:00 PM,Boston Bruins,2,Tampa Bay Lightning,3,,19092,2:32,
2019-12-12,10:00 PM,Carolina Hurricanes,0,Vancouver Canucks,1,OT,18626,2:28,
2019-12-13,9:00 PM,New Jersey Devils,1,Colorado Avalanche,3,,18034,2:22,
2019-12-13,8:00 PM,Vegas Golden Knights,3,Dallas Stars,2,OT,18532,2:29,
2019-12-14,4:00 PM,New York Rangers,3,Anaheim Ducks,4,SO,14707,2:38,
2019-12-14,8:00 PM,New Jersey Devils,2,Arizona Coyotes,1,,17125,2:33,
2019-12-14,4:00 PM,Carolina Hurricanes,4,Calgary Flames,0,,18853,2:29,
2019-12-14,7:00 PM,Toronto Maple Leafs,4,Edmonton Oilers,1,,18347,2:36,
2019-12-14,7:00 PM,Boston Bruins,4,Florida Panthers,2,,15157,2:35,
2019-12-14,7:00 PM,Philadelphia Flyers,1,Minnesota Wild,4,,17140,2:23,
2019-12-14,7:00 PM,Detroit Red Wings,2,Montreal Canadiens,1,,21302,2:28,
2019-12-14,6:30 PM,Dallas Stars,4,Nashville Predators,1,,17586,2:28,
2019-12-14,1:00 PM,Buffalo Sabres,2,New York Islanders,3,OT,13795,2:28,
2019-12-14,1:00 PM,Columbus Blue Jackets,3,Ottawa Senators,4,OT,11020,2:36,
2019-12-14,7:00 PM,Los Angeles Kings,4,Pittsburgh Penguins,5,SO,18581,2:47,
2019-12-14,10:00 PM,Vancouver Canucks,2,San Jose Sharks,4,,16242,2:25,
2019-12-14,8:00 PM,Chicago Blackhawks,3,St. Louis Blues,4,,18096,2:21,
2019-12-14,7:00 PM,Washington Capitals,5,Tampa Bay Lightning,2,,19092,2:31,
2019-12-15,7:00 PM,Minnesota Wild,3,Chicago Blackhawks,5,,21513,2:38,
2019-12-15,7:00 PM,Los Angeles Kings,4,Detroit Red Wings,2,,18540,2:21,
2019-12-15,8:00 PM,Vancouver Canucks,3,Vegas Golden Knights,6,,18066,2:46,
2019-12-15,5:00 PM,Philadelphia Flyers,3,Winnipeg Jets,7,,15325,2:26,
2019-12-16,7:00 PM,Washington Capitals,0,Columbus Blue Jackets,3,,16602,2:34,
2019-12-16,8:30 PM,Edmonton Oilers,2,Dallas Stars,1,,18096,2:16,
2019-12-16,7:00 PM,Ottawa Senators,1,Florida Panthers,6,,10448,2:31,
2019-12-16,7:00 PM,Nashville Predators,5,New York Rangers,2,,17286,2:27,
2019-12-16,8:00 PM,Colorado Avalanche,2,St. Louis Blues,5,,18096,2:24,
2019-12-17,7:00 PM,Los Angeles Kings,4,Boston Bruins,3,OT,17850,2:43,
2019-12-17,9:00 PM,Pittsburgh Penguins,4,Calgary Flames,1,,18412,2:22,
2019-12-17,7:30 PM,Columbus Blue Jackets,5,Detroit Red Wings,3,,17639,2:26,
2019-12-17,7:00 PM,Nashville Predators,8,New York Islanders,3,,12114,2:34,
2019-12-17,7:00 PM,Anaheim Ducks,1,Philadelphia Flyers,4,,18449,2:27,
2019-12-17,10:30 PM,Arizona Coyotes,3,San Jose Sharks,2,,16076,2:23,
2019-12-17,7:00 PM,Ottawa Senators,3,Tampa Bay Lightning,4,OT,19092,2:31,
2019-12-17,7:00 PM,Buffalo Sabres,3,Toronto Maple Leafs,5,,19365,2:20,
2019-12-17,10:00 PM,Montreal Canadiens,3,Vancouver Canucks,1,,18788,2:29,
2019-12-17,10:00 PM,Minnesota Wild,2,Vegas Golden Knights,3,,18220,2:29,
2019-12-17,8:00 PM,Carolina Hurricanes,6,Winnipeg Jets,3,,15325,2:28,
2019-12-18,8:00 PM,Colorado Avalanche,4,Chicago Blackhawks,1,,21481,2:29,
2019-12-18,7:00 PM,Anaheim Ducks,1,New Jersey Devils,3,,13936,2:23,
2019-12-18,8:30 PM,Edmonton Oilers,1,St. Louis Blues,2,,18096,2:27,
2019-12-19,9:30 PM,Minnesota Wild,8,Arizona Coyotes,5,,15582,2:36,
2019-12-19,7:00 PM,New York Islanders,3,Boston Bruins,2,SO,17850,2:37,
2019-12-19,7:00 PM,Los Angeles Kings,2,Columbus Blue Jackets,3,OT,17117,2:34,
2019-12-19,9:00 PM,Montreal Canadiens,4,Calgary Flames,3,OT,19172,2:41,
2019-12-19,9:00 PM,Carolina Hurricanes,3,Colorado Avalanche,1,,18015,2:30,
2019-12-19,7:30 PM,Nashville Predators,4,Ottawa Senators,5,OT,10407,2:40,
2019-12-19,7:00 PM,Buffalo Sabres,1,Philadelphia Flyers,6,,18124,2:22,
2019-12-19,7:00 PM,Dallas Stars,4,Tampa Bay Lightning,3,OT,19092,2:39,
2019-12-19,10:00 PM,Vegas Golden Knights,4,Vancouver Canucks,5,OT,18871,2:36,
2019-12-19,8:00 PM,Chicago Blackhawks,4,Winnipeg Jets,1,,15325,2:22,
2019-12-20,9:00 PM,Pittsburgh Penguins,5,Edmonton Oilers,2,,18347,2:21,
2019-12-20,7:00 PM,Dallas Stars,4,Florida Panthers,7,,14040,2:30,
2019-12-20,7:00 PM,Washington Capitals,6,New Jersey Devils,3,,15021,2:29,
2019-12-20,7:00 PM,Toronto Maple Leafs,6,New York Rangers,3,,16909,2:24,
2019-12-21,7:00 PM,Nashville Predators,4,Boston Bruins,3,OT,17850,2:41,
2019-12-21,1:00 PM,Los Angeles Kings,2,Buffalo Sabres,3,,17484,2:26,
2019-12-21,7:00 PM,Florida Panthers,4,Carolina Hurricanes,2,,18224,2:30,
2019-12-21,7:00 PM,New Jersey Devils,1,Columbus Blue Jackets,5,,17188,2:28,
2019-12-21,9:00 PM,Chicago Blackhawks,5,Colorado Avalanche,3,,18056,2:28,
2019-12-21,7:00 PM,Montreal Canadiens,3,Edmonton Oilers,4,,18347,2:27,
2019-12-21,2:00 PM,Winnipeg Jets,6,Minnesota Wild,0,,17319,2:23,
2019-12-21,1:00 PM,Anaheim Ducks,6,New York Islanders,5,SO,13917,2:44,
2019-12-21,7:00 PM,Philadelphia Flyers,5,Ottawa Senators,4,SO,11203,2:39,
2019-12-21,10:30 PM,St. Louis Blues,5,San Jose Sharks,2,,16065,2:23,
2019-12-21,7:00 PM,Detroit Red Wings,1,Toronto Maple Leafs,4,,19080,2:24,
2019-12-21,10:00 PM,Pittsburgh Penguins,1,Vancouver Canucks,4,,18285,2:29,
2019-12-21,7:00 PM,Tampa Bay Lightning,1,Washington Capitals,3,,18573,2:33,
2019-12-22,7:00 PM,Calgary Flames,5,Dallas Stars,1,,18532,2:32,
2019-12-22,7:00 PM,Arizona Coyotes,5,Detroit Red Wings,2,,19515,2:24,
2019-12-22,12:30 PM,Anaheim Ducks,1,New York Rangers,5,,17465,2:31,
2019-12-22,10:00 PM,Vegas Golden Knights,3,San Jose Sharks,1,,17015,2:25,
2019-12-23,7:00 PM,Washington Capitals,3,Boston Bruins,7,,17850,2:58,
2019-12-23,8:30 PM,New Jersey Devils,7,Chicago Blackhawks,1,,21559,2:28,
2019-12-23,10:00 PM,St. Louis Blues,4,Los Angeles Kings,1,,18230,2:23,
2019-12-23,5:00 PM,Calgary Flames,0,Minnesota Wild,3,,17596,2:24,
2019-12-23,8:00 PM,Arizona Coyotes,2,Nashville Predators,3,,17697,2:23,
2019-12-23,7:00 PM,Columbus Blue Jackets,3,New York Islanders,2,,13917,2:24,
2019-12-23,7:30 PM,Buffalo Sabres,1,Ottawa Senators,3,,11838,2:30,
2019-12-23,7:00 PM,New York Rangers,1,Philadelphia Flyers,5,,19776,2:45,
2019-12-23,7:00 PM,Florida Panthers,1,Tampa Bay Lightning,6,,19092,2:25,
2019-12-23,2:00 PM,Carolina Hurricanes,6,Toronto Maple Leafs,8,,19176,2:29,
2019-12-23,10:00 PM,Edmonton Oilers,2,Vancouver Canucks,4,,18851,2:22,
2019-12-23,10:00 PM,Colorado Avalanche,7,Vegas Golden Knights,3,,18425,2:40,
2019-12-23,8:00 PM,Montreal Canadiens,6,Winnipeg Jets,2,,15325,2:31,
2019-12-27,10:00 PM,Vegas Golden Knights,3,Anaheim Ducks,4,,16601,2:21,
2019-12-27,7:00 PM,Boston Bruins,3,Buffalo Sabres,0,,19070,2:22,
2019-12-27,8:30 PM,New York Islanders,2,Chicago Blackhawks,5,,21747,2:29,
2019-12-27,8:00 PM,Minnesota Wild,6,Colorado Avalanche,4,,18146,2:35,
2019-12-27,9:00 PM,Calgary Flames,5,Edmonton Oilers,1,,18347,2:20,
2019-12-27,7:00 PM,Toronto Maple Leafs,5,New Jersey Devils,4,OT,16514,2:36,
2019-12-27,8:00 PM,Pittsburgh Penguins,5,Nashville Predators,2,,17849,2:31,
2019-12-27,7:00 PM,Carolina Hurricanes,3,New York Rangers,5,,17498,2:34,
2019-12-27,10:00 PM,Los Angeles Kings,3,San Jose Sharks,2,OT,16610,2:18,
2019-12-27,8:00 PM,St. Louis Blues,5,Winnipeg Jets,4,OT,15325,2:28,
2019-12-27,7:00 PM,Columbus Blue Jackets,1,Washington Capitals,2,OT,18573,2:32,
2019-12-28,7:00 PM,Washington Capitals,4,Carolina Hurricanes,6,,18680,2:30,
