Date,Time,Visitor,G,Home,G,,Att.,LOG,Notes
2019-12-28,7:00 PM,Colorado Avalanche,2,Dallas Stars,3,SO,18532,2:44,
2019-12-28,7:00 PM,Detroit Red Wings,4,Florida Panthers,5,,17731,2:29,
2019-12-28,7:00 PM,Nashville Predators,4,Pittsburgh Penguins,6,,18628,2:33,
2019-12-28,10:30 PM,Philadelphia Flyers,1,San Jose Sharks,6,,16819,2:22,
2019-12-28,7:00 PM,Montreal Canadiens,4,Tampa Bay Lightning,5,,19092,2:34,
2019-12-28,7:00 PM,New York Rangers,5,Toronto Maple Leafs,4,OT,19492,2:36,
2019-12-28,10:00 PM,Los Angeles Kings,2,Vancouver Canucks,3,,18837,2:20,
2019-12-28,10:00 PM,Arizona Coyotes,1,Vegas Golden Knights,4,,18461,2:29,
2019-12-29,8:30 PM,Philadelphia Flyers,2,Anaheim Ducks,1,OT,16238,2:36,
2019-12-29,8:00 PM,Dallas Stars,4,Arizona Coyotes,2,,17125,2:44,
2019-12-29,7:00 PM,Buffalo Sabres,2,Boston Bruins,3,,17850,2:33,
2019-12-29,5:00 PM,Chicago Blackhawks,3,Columbus Blue Jackets,2,SO,18544,2:41,
2019-12-29,9:30 PM,Vancouver Canucks,5,Calgary Flames,2,,19289,2:30,
2019-12-29,7:00 PM,Montreal Canadiens,5,Florida Panthers,6,,19651,2:35,
2019-12-29,6:00 PM,New York Islanders,3,Minnesota Wild,1,,17506,2:26,
2019-12-29,5:00 PM,New Jersey Devils,4,Ottawa Senators,3,OT,14005,2:31,
2019-12-29,3:00 PM,Winnipeg Jets,1,St. Louis Blues,4,,18096,2:27,
2019-12-29,7:00 PM,Detroit Red Wings,1,Tampa Bay Lightning,2,,19092,2:20,
2019-12-30,7:00 PM,Ottawa Senators,2,Pittsburgh Penguins,5,,18653,2:37,
2019-12-31,9:00 PM,St. Louis Blues,1,Arizona Coyotes,3,,14618,2:21,
2019-12-31,7:00 PM,Tampa Bay Lightning,6,Buffalo Sabres,4,,18465,2:29,
2019-12-31,7:00 PM,Montreal Canadiens,1,Carolina Hurricanes,3,,18680,2:50,
2019-12-31,7:00 PM,Florida Panthers,1,Columbus Blue Jackets,4,,18977,2:23,
2019-12-31,9:00 PM,Chicago Blackhawks,5,Calgary Flames,3,,19289,2:46,
2019-12-31,8:00 PM,Winnipeg Jets,7,Colorado Avalanche,4,,18147,2:37,
2019-12-31,7:30 PM,San Jose Sharks,0,Detroit Red Wings,2,,19515,2:24,
2019-12-31,9:00 PM,New York Rangers,5,Edmonton Oilers,7,,18347,2:37,
2019-12-31,9:00 PM,Philadelphia Flyers,3,Los Angeles Kings,5,,17982,2:25,
2019-12-31,6:00 PM,Toronto Maple Leafs,4,Minnesota Wild,1,,18164,2:29,
2019-12-31,1:00 PM,Boston Bruins,2,New Jersey Devils,3,SO,16514,2:33,
2019-12-31,3:00 PM,Anaheim Ducks,2,Vegas Golden Knights,5,,18320,2:28,
2019-12-31,1:00 PM,New York Islanders,4,Washington Capitals,3,,18573,2:26,
2020-01-01,2:00 PM,Nashville Predators,2,Dallas Stars,4,,85630,2:45,NHL Winter Classic
2020-01-02,9:00 PM,Anaheim Ducks,2,Arizona Coyotes,4,,14651,2:20,
2020-01-02,7:00 PM,Columbus Blue Jackets,2,Boston Bruins,1,OT,17850,2:22,
2020-01-02,7:00 PM,Edmonton Oilers,2,Buffalo Sabres,3,OT,19070,2:34,
2020-01-02,9:00 PM,New York Rangers,3,Calgary Flames,4,,19038,2:21,
2020-01-02,9:30 PM,St. Louis Blues,3,Colorado Avalanche,7,,18135,2:31,
2020-01-02,7:00 PM,Tampa Bay Lightning,2,Montreal Canadiens,1,,20904,2:25,
2020-01-02,7:00 PM,New Jersey Devils,2,New York Islanders,1,,13917,2:34,
2020-01-02,7:30 PM,Florida Panthers,6,Ottawa Senators,3,,10991,2:28,
2020-01-02,7:00 PM,San Jose Sharks,3,Pittsburgh Penguins,2,OT,18620,2:35,
2020-01-02,10:00 PM,Chicago Blackhawks,5,Vancouver Canucks,7,,18871,2:29,
2020-01-02,10:00 PM,Philadelphia Flyers,4,Vegas Golden Knights,5,,18415,2:38,
2020-01-02,8:00 PM,Toronto Maple Leafs,6,Winnipeg Jets,3,,15325,2:21,
2020-01-03,7:30 PM,Washington Capitals,4,Carolina Hurricanes,3,,18680,2:29,
2020-01-03,8:30 PM,Detroit Red Wings,1,Dallas Stars,4,,18532,2:23,
2020-01-04,8:00 PM,Philadelphia Flyers,2,Arizona Coyotes,6,,17125,2:32,
2020-01-04,1:00 PM,Edmonton Oilers,4,Boston Bruins,1,,17850,2:24,
2020-01-04,1:00 PM,Florida Panthers,2,Buffalo Sabres,3,,17731,2:21,
2020-01-04,1:00 PM,San Jose Sharks,3,Columbus Blue Jackets,2,,18874,2:26,
2020-01-04,10:30 PM,Nashville Predators,4,Los Angeles Kings,1,,18230,2:33,
2020-01-04,2:00 PM,Winnipeg Jets,2,Minnesota Wild,3,OT,17271,2:35,
2020-01-04,7:00 PM,Pittsburgh Penguins,3,Montreal Canadiens,2,OT,21302,2:34,
2020-01-04,7:00 PM,Colorado Avalanche,5,New Jersey Devils,2,,16514,2:34,
2020-01-04,7:00 PM,Tampa Bay Lightning,5,Ottawa Senators,3,,13914,2:27,
2020-01-04,7:00 PM,New York Islanders,0,Toronto Maple Leafs,3,,19536,2:16,
2020-01-04,10:00 PM,New York Rangers,1,Vancouver Canucks,2,,18871,2:29,
2020-01-04,4:00 PM,St. Louis Blues,4,Vegas Golden Knights,5,OT,18334,2:42,
2020-01-05,10:00 PM,Nashville Predators,4,Anaheim Ducks,5,SO,15858,2:52,
2020-01-05,5:00 PM,Tampa Bay Lightning,3,Carolina Hurricanes,1,,18015,2:28,
2020-01-05,7:30 PM,Detroit Red Wings,2,Chicago Blackhawks,4,,21493,2:16,
2020-01-05,7:00 PM,Calgary Flames,5,Minnesota Wild,4,SO,17204,2:43,
2020-01-05,5:00 PM,Florida Panthers,4,Pittsburgh Penguins,1,,18564,2:25,
2020-01-05,12:30 PM,San Jose Sharks,4,Washington Capitals,5,OT,18573,2:34,
2020-01-06,10:30 PM,Columbus Blue Jackets,4,Los Angeles Kings,2,,14964,2:15,
2020-01-06,7:00 PM,Winnipeg Jets,3,Montreal Canadiens,2,,20882,2:29,
2020-01-06,7:00 PM,Colorado Avalanche,0,New York Islanders,1,,13241,2:29,
2020-01-06,7:00 PM,Edmonton Oilers,6,Toronto Maple Leafs,4,,19507,2:32,
2020-01-07,10:00 PM,Columbus Blue Jackets,4,Anaheim Ducks,3,,16153,2:27,
2020-01-07,7:00 PM,Philadelphia Flyers,4,Carolina Hurricanes,5,OT,15072,2:41,
2020-01-07,8:30 PM,Calgary Flames,2,Chicago Blackhawks,1,,21274,2:21,
2020-01-07,7:30 PM,Montreal Canadiens,3,Detroit Red Wings,4,,17538,2:28,
2020-01-07,7:00 PM,Arizona Coyotes,5,Florida Panthers,2,,12120,2:36,
2020-01-07,7:00 PM,New York Islanders,4,New Jersey Devils,3,OT,14518,2:28,
2020-01-07,8:00 PM,Boston Bruins,6,Nashville Predators,2,,17623,2:40,
2020-01-07,7:30 PM,Colorado Avalanche,3,New York Rangers,5,,17082,2:30,
2020-01-07,8:00 PM,San Jose Sharks,2,St. Louis Blues,3,,18096,2:26,
2020-01-07,7:00 PM,Vancouver Canucks,2,Tampa Bay Lightning,9,,19092,2:34,
2020-01-07,10:00 PM,Pittsburgh Penguins,4,Vegas Golden Knights,3,,18298,2:30,
2020-01-07,7:00 PM,Ottawa Senators,1,Washington Capitals,6,,18573,2:23,
2020-01-08,10:00 PM,Dallas Stars,2,Los Angeles Kings,1,,17129,2:24,
2020-01-08,7:30 PM,Washington Capitals,2,Philadelphia Flyers,3,,18595,2:23,
2020-01-08,7:30 PM,Winnipeg Jets,4,Toronto Maple Leafs,3,SO,19397,2:31,
2020-01-09,10:00 PM,Dallas Stars,3,Anaheim Ducks,0,,15419,2:28,
2020-01-09,7:00 PM,Winnipeg Jets,4,Boston Bruins,5,,17850,2:31,
2020-01-09,9:00 PM,Minnesota Wild,1,Calgary Flames,2,,18634,2:26,
2020-01-09,8:30 PM,Nashville Predators,5,Chicago Blackhawks,2,,21440,2:22,
2020-01-09,7:00 PM,Vancouver Canucks,2,Florida Panthers,5,,12648,2:29,
2020-01-09,7:00 PM,Edmonton Oilers,4,Montreal Canadiens,2,,21302,2:31,
2020-01-09,7:00 PM,New Jersey Devils,3,New York Rangers,6,,17007,2:31,
2020-01-09,10:30 PM,Columbus Blue Jackets,1,San Jose Sharks,3,,17085,2:24,
2020-01-09,8:00 PM,Buffalo Sabres,1,St. Louis Blues,5,,18096,2:24,
2020-01-09,7:00 PM,Arizona Coyotes,0,Tampa Bay Lightning,4,,19092,2:26,
2020-01-09,10:00 PM,Los Angeles Kings,5,Vegas Golden Knights,2,,18281,2:31,
2020-01-10,7:30 PM,Arizona Coyotes,0,Carolina Hurricanes,3,,16476,2:20,
2020-01-10,9:00 PM,Pittsburgh Penguins,4,Colorado Avalanche,3,OT,18132,2:32,
2020-01-10,7:30 PM,Ottawa Senators,2,Detroit Red Wings,3,SO,18724,2:46,
2020-01-11,1:00 PM,Vancouver Canucks,6,Buffalo Sabres,3,,18509,2:32,
2020-01-11,7:00 PM,Los Angeles Kings,0,Carolina Hurricanes,2,,18680,2:27,
2020-01-11,10:00 PM,Edmonton Oilers,3,Calgary Flames,4,,19289,2:24,
2020-01-11,8:30 PM,Anaheim Ducks,2,Chicago Blackhawks,4,,21548,2:24,
2020-01-11,7:00 PM,Boston Bruins,3,New York Islanders,2,OT,14962,2:28,at Barclays Center (Brooklyn NY)
2020-01-11,7:00 PM,Montreal Canadiens,2,Ottawa Senators,1,OT,18088,2:37,
2020-01-11,7:00 PM,Tampa Bay Lightning,1,Philadelphia Flyers,0,,19866,2:23,
2020-01-11,10:30 PM,Dallas Stars,1,San Jose Sharks,2,,17562,2:19,
2020-01-11,8:00 PM,New York Rangers,2,St. Louis Blues,5,,18096,2:20,
2020-01-11,10:00 PM,Columbus Blue Jackets,3,Vegas Golden Knights,0,,18400,2:16,
2020-01-11,7:00 PM,New Jersey Devils,5,Washington Capitals,1,,18573,2:30,
2020-01-12,6:00 PM,Pittsburgh Penguins,4,Arizona Coyotes,3,SO,13755,2:39,
2020-01-12,5:00 PM,Buffalo Sabres,5,Detroit Red Wings,1,,18312,2:26,
2020-01-12,7:00 PM,Toronto Maple Leafs,4,Florida Panthers,8,,15535,2:33,
2020-01-12,4:00 PM,Vancouver Canucks,4,Minnesota Wild,1,,17348,2:25,
2020-01-12,7:00 PM,Tampa Bay Lightning,1,New Jersey Devils,3,,14203,2:52,
2020-01-12,2:00 PM,Nashville Predators,1,Winnipeg Jets,0,,15325,2:23,
2020-01-13,7:00 PM,Calgary Flames,0,Montreal Canadiens,2,,20790,2:19,
2020-01-13,7:00 PM,New York Islanders,2,New York Rangers,6,,17403,2:23,
2020-01-13,7:00 PM,Boston Bruins,5,Philadelphia Flyers,6,SO,19246,2:49,
2020-01-13,8:00 PM,Anaheim Ducks,1,St. Louis Blues,4,,18096,2:17,
2020-01-13,7:00 PM,Carolina Hurricanes,0,Washington Capitals,2,,18573,2:31,
2020-01-14,9:00 PM,San Jose Sharks,3,Arizona Coyotes,6,,14716,2:23,
2020-01-14,7:00 PM,Vegas Golden Knights,2,Buffalo Sabres,4,,18257,2:25,
2020-01-14,7:00 PM,Boston Bruins,0,Columbus Blue Jackets,3,,17349,2:23,
2020-01-14,9:00 PM,Dallas Stars,3,Colorado Avalanche,2,OT,18015,2:37,
2020-01-14,9:00 PM,Nashville Predators,2,Edmonton Oilers,4,,17029,2:31,
2020-01-14,7:00 PM,Detroit Red Wings,2,New York Islanders,8,,12542,2:26,
2020-01-14,7:30 PM,Chicago Blackhawks,3,Ottawa Senators,2,OT,12238,2:26,
2020-01-14,7:00 PM,Minnesota Wild,3,Pittsburgh Penguins,7,,18545,2:26,
2020-01-14,7:00 PM,Los Angeles Kings,3,Tampa Bay Lightning,4,SO,19092,2:48,
2020-01-14,7:00 PM,New Jersey Devils,4,Toronto Maple Leafs,7,,19124,2:34,
2020-01-14,8:00 PM,Vancouver Canucks,0,Winnipeg Jets,4,,15325,2:33,
2020-01-15,7:30 PM,Chicago Blackhawks,4,Montreal Canadiens,1,,21302,2:31,
2020-01-15,8:00 PM,Philadelphia Flyers,4,St. Louis Blues,3,OT,18096,2:38,
2020-01-16,7:00 PM,Pittsburgh Penguins,1,Boston Bruins,4,,17850,2:37,
2020-01-16,7:00 PM,Carolina Hurricanes,2,Columbus Blue Jackets,3,,17900,2:25,
2020-01-16,9:00 PM,San Jose Sharks,0,Colorado Avalanche,4,,18014,2:26,
2020-01-16,8:30 PM,Buffalo Sabres,4,Dallas Stars,1,,18532,2:26,
2020-01-16,7:00 PM,Los Angeles Kings,3,Florida Panthers,4,,12575,2:22,
2020-01-16,8:00 PM,Tampa Bay Lightning,2,Minnesota Wild,3,,17305,2:30,
2020-01-16,8:00 PM,Anaheim Ducks,4,Nashville Predators,2,,17388,2:29,
2020-01-16,7:00 PM,New York Rangers,3,New York Islanders,2,,13917,2:35,
2020-01-16,7:30 PM,Vegas Golden Knights,4,Ottawa Senators,2,,12412,2:21,
2020-01-16,7:00 PM,Montreal Canadiens,4,Philadelphia Flyers,1,,17377,2:29,
2020-01-16,7:00 PM,Calgary Flames,2,Toronto Maple Leafs,1,SO,19462,2:31,
2020-01-16,10:00 PM,Arizona Coyotes,1,Vancouver Canucks,3,,18871,2:18,
2020-01-16,7:00 PM,New Jersey Devils,2,Washington Capitals,5,,18573,2:38,
2020-01-17,7:30 PM,Anaheim Ducks,2,Carolina Hurricanes,1,OT,16913,2:29,
2020-01-17,7:30 PM,Pittsburgh Penguins,2,Detroit Red Wings,1,OT,19515,2:21,
2020-01-17,8:00 PM,Tampa Bay Lightning,7,Winnipeg Jets,1,,15325,2:22,
2020-01-18,7:00 PM,New Jersey Devils,0,Columbus Blue Jackets,5,,18680,2:25,
2020-01-18,3:00 PM,St. Louis Blues,3,Colorado Avalanche,5,,18132,2:26,
2020-01-18,7:00 PM,Florida Panthers,4,Detroit Red Wings,1,,19231,2:33,
2020-01-18,3:00 PM,Arizona Coyotes,3,Edmonton Oilers,7,,17545,2:30,
2020-01-18,9:00 PM,Dallas Stars,0,Minnesota Wild,7,,18219,2:29,
2020-01-18,7:00 PM,Vegas Golden Knights,4,Montreal Canadiens,5,SO,21302,2:41,
2020-01-18,8:00 PM,Buffalo Sabres,1,Nashville Predators,2,,17729,2:27,
2020-01-18,1:00 PM,Washington Capitals,6,New York Islanders,4,,13917,2:42,
2020-01-18,4:00 PM,Calgary Flames,2,Ottawa Senators,5,,17671,2:16,
2020-01-18,7:00 PM,Los Angeles Kings,1,Philadelphia Flyers,4,,19602,2:28,
2020-01-18,7:00 PM,Chicago Blackhawks,6,Toronto Maple Leafs,2,,19502,2:18,
2020-01-18,10:00 PM,San Jose Sharks,1,Vancouver Canucks,4,,18786,2:40,
2020-01-19,5:00 PM,New York Islanders,1,Carolina Hurricanes,2,SO,18680,2:35,
2020-01-19,7:00 PM,Winnipeg Jets,2,Chicago Blackhawks,5,,21487,2:22,
2020-01-19,7:00 PM,Columbus Blue Jackets,2,New York Rangers,1,,17423,2:14,
2020-01-19,12:30 PM,Boston Bruins,3,Pittsburgh Penguins,4,,18655,2:32,
2020-01-20,3:00 PM,Detroit Red Wings,3,Colorado Avalanche,6,,18110,2:30,
2020-01-20,8:00 PM,Florida Panthers,5,Minnesota Wild,4,,17255,2:29,
2020-01-21,7:00 PM,Vegas Golden Knights,2,Boston Bruins,3,,17850,2:24,
2020-01-21,7:00 PM,Winnipeg Jets,1,Carolina Hurricanes,4,,14607,2:26,
2020-01-21,8:30 PM,Florida Panthers,4,Chicago Blackhawks,3,,21559,2:31,
2020-01-21,7:00 PM,New York Islanders,4,New York Rangers,2,,17276,2:25,
2020-01-21,7:30 PM,Pittsburgh Penguins,0,Philadelphia Flyers,3,,19120,2:21,
2020-01-22,7:30 PM,Winnipeg Jets,3,Columbus Blue Jackets,4,,18425,2:28,
2020-01-22,8:00 PM,Detroit Red Wings,2,Minnesota Wild,4,,17212,2:22,
2020-01-27,8:00 PM,Tampa Bay Lightning,2,Dallas Stars,3,OT,18345,2:27,
2020-01-27,7:00 PM,Washington Capitals,4,Montreal Canadiens,2,,21302,2:30,
2020-01-27,8:00 PM,Toronto Maple Leafs,5,Nashville Predators,2,,17298,2:14,
2020-01-27,7:30 PM,New Jersey Devils,4,Ottawa Senators,3,SO,9673,2:48,
2020-01-27,10:30 PM,Anaheim Ducks,2,San Jose Sharks,4,,16571,2:40,
2020-01-27,10:00 PM,St. Louis Blues,1,Vancouver Canucks,3,,18871,2:25,
2020-01-28,7:00 PM,Ottawa Senators,5,Buffalo Sabres,2,,16651,2:29,
2020-01-28,9:00 PM,St. Louis Blues,5,Calgary Flames,4,SO,19033,2:40,
2020-01-29,10:00 PM,Arizona Coyotes,2,Anaheim Ducks,4,,16730,2:20,
2020-01-29,7:30 PM,Toronto Maple Leafs,5,Dallas Stars,3,,18532,2:25,
2020-01-29,10:00 PM,Calgary Flames,4,Edmonton Oilers,3,SO,18347,3:03,
2020-01-29,10:00 PM,Tampa Bay Lightning,4,Los Angeles Kings,2,,18230,2:33,
2020-01-29,10:30 PM,Vancouver Canucks,5,San Jose Sharks,2,,16024,2:28,
2020-01-29,7:30 PM,Nashville Predators,5,Washington Capitals,4,,18573,2:28,
2020-01-30,9:30 PM,Los Angeles Kings,3,Arizona Coyotes,2,OT,13346,2:25,
2020-01-30,7:00 PM,Montreal Canadiens,3,Buffalo Sabres,1,,16604,2:31,
2020-01-30,7:30 PM,Nashville Predators,6,New Jersey Devils,5,SO,14327,2:42,
2020-01-31,10:00 PM,Tampa Bay Lightning,4,Anaheim Ducks,3,,16032,2:22,
2020-01-31,7:30 PM,Vegas Golden Knights,4,Carolina Hurricanes,3,,18150,2:29,
2020-01-31,9:00 PM,St. Louis Blues,2,Edmonton Oilers,4,,17207,2:29,
2020-01-31,7:00 PM,Detroit Red Wings,2,New York Rangers,4,,17169,2:23,
2020-01-31,7:30 PM,Washington Capitals,5,Ottawa Senators,3,,14279,2:28,
2020-01-31,7:00 PM,Philadelphia Flyers,3,Pittsburgh Penguins,4,OT,18647,2:23,
2020-01-31,8:00 PM,Boston Bruins,2,Winnipeg Jets,1,,15325,2:32,
2020-02-01,8:00 PM,Chicago Blackhawks,3,Arizona Coyotes,2,SO,17125,2:39,
2020-02-01,1:00 PM,Columbus Blue Jackets,1,Buffalo Sabres,2,OT,17650,2:31,
2020-02-01,10:00 PM,Edmonton Oilers,8,Calgary Flames,3,,19289,2:38,
2020-02-01,7:00 PM,New York Rangers,1,Detroit Red Wings,0,,19515,2:36,
2020-02-01,10:30 PM,Anaheim Ducks,3,Los Angeles Kings,1,,18230,2:33,
2020-02-01,8:00 PM,Boston Bruins,6,Minnesota Wild,1,,18009,2:30,
2020-02-01,2:00 PM,Florida Panthers,0,Montreal Canadiens,4,,21302,2:25,
2020-02-01,7:00 PM,Dallas Stars,3,New Jersey Devils,2,OT,16514,2:30,
2020-02-01,8:00 PM,Vegas Golden Knights,3,Nashville Predators,0,,17664,2:21,
2020-02-01,1:00 PM,Vancouver Canucks,4,New York Islanders,3,OT,14862,2:31,at Barclays Center (Brooklyn NY)
2020-02-01,7:00 PM,Colorado Avalanche,3,Philadelphia Flyers,6,,19745,2:34,
2020-02-01,10:30 PM,Tampa Bay Lightning,3,San Jose Sharks,0,,17562,2:23,
2020-02-01,7:00 PM,Ottawa Senators,1,Toronto Maple Leafs,2,OT,19406,2:43,
2020-02-01,7:00 PM,St. Louis Blues,2,Winnipeg Jets,5,,15325,2:26,
2020-02-02,2:00 PM,Vancouver Canucks,3,Carolina Hurricanes,4,SO,15767,2:43,
2020-02-02,2:00 PM,Columbus Blue Jackets,4,Montreal Canadiens,3,,21302,2:21,
2020-02-02,12:30 PM,Pittsburgh Penguins,4,Washington Capitals,3,,18573,2:29,
2020-02-03,7:30 PM,Philadelphia Flyers,3,Detroit Red Wings,0,,17526,2:19,
2020-02-03,7:00 PM,Dallas Stars,5,New York Rangers,3,,15779,2:29,
2020-02-03,7:00 PM,Florida Panthers,5,Toronto Maple Leafs,3,,19156,2:24,
2020-02-04,9:00 PM,Edmonton Oilers,0,Arizona Coyotes,3,,14725,2:19,
2020-02-04,7:00 PM,Vancouver Canucks,0,Boston Bruins,4,,17850,2:32,
2020-02-04,7:00 PM,Colorado Avalanche,6,Buffalo Sabres,1,,16859,2:23,
2020-02-04,7:00 PM,Florida Panthers,0,Columbus Blue Jackets,1,OT,17811,2:33,
2020-02-04,9:00 PM,San Jose Sharks,3,Calgary Flames,1,,18131,2:23,
2020-02-04,8:00 PM,Chicago Blackhawks,2,Minnesota Wild,3,OT,17341,2:36,
2020-02-04,7:00 PM,Montreal Canadiens,5,New Jersey Devils,4,SO,13283,2:46,
2020-02-04,7:00 PM,Dallas Stars,3,New York Islanders,4,OT,10128,2:28,at Barclays Center (Brooklyn NY)
2020-02-04,7:30 PM,Anaheim Ducks,3,Ottawa Senators,2,SO,9238,2:34,
2020-02-04,8:00 PM,Carolina Hurricanes,3,St. Louis Blues,6,,18096,2:20,
2020-02-04,7:00 PM,Vegas Golden Knights,2,Tampa Bay Lightning,4,,19092,2:28,
2020-02-04,8:00 PM,Nashville Predators,2,Winnipeg Jets,1,OT,15325,2:27,
2020-02-04,7:00 PM,Los Angeles Kings,2,Washington Capitals,4,,18573,2:26,
2020-02-05,8:00 PM,Boston Bruins,2,Chicago Blackhawks,1,OT,21472,2:32,
2020-02-05,7:30 PM,Toronto Maple Leafs,3,New York Rangers,5,,17123,2:31,
2020-02-06,9:00 PM,Carolina Hurricanes,5,Arizona Coyotes,3,,11632,2:24,
2020-02-06,7:00 PM,Detroit Red Wings,4,Buffalo Sabres,3,SO,16607,2:38,
2020-02-06,9:00 PM,Nashville Predators,3,Calgary Flames,2,,18512,2:23,
2020-02-06,9:30 PM,San Jose Sharks,6,Edmonton Oilers,3,,17175,2:19,
2020-02-06,7:00 PM,Vegas Golden Knights,7,Florida Panthers,2,,15057,2:27,
2020-02-06,8:00 PM,Vancouver Canucks,2,Minnesota Wild,4,,17191,2:27,
2020-02-06,7:00 PM,Anaheim Ducks,2,Montreal Canadiens,3,OT,20896,2:24,
2020-02-06,7:00 PM,Los Angeles Kings,3,New York Islanders,5,,11108,2:32,at Barclays Center (Brooklyn NY)
2020-02-06,7:30 PM,Colorado Avalanche,4,Ottawa Senators,1,,11465,2:26,
2020-02-06,7:00 PM,New Jersey Devils,5,Philadelphia Flyers,0,,19070,2:23,
2020-02-06,8:00 PM,Winnipeg Jets,4,St. Louis Blues,2,,18096,2:30,
2020-02-06,7:00 PM,Pittsburgh Penguins,2,Tampa Bay Lightning,4,,19092,2:34,
2020-02-07,7:00 PM,Detroit Red Wings,0,Columbus Blue Jackets,2,,18978,2:22,
2020-02-07,8:30 PM,Minnesota Wild,3,Dallas Stars,2,,18532,2:31,
2020-02-07,7:00 PM,Buffalo Sabres,3,New York Rangers,2,,17297,2:26,
2020-02-07,7:00 PM,Anaheim Ducks,4,Toronto Maple Leafs,5,OT,19077,2:44,
2020-02-08,3:00 PM,Arizona Coyotes,2,Boston Bruins,4,,17850,2:27,
2020-02-08,7:00 PM,Colorado Avalanche,2,Columbus Blue Jackets,1,,19022,2:20,
2020-02-08,7:00 PM,Nashville Predators,2,Edmonton Oilers,3,,17212,2:28,
2020-02-08,7:00 PM,Pittsburgh Penguins,3,Florida Panthers,2,,17773,2:35,
2020-02-08,7:00 PM,Toronto Maple Leafs,1,Montreal Canadiens,2,OT,21302,2:20,
2020-02-08,7:00 PM,Los Angeles Kings,0,New Jersey Devils,3,,16514,2:20,
2020-02-08,8:00 PM,Dallas Stars,3,St. Louis Blues,2,OT,18096,2:33,
2020-02-08,7:00 PM,New York Islanders,1,Tampa Bay Lightning,3,,19092,2:20,
2020-02-08,10:00 PM,Calgary Flames,6,Vancouver Canucks,2,,18871,2:21,
2020-02-08,10:00 PM,Carolina Hurricanes,6,Vegas Golden Knights,5,SO,18417,2:49,
2020-02-08,2:00 PM,Ottawa Senators,2,Winnipeg Jets,5,,15325,2:23,
2020-02-08,7:00 PM,Philadelphia Flyers,7,Washington Capitals,2,,18573,2:31,
2020-02-09,3:00 PM,Anaheim Ducks,3,Buffalo Sabres,2,,16131,2:22,
2020-02-09,12:30 PM,Boston Bruins,1,Detroit Red Wings,3,,19515,2:27,
2020-02-09,7:30 PM,Colorado Avalanche,3,Minnesota Wild,2,,17444,2:32,
2020-02-09,6:00 PM,Los Angeles Kings,1,New York Rangers,4,,17237,2:34,
2020-02-09,7:00 PM,Chicago Blackhawks,2,Winnipeg Jets,5,,15325,2:22,
2020-02-10,7:30 PM,Tampa Bay Lightning,2,Columbus Blue Jackets,1,OT,17131,2:26,
2020-02-10,7:00 PM,Arizona Coyotes,3,Montreal Canadiens,2,,20789,2:32,
2020-02-10,7:00 PM,Florida Panthers,1,Philadelphia Flyers,4,,17867,2:26,
2020-02-10,10:30 PM,Calgary Flames,6,San Jose Sharks,2,,17101,2:24,
2020-02-10,10:00 PM,Nashville Predators,2,Vancouver Canucks,6,,18871,2:33,
2020-02-10,7:00 PM,New York Islanders,5,Washington Capitals,3,,18573,2:29,
2020-02-11,7:00 PM,Detroit Red Wings,2,Buffalo Sabres,3,,16588,2:23,
2020-02-11,9:00 PM,Ottawa Senators,0,Colorado Avalanche,3,,18015,2:26,
2020-02-11,8:30 PM,Carolina Hurricanes,1,Dallas Stars,4,,18532,2:27,
2020-02-11,9:00 PM,Chicago Blackhawks,3,Edmonton Oilers,5,,17066,2:28,
2020-02-11,8:00 PM,Vegas Golden Knights,0,Minnesota Wild,4,,17112,2:27,
2020-02-11,7:00 PM,Florida Panthers,5,New Jersey Devils,3,,12732,2:24,
2020-02-11,7:00 PM,Philadelphia Flyers,3,New York Islanders,5,,12228,2:23,at Barclays Center (Brooklyn NY)
2020-02-11,7:00 PM,Tampa Bay Lightning,2,Pittsburgh Penguins,1,OT,18445,2:29,
2020-02-11,7:00 PM,Arizona Coyotes,2,Toronto Maple Leafs,3,OT,19039,2:36,
2020-02-11,8:00 PM,New York Rangers,4,Winnipeg Jets,1,,15325,2:21,
2020-02-12,7:30 PM,Montreal Canadiens,1,Boston Bruins,4,,17850,2:33,
2020-02-12,10:00 PM,Calgary Flames,3,Los Angeles Kings,5,,18230,2:39,
2020-02-12,10:30 PM,Chicago Blackhawks,0,Vancouver Canucks,3,,18871,2:29,
2020-02-13,10:00 PM,Calgary Flames,6,Anaheim Ducks,0,,16212,2:22,
2020-02-13,7:00 PM,Columbus Blue Jackets,3,Buffalo Sabres,4,OT,16923,2:30,
2020-02-13,9:30 PM,Washington Capitals,3,Colorado Avalanche,2,,18146,2:34,
2020-02-13,7:00 PM,Philadelphia Flyers,6,Florida Panthers,2,,15556,2:26,
2020-02-13,8:00 PM,New York Rangers,4,Minnesota Wild,3,SO,17413,2:44,
2020-02-13,7:00 PM,Detroit Red Wings,1,New Jersey Devils,4,,12941,2:24,
2020-02-13,8:00 PM,New York Islanders,0,Nashville Predators,5,,17561,2:18,
2020-02-13,7:30 PM,Arizona Coyotes,2,Ottawa Senators,3,,9762,2:23,
2020-02-13,7:00 PM,Edmonton Oilers,1,Tampa Bay Lightning,3,,19092,2:33,
2020-02-13,7:00 PM,Dallas Stars,3,Toronto Maple Leafs,2,,19107,2:25,
2020-02-13,10:00 PM,St. Louis Blues,5,Vegas Golden Knights,6,OT,18252,2:41,
