 
Date,Time,Visitor,G,Home,G,,Att.,LOG,Notes
2021-01-22,8:00 PM,Detroit Red Wings,1,Chicago Blackhawks,4,,,2:17,
2021-01-22,8:30 PM,Nashville Predators,0,Dallas Stars,7,,4214,2:32,
2021-01-22,8:00 PM,San Jose Sharks,1,Minnesota Wild,4,,,2:28,
2021-01-22,7:00 PM,New York Rangers,3,Pittsburgh Penguins,4,SO,,2:27,
2021-01-22,7:00 PM,Edmonton Oilers,2,Toronto Maple Leafs,4,,,2:21,
2021-01-22,7:00 PM,Buffalo Sabres,3,Washington Capitals,4,SO,,2:39,
2021-01-23,7:00 PM,Philadelphia Flyers,1,Boston Bruins,6,,,2:26,
2021-01-23,2:00 PM,Tampa Bay Lightning,2,Columbus Blue Jackets,5,,,2:26,
2021-01-23,8:00 PM,Los Angeles Kings,2,St. Louis Blues,4,,,2:27,
2021-01-23,7:00 PM,Montreal Canadiens,5,Vancouver Canucks,2,,,2:29,
2021-01-23,10:00 PM,Ottawa Senators,3,Winnipeg Jets,6,,,2:27,
2021-01-24,8:00 PM,Colorado Avalanche,1,Anaheim Ducks,3,,,2:19,
2021-01-24,4:00 PM,Vegas Golden Knights,1,Arizona Coyotes,0,,2672,2:17,
2021-01-24,4:00 PM,Toronto Maple Leafs,3,Calgary Flames,2,,,2:22,
2021-01-24,12:30 PM,Detroit Red Wings,2,Chicago Blackhawks,6,,,2:11,
2021-01-24,8:00 PM,Nashville Predators,2,Dallas Stars,3,,4056,2:28,
2021-01-24,8:00 PM,San Jose Sharks,5,Minnesota Wild,3,,,2:36,
2021-01-24,7:00 PM,New York Islanders,0,New Jersey Devils,2,,,2:24,
2021-01-24,7:00 PM,New York Rangers,2,Pittsburgh Penguins,3,,,2:25,
2021-01-24,8:00 PM,Los Angeles Kings,6,St. Louis Blues,3,,,2:28,
2021-01-24,9:00 PM,Edmonton Oilers,4,Winnipeg Jets,3,,,2:27,
2021-01-24,3:00 PM,Buffalo Sabres,4,Washington Capitals,3,SO,,2:44,
2021-01-25,10:00 PM,Ottawa Senators,1,Vancouver Canucks,7,,,2:30,
2021-01-26,9:00 PM,Anaheim Ducks,1,Arizona Coyotes,0,,1808,2:25,
2021-01-26,7:00 PM,Pittsburgh Penguins,2,Boston Bruins,3,OT,,2:40,
2021-01-26,7:00 PM,New York Rangers,2,Buffalo Sabres,3,,,2:22,
2021-01-26,7:00 PM,Florida Panthers,4,Columbus Blue Jackets,3,SO,,2:29,
2021-01-26,9:00 PM,Toronto Maple Leafs,4,Calgary Flames,3,,,2:24,
2021-01-26,9:00 PM,San Jose Sharks,3,Colorado Avalanche,7,,,2:32,
2021-01-26,8:30 PM,Detroit Red Wings,1,Dallas Stars,2,OT,4109,2:26,
2021-01-26,8:00 PM,Los Angeles Kings,2,Minnesota Wild,1,,,2:22,
2021-01-26,7:00 PM,Philadelphia Flyers,5,New Jersey Devils,3,,,2:24,
2021-01-26,8:00 PM,Chicago Blackhawks,2,Nashville Predators,3,OT,,2:28,
2021-01-26,9:00 PM,St. Louis Blues,5,Vegas Golden Knights,4,SO,,2:41,
2021-01-26,8:00 PM,Edmonton Oilers,4,Winnipeg Jets,6,,,2:21,
2021-01-26,7:00 PM,New York Islanders,2,Washington Capitals,3,,,2:25,
2021-01-27,7:30 PM,Chicago Blackhawks,1,Nashville Predators,2,SO,,2:24,
2021-01-27,8:00 PM,Ottawa Senators,1,Vancouver Canucks,5,,,2:22,
2021-01-28,9:00 PM,Anaheim Ducks,2,Arizona Coyotes,3,,2252,2:25,
2021-01-28,7:00 PM,Pittsburgh Penguins,1,Boston Bruins,4,,,2:15,
2021-01-28,7:00 PM,New York Rangers,3,Buffalo Sabres,2,OT,,2:28,
2021-01-28,7:00 PM,Tampa Bay Lightning,0,Carolina Hurricanes,1,OT,,2:23,
2021-01-28,7:00 PM,Florida Panthers,2,Columbus Blue Jackets,3,SO,,2:30,
2021-01-28,9:00 PM,San Jose Sharks,0,Colorado Avalanche,3,,,2:25,
2021-01-28,8:30 PM,Detroit Red Wings,3,Dallas Stars,7,,4214,2:27,
2021-01-28,10:00 PM,Toronto Maple Leafs,4,Edmonton Oilers,3,,,2:22,
2021-01-28,8:00 PM,Los Angeles Kings,3,Minnesota Wild,5,,,2:32,
2021-01-28,7:00 PM,Calgary Flames,2,Montreal Canadiens,4,,,2:27,
2021-01-28,7:00 PM,Philadelphia Flyers,3,New Jersey Devils,1,,,2:19,
2021-01-28,10:00 PM,Ottawa Senators,1,Vancouver Canucks,4,,,2:20,
2021-01-28,7:00 PM,New York Islanders,3,Washington Capitals,6,,,2:28,
2021-01-29,8:00 PM,Columbus Blue Jackets,2,Chicago Blackhawks,1,,,2:16,
2021-01-30,9:00 PM,St. Louis Blues,6,Anaheim Ducks,1,,,2:19,
2021-01-30,1:00 PM,New Jersey Devils,3,Buffalo Sabres,4,SO,,2:39,
2021-01-30,7:00 PM,Dallas Stars,1,Carolina Hurricanes,4,,,2:33,
2021-01-30,7:00 PM,Florida Panthers,3,Detroit Red Wings,2,OT,,2:30,
2021-01-30,7:00 PM,Toronto Maple Leafs,3,Edmonton Oilers,4,OT,,2:31,
2021-01-30,8:00 PM,Colorado Avalanche,5,Minnesota Wild,1,,,2:31,
2021-01-30,7:00 PM,Calgary Flames,2,Montreal Canadiens,0,,,2:31,
2021-01-30,7:00 PM,Pittsburgh Penguins,5,New York Rangers,4,OT,,2:27,
2021-01-30,7:00 PM,New York Islanders,2,Philadelphia Flyers,3,OT,,2:19,
2021-01-30,7:00 PM,Nashville Predators,3,Tampa Bay Lightning,4,,,2:35,
2021-01-30,10:00 PM,Vancouver Canucks,4,Winnipeg Jets,1,,,2:22,
2021-01-30,7:00 PM,Boston Bruins,3,Washington Capitals,4,OT,,2:28,
2021-01-31,8:00 PM,St. Louis Blues,4,Anaheim Ducks,1,,,2:23,
2021-01-31,1:00 PM,New Jersey Devils,5,Buffalo Sabres,3,,,2:24,
2021-01-31,5:00 PM,Dallas Stars,3,Carolina Hurricanes,4,SO,,2:42,
2021-01-31,7:00 PM,Columbus Blue Jackets,1,Chicago Blackhawks,3,,,2:15,
2021-01-31,5:00 PM,Florida Panthers,3,Detroit Red Wings,2,,,2:29,
2021-01-31,9:00 PM,Ottawa Senators,5,Edmonton Oilers,8,,,2:33,
2021-01-31,8:00 PM,Colorado Avalanche,3,Minnesota Wild,4,OT,,2:31,
2021-01-31,7:00 PM,New York Islanders,3,Philadelphia Flyers,4,OT,,2:25,
2021-02-01,7:00 PM,Vancouver Canucks,2,Montreal Canadiens,6,,,2:20,
2021-02-01,7:00 PM,Pittsburgh Penguins,1,New York Rangers,3,,,2:20,
2021-02-01,7:00 PM,Nashville Predators,2,Tampa Bay Lightning,5,,,2:25,
2021-02-01,8:00 PM,Calgary Flames,4,Winnipeg Jets,3,SO,,2:18,
2021-02-01,7:00 PM,Boston Bruins,5,Washington Capitals,3,,,2:27,
2021-02-02,7:00 PM,Dallas Stars,6,Columbus Blue Jackets,3,,,2:21,
2021-02-02,8:00 PM,Carolina Hurricanes,4,Chicago Blackhawks,3,SO,,2:34,
2021-02-02,8:30 PM,Minnesota Wild,1,Colorado Avalanche,2,,,2:29,
2021-02-02,10:00 PM,Ottawa Senators,2,Edmonton Oilers,4,,,2:26,
2021-02-02,10:00 PM,Anaheim Ducks,3,Los Angeles Kings,1,,,2:19,
2021-02-02,7:00 PM,Vancouver Canucks,3,Montreal Canadiens,5,,,2:28,
2021-02-02,8:00 PM,Arizona Coyotes,3,St. Louis Blues,4,,,2:30,
2021-02-02,8:00 PM,Calgary Flames,2,Winnipeg Jets,3,,,2:17,
2021-02-03,8:00 PM,Boston Bruins,4,Philadelphia Flyers,3,OT,,2:27,
2021-02-03,5:30 PM,Detroit Red Wings,1,Tampa Bay Lightning,5,,,2:18,
2021-02-04,7:00 PM,Dallas Stars,3,Columbus Blue Jackets,4,,,2:24,
2021-02-04,8:00 PM,Carolina Hurricanes,4,Chicago Blackhawks,6,,,2:32,
2021-02-04,7:00 PM,Nashville Predators,6,Florida Panthers,5,OT,3698,2:39,
2021-02-04,7:00 PM,Ottawa Senators,3,Montreal Canadiens,2,,,2:26,
2021-02-04,7:00 PM,Washington Capitals,2,New York Rangers,4,,,2:27,
2021-02-04,8:00 PM,Arizona Coyotes,4,St. Louis Blues,3,,,2:22,
2021-02-04,7:00 PM,Vancouver Canucks,3,Toronto Maple Leafs,7,,,2:25,
2021-02-04,8:00 PM,Calgary Flames,1,Winnipeg Jets,4,,,2:17,
2021-02-05,10:00 PM,San Jose Sharks,5,Anaheim Ducks,4,SO,,2:41,
2021-02-05,7:00 PM,Nashville Predators,1,Florida Panthers,2,,,2:33,
2021-02-05,7:00 PM,Boston Bruins,2,Philadelphia Flyers,1,,,2:30,
2021-02-05,7:00 PM,Detroit Red Wings,1,Tampa Bay Lightning,3,,,2:21,
2021-02-05,10:00 PM,Los Angeles Kings,2,Vegas Golden Knights,5,,,2:31,
2021-02-06,10:00 PM,San Jose Sharks,1,Anaheim Ducks,2,SO,,2:36,
2021-02-06,10:00 PM,Edmonton Oilers,4,Calgary Flames,6,,,2:33,
2021-02-06,7:00 PM,Pittsburgh Penguins,3,New York Islanders,4,,,2:15,
2021-02-06,1:00 PM,Montreal Canadiens,2,Ottawa Senators,1,,,2:28,
2021-02-06,3:00 PM,Arizona Coyotes,3,St. Louis Blues,1,,,2:21,
2021-02-06,7:00 PM,Vancouver Canucks,1,Toronto Maple Leafs,5,,,2:25,
2021-02-07,3:00 PM,Carolina Hurricanes,6,Columbus Blue Jackets,5,,,2:33,
2021-02-07,3:00 PM,Chicago Blackhawks,2,Dallas Stars,1,OT,4203,2:29,
2021-02-07,3:00 PM,Detroit Red Wings,4,Florida Panthers,1,,3706,2:26,
2021-02-07,3:00 PM,Los Angeles Kings,3,Vegas Golden Knights,4,,,2:21,
2021-02-07,12:00 PM,Philadelphia Flyers,7,Washington Capitals,4,,,2:18,
2021-02-08,7:00 PM,Carolina Hurricanes,2,Columbus Blue Jackets,3,,,2:29,
2021-02-08,8:00 PM,Tampa Bay Lightning,4,Nashville Predators,1,,,2:28,
2021-02-08,7:00 PM,New York Islanders,2,New York Rangers,0,,,2:16,
2021-02-08,7:00 PM,Edmonton Oilers,3,Ottawa Senators,1,,,2:25,
2021-02-08,8:00 PM,Arizona Coyotes,4,St. Louis Blues,3,SO,,2:42,
2021-02-08,7:00 PM,Vancouver Canucks,1,Toronto Maple Leafs,3,,,2:18,
2021-02-09,10:00 PM,Winnipeg Jets,2,Calgary Flames,3,,,2:22,
2021-02-09,8:30 PM,Chicago Blackhawks,2,Dallas Stars,1,OT,4059,2:22,
2021-02-09,7:00 PM,Detroit Red Wings,1,Florida Panthers,2,,3477,2:14,
2021-02-09,10:00 PM,San Jose Sharks,4,Los Angeles Kings,3,SO,,2:30,
2021-02-09,8:30 PM,Tampa Bay Lightning,6,Nashville Predators,1,,,2:33,
2021-02-09,7:00 PM,Edmonton Oilers,3,Ottawa Senators,2,,,2:26,
2021-02-09,10:00 PM,Anaheim Ducks,4,Vegas Golden Knights,5,,,2:23,
2021-02-10,7:30 PM,Toronto Maple Leafs,4,Montreal Canadiens,2,,,2:23,
2021-02-10,7:00 PM,Boston Bruins,3,New York Rangers,2,OT,,2:32,
2021-02-11,8:00 PM,Columbus Blue Jackets,6,Chicago Blackhawks,5,,,2:19,
2021-02-11,8:30 PM,Carolina Hurricanes,5,Dallas Stars,3,,3687,2:41,
2021-02-11,7:00 PM,Tampa Bay Lightning,2,Florida Panthers,5,,3808,2:21,
2021-02-11,10:00 PM,San Jose Sharks,2,Los Angeles Kings,6,,,2:24,
2021-02-11,8:00 PM,Edmonton Oilers,3,Montreal Canadiens,0,,,2:21,
2021-02-11,8:00 PM,Detroit Red Wings,2,Nashville Predators,3,,,2:22,
2021-02-11,7:00 PM,Pittsburgh Penguins,4,New York Islanders,3,SO,,2:40,
2021-02-11,10:00 PM,Calgary Flames,3,Vancouver Canucks,1,,,2:26,
2021-02-11,10:00 PM,Anaheim Ducks,1,Vegas Golden Knights,0,,,2:11,
2021-02-11,8:00 PM,Ottawa Senators,1,Winnipeg Jets,5,,,2:16,
2021-02-12,9:00 PM,St. Louis Blues,4,Arizona Coyotes,1,,2457,2:29,
2021-02-12,7:00 PM,Boston Bruins,1,New York Rangers,0,,,2:30,
2021-02-13,8:00 PM,St. Louis Blues,5,Arizona Coyotes,4,OT,3237,2:34,
2021-02-13,8:00 PM,Columbus Blue Jackets,2,Chicago Blackhawks,3,OT,,2:20,
2021-02-13,8:00 PM,Carolina Hurricanes,4,Dallas Stars,3,SO,4071,2:43,
2021-02-13,7:00 PM,Tampa Bay Lightning,6,Florida Panthers,1,,4509,2:32,
2021-02-13,8:00 PM,Detroit Red Wings,4,Nashville Predators,2,,,2:20,
2021-02-13,7:00 PM,Boston Bruins,2,New York Islanders,4,,,2:30,
2021-02-13,4:00 PM,Vegas Golden Knights,3,San Jose Sharks,1,,,2:27,
2021-02-13,7:00 PM,Montreal Canadiens,2,Toronto Maple Leafs,1,,,2:12,
2021-02-13,10:00 PM,Calgary Flames,1,Vancouver Canucks,3,,,2:25,
2021-02-13,3:00 PM,Ottawa Senators,2,Winnipeg Jets,1,,,2:17,
2021-02-14,3:00 PM,Washington Capitals,3,Pittsburgh Penguins,6,,,2:30,
2021-02-14,7:00 PM,Colorado Avalanche,0,Vegas Golden Knights,1,,,2:23,
2021-02-15,4:00 PM,St. Louis Blues,0,Arizona Coyotes,1,,2554,2:21,
2021-02-15,7:00 PM,New York Islanders,3,Buffalo Sabres,1,,,2:19,
2021-02-15,7:00 PM,Columbus Blue Jackets,3,Carolina Hurricanes,7,,,2:37,
2021-02-15,7:30 PM,Chicago Blackhawks,3,Detroit Red Wings,2,OT,,2:23,
2021-02-15,9:00 PM,Winnipeg Jets,6,Edmonton Oilers,5,,,2:24,
2021-02-15,10:30 PM,Anaheim Ducks,2,San Jose Sharks,3,,,2:23,
2021-02-15,7:00 PM,Florida Panthers,6,Tampa Bay Lightning,4,,100,2:35,
2021-02-15,7:00 PM,Ottawa Senators,6,Toronto Maple Leafs,5,OT,,2:40,
2021-02-15,10:00 PM,Calgary Flames,4,Vancouver Canucks,3,OT,,2:32,
2021-02-16,7:00 PM,New York Islanders,3,Buffalo Sabres,0,,,2:27,
2021-02-16,10:00 PM,Minnesota Wild,0,Los Angeles Kings,4,,,2:31,
2021-02-16,7:00 PM,New Jersey Devils,5,New York Rangers,2,,,2:35,
2021-02-16,7:00 PM,Washington Capitals,3,Pittsburgh Penguins,1,,,2:22,
2021-02-16,10:00 PM,Colorado Avalanche,3,Vegas Golden Knights,2,,,2:23,
2021-02-17,5:00 PM,Florida Panthers,4,Carolina Hurricanes,3,OT,,2:33,
2021-02-17,10:00 PM,Vancouver Canucks,5,Calgary Flames,1,,,2:20,
2021-02-17,7:30 PM,Chicago Blackhawks,2,Detroit Red Wings,0,,,2:12,
2021-02-17,10:00 PM,Winnipeg Jets,2,Edmonton Oilers,3,,,2:25,
2021-02-17,7:00 PM,Ottawa Senators,1,Toronto Maple Leafs,2,,,2:22,
2021-02-18,10:00 PM,Minnesota Wild,3,Anaheim Ducks,1,,,2:26,
